iter	Passed	Remaining
1667	50685	10088
1668	50718	10058
1669	50754	10029
1670	50783	9998
1671	50812	9967
1672	50844	9937
1673	50872	9907
1674	50903	9876
1675	50933	9846
1676	50963	9815
1677	50991	9784
1678	51021	9754
1679	51051	9724
1680	51080	9693
1681	51110	9662
1682	51142	9632
1683	51170	9602
1684	51201	9571
1685	51233	9541
1686	51266	9511
1687	51298	9481
1688	51326	9450
1689	51356	9420
1690	51385	9389
1691	51415	9359
1692	51447	9329
1693	51478	9298
1694	51510	9268
1695	51542	9238
1696	51576	9209
1697	51604	9178
1698	51633	9147
1699	51665	9117
1700	51696	9087
1701	51728	9057
1702	51757	9026
1703	51788	8996
1704	51819	8965
1705	51850	8935
1706	51879	8904
1707	51911	8874
1708	51945	8845
1709	51977	8814
1710	52008	8784
1711	52040	8754
1712	52071	8724
1713	52104	8694
1714	52133	8663
1715	52162	8633
1716	52191	8602
1717	52222	8572
1718	52251	8541
1719	52278	8510
1720	52307	8479
1721	52336	8449
1722	52364	8418
1723	52399	8388
1724	52432	8358
1725	52461	8328
1726	52488	8297
1727	52517	8266
1728	52549	8236
1729	52580	8206
1730	52611	8175
1731	52642	8145
1732	52671	8115
1733	52706	8085
1734	52738	8055
1735	52766	8024
1736	52796	7994
1737	52827	7963
1738	52858	7933
1739	52887	7902
1740	52918	7872
1741	52955	7842
1742	52990	7813
1743	53019	7782
1744	53050	7752
1745	53078	7721
1746	53108	7691
1747	53136	7660
1748	53165	7629
1749	53192	7598
1750	53221	7568
1751	53251	7537
1752	53280	7507
1753	53311	7477
1754	53342	7446
1755	53371	7416
1756	53401	7385
1757	53431	7355
1758	53459	7324
1759	53491	7294
1760	53528	7264
1761	53556	7234
1762	53587	7203
1763	53616	7173
1764	53646	7142
1765	53676	7112
1766	53710	7082
1767	53739	7051
1768	53768	7021
1769	53803	6991
1770	53832	6960
1771	53859	6929
1772	53887	6899
1773	53917	6868
1774	53950	6838
1775	53983	6808
1776	54016	6778
1777	54046	6748
1778	54077	6717
1779	54108	6687
1780	54137	6657
1781	54167	6626
1782	54199	6596
1783	54233	6566
1784	54264	6536
1785	54297	6505
1786	54327	6475
1787	54356	6444
1788	54383	6414
1789	54413	6383
1790	54441	6353
1791	54475	6323
1792	54504	6292
1793	54534	6262
1794	54563	6231
1795	54597	6201
1796	54626	6170
1797	54654	6140
1798	54685	6109
1799	54716	6079
1800	54747	6049
1801	54777	6018
1802	54807	5988
1803	54837	5957
1804	54868	5927
1805	54897	5897
1806	54929	5866
1807	54960	5836
1808	54991	5806
1809	55022	5775
1810	55051	5745
1811	55080	5714
1812	55110	5684
1813	55143	5654
1814	55175	5623
1815	55204	5593
1816	55232	5562
1817	55261	5532
1818	55293	5501
1819	55321	5471
1820	55353	5441
1821	55387	5411
1822	55417	5380
1823	55447	5350
1824	55474	5319
1825	55507	5289
1826	55538	5259
1827	55566	5228
1828	55597	5197
1829	55629	5167
1830	55657	5137
1831	55688	5106
1832	55720	5076
1833	55749	5046
1834	55779	5015
1835	55810	4985
1836	55839	4954
1837	55869	4924
1838	55899	4893
1839	55930	4863
1840	55957	4832
1841	55986	4802
1842	56016	4771
1843	56050	4741
1844	56079	4711
1845	56109	4680
1846	56144	4650
1847	56175	4620
1848	56207	4590
1849	56238	4559
1850	56266	4529
1851	56295	4498
1852	56326	4468
1853	56354	4437
1854	56384	4407
1855	56416	4377
1856	56444	4346
1857	56475	4316
1858	56504	4285
1859	56533	4255
1860	56563	4224
1861	56597	4194
1862	56627	4164
1863	56654	4133
1864	56683	4103
1865	56713	4072
1866	56744	4042
1867	56774	4011
1868	56805	3981
1869	56835	3951
1870	56866	3920
1871	56896	3890
1872	56925	3859
1873	56955	3829
1874	56982	3798
1875	57015	3768
1876	57046	3738
1877	57076	3707
1878	57104	3677
1879	57131	3646
1880	57161	3616
1881	57192	3585
1882	57223	3555
1883	57253	3525
1884	57286	3494
1885	57315	3464
1886	57346	3434
1887	57377	3403
1888	57405	3373
1889	57437	3342
1890	57471	3312
1891	57501	3282
1892	57533	3252
1893	57566	3221
1894	57594	3191
1895	57623	3160
1896	57649	3130
1897	57677	3099
1898	57706	3069
1899	57737	3038
1900	57765	3008
1901	57795	2977
1902	57827	2947
1903	57859	2917
1904	57887	2886
1905	57919	2856
1906	57950	2826
1907	57981	2795
1908	58014	2765
1909	58047	2735
1910	58075	2704
1911	58110	2674
1912	58142	2644
1913	58174	2613
1914	58204	2583
1915	58235	2553
1916	58264	2522
1917	58295	2492
1918	58323	2461
1919	58356	2431
1920	58388	2401
1921	58418	2370
1922	58449	2340
1923	58477	2309
1924	58507	2279
1925	58536	2249
1926	58567	2218
1927	58598	2188
1928	58627	2157
1929	58658	2127
1930	58688	2097
1931	58717	2066
1932	58748	2036
1933	58778	2005
1934	58809	1975
1935	58839	1945
1936	58868	1914
1937	58899	1884
1938	58929	1853
1939	58960	1823
1940	58990	1793
1941	59025	1762
1942	59058	1732
1943	59090	1702
1944	59120	1671
1945	59150	1641
1946	59178	1610
1947	59207	1580
1948	59237	1550
1949	59265	1519
1950	59297	1489
1951	59329	1458
1952	59361	1428
1953	59388	1398
1954	59415	1367
1955	59442	1337
1956	59472	1306
1957	59504	1276
1958	59532	1245
1959	59563	1215
1960	59591	1185
1961	59621	1154
1962	59652	1124
1963	59679	1093
1964	59711	1063
1965	59741	1033
1966	59772	1002
1967	59804	972
1968	59834	942
1969	59865	911
1970	59895	881
1971	59929	850
1972	59961	820
1973	59989	790
1974	60020	759
1975	60050	729
1976	60081	698
1977	60108	668
1978	60138	638
1979	60171	607
1980	60202	577
1981	60233	547
1982	60261	516
1983	60295	486
1984	60324	455
1985	60355	425
1986	60386	395
1987	60418	364
1988	60449	334
1989	60481	303
1990	60509	273
1991	60540	243
1992	60570	212
1993	60601	182
1994	60633	151
1995	60663	121
1996	60695	91
1997	60724	60
1998	60759	30
1999	60788	0
