iter	RMSE
1666	40383.63872
1667	40383.62404
1668	40383.59541
1669	40383.58543
1670	40383.56783
1671	40383.52223
1672	40383.48072
1673	40383.46324
1674	40383.44096
1675	40383.43572
1676	40383.407
1677	40383.39018
1678	40383.37836
1679	40383.36569
1680	40383.32521
1681	40383.31335
1682	40383.30387
1683	40383.28111
1684	40383.25108
1685	40383.23965
1686	40383.22826
1687	40383.19875
1688	40383.1739
1689	40383.15671
1690	40383.12559
1691	40383.11537
1692	40383.10687
1693	40383.08371
1694	40383.07917
1695	40383.02796
1696	40383.01279
1697	40383.00364
1698	40382.98403
1699	40382.96903
1700	40382.94357
1701	40382.92768
1702	40382.90999
1703	40382.89907
1704	40382.89093
1705	40382.87615
1706	40382.86831
1707	40382.84007
1708	40382.82724
1709	40382.81722
1710	40382.80482
1711	40382.78772
1712	40382.75988
1713	40382.73765
1714	40382.72983
1715	40382.69691
1716	40382.68715
1717	40382.63087
1718	40382.60989
1719	40382.59227
1720	40382.5488
1721	40382.53856
1722	40382.48591
1723	40382.45791
1724	40382.41562
1725	40382.40438
1726	40382.37845
1727	40382.36187
1728	40382.35078
1729	40382.34164
1730	40382.33277
1731	40382.31201
1732	40382.30479
1733	40382.29172
1734	40382.27404
1735	40382.23484
1736	40382.21335
1737	40382.19868
1738	40382.15603
1739	40382.09869
1740	40382.06705
1741	40382.05299
1742	40382.04866
1743	40382.03753
1744	40382.00585
1745	40381.98529
1746	40381.97225
1747	40381.9691
1748	40381.96115
1749	40381.94493
1750	40381.93564
1751	40381.91032
1752	40381.86837
1753	40381.84393
1754	40381.82972
1755	40381.81735
1756	40381.80466
1757	40381.79134
1758	40381.77958
1759	40381.74986
1760	40381.7276
1761	40381.71323
1762	40381.63382
1763	40381.59362
1764	40381.55403
1765	40381.54107
1766	40381.51828
1767	40381.51486
1768	40381.48813
1769	40381.46777
1770	40381.38232
1771	40381.36868
1772	40381.3553
1773	40381.33658
1774	40381.30119
1775	40381.29511
1776	40381.27225
1777	40381.2485
1778	40381.22902
1779	40381.21829
1780	40381.2098
1781	40381.18344
1782	40381.16847
1783	40381.1441
1784	40381.13307
1785	40381.12059
1786	40381.0996
1787	40381.08623
1788	40381.06006
1789	40381.05003
1790	40381.04206
1791	40381.0176
1792	40380.99175
1793	40380.96328
1794	40380.95717
1795	40380.89293
1796	40380.85533
1797	40380.83759
1798	40380.83239
1799	40380.83161
1800	40380.80711
1801	40380.77398
1802	40380.75946
1803	40380.75025
1804	40380.74683
1805	40380.73388
1806	40380.70711
1807	40380.67231
1808	40380.66601
1809	40380.63637
1810	40380.62069
1811	40380.60363
1812	40380.57205
1813	40380.55527
1814	40380.52697
1815	40380.46754
1816	40380.43967
1817	40380.42121
1818	40380.39766
1819	40380.38876
1820	40380.37413
1821	40380.36948
1822	40380.36287
1823	40380.32308
1824	40380.30915
1825	40380.29325
1826	40380.25911
1827	40380.23325
1828	40380.21542
1829	40380.20732
1830	40380.1945
1831	40380.14582
1832	40380.06615
1833	40380.04876
1834	40380.00347
1835	40379.99231
1836	40379.97516
1837	40379.93097
1838	40379.92226
1839	40379.90212
1840	40379.88748
1841	40379.8669
1842	40379.85079
1843	40379.84409
1844	40379.82278
1845	40379.81467
1846	40379.7478
1847	40379.7323
1848	40379.72374
1849	40379.70424
1850	40379.6969
1851	40379.6958
1852	40379.68475
1853	40379.61138
1854	40379.59157
1855	40379.58677
1856	40379.58117
1857	40379.57216
1858	40379.55933
1859	40379.51337
1860	40379.51001
1861	40379.49685
1862	40379.49115
1863	40379.46881
1864	40379.42731
1865	40379.41753
1866	40379.3964
1867	40379.38709
1868	40379.35742
1869	40379.34514
1870	40379.32823
1871	40379.31469
1872	40379.29976
1873	40379.2744
1874	40379.2691
1875	40379.24492
1876	40379.22318
1877	40379.19789
1878	40379.1652
1879	40379.1482
1880	40379.13819
1881	40379.11366
1882	40379.0901
1883	40379.08552
1884	40379.07616
1885	40379.0705
1886	40379.04933
1887	40379.03951
1888	40379.02458
1889	40379.01487
1890	40379.00199
1891	40378.9749
1892	40378.95153
1893	40378.90728
1894	40378.88647
1895	40378.8793
1896	40378.83676
1897	40378.82271
1898	40378.82043
1899	40378.79989
1900	40378.78803
1901	40378.77044
1902	40378.75198
1903	40378.7448
1904	40378.72623
1905	40378.71998
1906	40378.71462
1907	40378.68134
1908	40378.66318
1909	40378.64803
1910	40378.63399
1911	40378.62451
1912	40378.58836
1913	40378.57618
1914	40378.57219
1915	40378.56077
1916	40378.55633
1917	40378.53638
1918	40378.51067
1919	40378.47696
1920	40378.44907
1921	40378.43239
1922	40378.42628
1923	40378.40726
1924	40378.38749
1925	40378.38085
1926	40378.35215
1927	40378.33802
1928	40378.31733
1929	40378.30502
1930	40378.29537
1931	40378.2859
1932	40378.28241
1933	40378.28175
1934	40378.26706
1935	40378.24761
1936	40378.2414
1937	40378.23609
1938	40378.21361
1939	40378.20123
1940	40378.18899
1941	40378.17562
1942	40378.16746
1943	40378.15156
1944	40378.14316
1945	40378.12013
1946	40378.09227
1947	40378.08726
1948	40378.08047
1949	40378.062
1950	40378.04898
1951	40378.0425
1952	40378.0277
1953	40377.99935
1954	40377.97625
1955	40377.9704
1956	40377.96884
1957	40377.9465
1958	40377.93945
1959	40377.92513
1960	40377.89175
1961	40377.88049
1962	40377.85568
1963	40377.84059
1964	40377.79025
1965	40377.78121
1966	40377.75927
1967	40377.73664
1968	40377.71697
1969	40377.7032
1970	40377.69015
1971	40377.67368
1972	40377.66199
1973	40377.65732
1974	40377.62721
1975	40377.59956
1976	40377.59476
1977	40377.58249
1978	40377.56858
1979	40377.55786
1980	40377.53797
1981	40377.52738
1982	40377.48911
1983	40377.4663
1984	40377.45317
1985	40377.4311
1986	40377.41125
1987	40377.3907
1988	40377.38796
1989	40377.36884
1990	40377.35026
1991	40377.34181
1992	40377.31804
1993	40377.29787
1994	40377.26439
1995	40377.24554
1996	40377.23605
1997	40377.21817
1998	40377.21041
1999	40377.197
2000	40377.16739
2001	40377.143
2002	40377.12624
2003	40377.0951
2004	40377.07826
2005	40377.04789
2006	40377.00616
2007	40376.96852
2008	40376.95587
2009	40376.9155
2010	40376.90454
2011	40376.87391
2012	40376.83674
2013	40376.82405
2014	40376.82226
2015	40376.82075
2016	40376.81699
2017	40376.79056
2018	40376.77793
2019	40376.75494
2020	40376.7403
2021	40376.7369
2022	40376.71609
2023	40376.69752
2024	40376.67734
2025	40376.67168
2026	40376.65182
2027	40376.62808
2028	40376.61659
2029	40376.6005
2030	40376.58648
2031	40376.58227
2032	40376.58174
2033	40376.57424
2034	40376.57286
2035	40376.55806
2036	40376.53223
2037	40376.51034
2038	40376.49131
2039	40376.47326
2040	40376.42997
2041	40376.40538
2042	40376.39399
2043	40376.36667
2044	40376.34981
2045	40376.34397
2046	40376.28365
2047	40376.26185
2048	40376.24518
2049	40376.23528
2050	40376.21361
2051	40376.21285
2052	40376.19739
2053	40376.17235
2054	40376.16769
2055	40376.15034
2056	40376.1381
2057	40376.13315
2058	40376.12352
2059	40376.11999
2060	40376.10724
2061	40376.08365
2062	40376.07201
2063	40376.05818
2064	40376.04711
2065	40376.03846
2066	40376.02064
2067	40376.01937
2068	40375.99717
2069	40375.99229
2070	40375.96202
2071	40375.95138
2072	40375.94631
2073	40375.93272
2074	40375.91823
2075	40375.90404
2076	40375.89212
2077	40375.8739
2078	40375.86183
2079	40375.85172
2080	40375.84597
2081	40375.83106
2082	40375.80776
2083	40375.80347
2084	40375.77337
2085	40375.75584
2086	40375.74704
2087	40375.73252
2088	40375.71862
2089	40375.69661
2090	40375.6906
2091	40375.67061
2092	40375.65463
2093	40375.63464
2094	40375.63108
2095	40375.62911
2096	40375.58653
2097	40375.56085
2098	40375.53506
2099	40375.53208
2100	40375.51147
2101	40375.4947
2102	40375.47309
2103	40375.46813
2104	40375.45232
2105	40375.42049
2106	40375.3993
2107	40375.35959
2108	40375.34812
2109	40375.33037
2110	40375.2931
2111	40375.28501
2112	40375.2664
2113	40375.2633
2114	40375.24701
2115	40375.23208
2116	40375.22464
2117	40375.2182
2118	40375.20982
2119	40375.18565
2120	40375.16765
2121	40375.14955
2122	40375.13225
2123	40375.12052
2124	40375.11042
2125	40375.10745
2126	40375.09411
2127	40375.08726
2128	40375.07308
2129	40375.05327
2130	40375.0476
2131	40374.95421
2132	40374.89621
2133	40374.88866
2134	40374.88096
2135	40374.87725
2136	40374.86184
2137	40374.85118
2138	40374.80123
2139	40374.79852
2140	40374.79389
2141	40374.79
2142	40374.78267
2143	40374.73944
2144	40374.70712
2145	40374.68376
2146	40374.66737
2147	40374.65841
2148	40374.64283
2149	40374.60465
2150	40374.59475
2151	40374.5843
2152	40374.54405
2153	40374.53993
2154	40374.52918
2155	40374.52302
2156	40374.49596
2157	40374.49125
2158	40374.48008
2159	40374.45142
2160	40374.4201
2161	40374.39433
2162	40374.37941
2163	40374.35636
2164	40374.33156
2165	40374.30943
2166	40374.30162
2167	40374.29802
2168	40374.28697
2169	40374.27264
2170	40374.26305
2171	40374.22553
2172	40374.21535
2173	40374.20061
2174	40374.18944
2175	40374.18518
2176	40374.17439
2177	40374.16809
2178	40374.1319
2179	40374.10202
2180	40374.0857
2181	40374.07359
2182	40374.03803
2183	40374.03657
2184	40374.03114
2185	40373.99681
2186	40373.99482
2187	40373.97348
2188	40373.97227
2189	40373.95879
2190	40373.94134
2191	40373.92061
2192	40373.91141
2193	40373.90562
2194	40373.88764
2195	40373.87474
2196	40373.87293
2197	40373.8551
2198	40373.8394
2199	40373.83635
2200	40373.80925
2201	40373.79293
2202	40373.78992
2203	40373.78492
2204	40373.75101
2205	40373.74069
2206	40373.73079
2207	40373.71643
2208	40373.64583
2209	40373.61817
2210	40373.61106
2211	40373.58789
2212	40373.57337
2213	40373.54158
2214	40373.52748
2215	40373.52558
2216	40373.51372
2217	40373.48976
2218	40373.45972
2219	40373.4414
2220	40373.43573
2221	40373.40727
2222	40373.40297
2223	40373.40114
2224	40373.36868
2225	40373.356
2226	40373.34054
2227	40373.33555
2228	40373.30176
2229	40373.29497
2230	40373.28636
2231	40373.2651
2232	40373.245
2233	40373.20747
2234	40373.16295
2235	40373.13056
2236	40373.11897
2237	40373.10817
2238	40373.09607
2239	40373.08768
2240	40373.06666
2241	40373.05735
2242	40373.03155
2243	40373.02963
2244	40373.02526
2245	40373.015
2246	40372.99049
2247	40372.97249
2248	40372.96068
2249	40372.91814
2250	40372.89539
2251	40372.88952
2252	40372.85836
2253	40372.8455
2254	40372.82944
2255	40372.81278
2256	40372.79395
2257	40372.76819
2258	40372.73294
2259	40372.71128
2260	40372.6577
2261	40372.62875
2262	40372.62067
2263	40372.61391
2264	40372.60916
2265	40372.59607
2266	40372.5764
2267	40372.53569
2268	40372.52969
2269	40372.51726
2270	40372.51134
2271	40372.5003
2272	40372.46792
2273	40372.45274
2274	40372.45114
2275	40372.4495
2276	40372.43057
2277	40372.40632
2278	40372.39423
2279	40372.38318
2280	40372.37993
2281	40372.35771
2282	40372.34425
2283	40372.32432
2284	40372.30649
2285	40372.28723
2286	40372.27502
2287	40372.25208
2288	40372.24447
2289	40372.23225
2290	40372.21778
2291	40372.1587
2292	40372.15176
2293	40372.1109
2294	40372.09536
2295	40372.08661
2296	40372.03889
2297	40371.9784
2298	40371.96882
2299	40371.95667
2300	40371.94855
2301	40371.9387
2302	40371.9355
2303	40371.92964
2304	40371.91798
2305	40371.91341
2306	40371.91032
2307	40371.89164
2308	40371.88903
2309	40371.88531
2310	40371.86675
2311	40371.8611
2312	40371.8451
2313	40371.82447
2314	40371.81081
2315	40371.77464
2316	40371.7675
2317	40371.76229
2318	40371.75406
2319	40371.73389
2320	40371.72831
2321	40371.72172
2322	40371.71678
2323	40371.68854
2324	40371.68122
2325	40371.67054
2326	40371.65006
2327	40371.64835
2328	40371.63968
2329	40371.63683
2330	40371.6312
2331	40371.6152
2332	40371.61129
2333	40371.59953
2334	40371.58162
2335	40371.57968
2336	40371.5719
2337	40371.52792
2338	40371.51993
2339	40371.508
2340	40371.48484
2341	40371.43021
2342	40371.42479
2343	40371.40408
2344	40371.39756
2345	40371.39261
2346	40371.38222
2347	40371.35474
2348	40371.31937
2349	40371.31297
2350	40371.31241
2351	40371.30301
2352	40371.2669
2353	40371.26569
2354	40371.26318
2355	40371.24826
2356	40371.2315
2357	40371.22916
2358	40371.19977
2359	40371.19286
2360	40371.1881
2361	40371.1754
2362	40371.13468
2363	40371.11521
2364	40371.10959
2365	40371.0911
2366	40371.07661
2367	40371.06679
2368	40371.05256
2369	40371.03386
2370	40371.01088
2371	40371.00242
2372	40370.97725
2373	40370.95728
2374	40370.9363
2375	40370.92376
2376	40370.91594
2377	40370.90643
2378	40370.89432
2379	40370.88554
2380	40370.87205
2381	40370.86332
2382	40370.85381
2383	40370.85224
2384	40370.83363
2385	40370.81694
2386	40370.80327
2387	40370.78882
2388	40370.78124
2389	40370.77724
2390	40370.76572
2391	40370.75475
2392	40370.74941
2393	40370.71988
2394	40370.70125
2395	40370.69891
2396	40370.69386
2397	40370.68604
2398	40370.67568
2399	40370.65052
2400	40370.64222
2401	40370.62697
2402	40370.60352
2403	40370.57094
2404	40370.56023
2405	40370.54804
2406	40370.53025
2407	40370.50395
2408	40370.49624
2409	40370.46969
2410	40370.45607
2411	40370.44897
2412	40370.43445
2413	40370.42815
2414	40370.42179
2415	40370.40321
2416	40370.39787
2417	40370.37149
2418	40370.36384
2419	40370.34394
2420	40370.32086
2421	40370.30894
2422	40370.28714
2423	40370.2823
2424	40370.27971
2425	40370.27042
2426	40370.26118
2427	40370.20319
2428	40370.1875
2429	40370.13733
2430	40370.11786
2431	40370.08101
2432	40370.05846
2433	40370.03816
2434	40370.02384
2435	40370.01479
2436	40370.00087
2437	40369.99383
2438	40369.98733
2439	40369.97519
2440	40369.96697
2441	40369.9553
2442	40369.94878
2443	40369.94228
2444	40369.9355
2445	40369.92011
2446	40369.87854
2447	40369.87171
2448	40369.84577
2449	40369.82524
2450	40369.80469
2451	40369.79832
2452	40369.78511
2453	40369.76338
2454	40369.75384
2455	40369.74824
2456	40369.73592
2457	40369.71697
2458	40369.70708
2459	40369.69095
2460	40369.68326
2461	40369.66714
2462	40369.65619
2463	40369.63551
2464	40369.63196
2465	40369.61321
2466	40369.60327
2467	40369.59827
2468	40369.59337
2469	40369.5815
2470	40369.57625
2471	40369.57433
2472	40369.5623
2473	40369.5371
2474	40369.53504
2475	40369.52186
2476	40369.50324
2477	40369.49256
2478	40369.48415
2479	40369.45089
2480	40369.40893
2481	40369.40557
2482	40369.39841
2483	40369.37679
2484	40369.36841
2485	40369.36417
2486	40369.35388
2487	40369.34464
2488	40369.33048
2489	40369.32529
2490	40369.28143
2491	40369.25773
2492	40369.23841
2493	40369.22339
2494	40369.20627
2495	40369.20011
2496	40369.17921
2497	40369.16538
2498	40369.1577
2499	40369.15192
2500	40369.14696
2501	40369.13324
2502	40369.09638
2503	40369.04859
2504	40369.03366
2505	40369.0333
2506	40369.0294
2507	40369.02433
2508	40369.02155
2509	40369.00803
2510	40369.00706
2511	40368.99342
2512	40368.98172
2513	40368.97749
2514	40368.96084
2515	40368.94703
2516	40368.93368
2517	40368.9206
2518	40368.901
2519	40368.89102
2520	40368.87426
2521	40368.86216
2522	40368.85341
2523	40368.83075
2524	40368.82366
2525	40368.8188
2526	40368.80992
2527	40368.78447
2528	40368.77396
2529	40368.76979
2530	40368.74661
2531	40368.74235
2532	40368.74133
2533	40368.7222
2534	40368.67164
2535	40368.65993
2536	40368.63811
2537	40368.63049
2538	40368.62483
2539	40368.61375
2540	40368.6002
2541	40368.58472
2542	40368.55583
2543	40368.55526
2544	40368.49709
2545	40368.49195
2546	40368.45788
2547	40368.4517
2548	40368.4465
2549	40368.44049
2550	40368.41493
2551	40368.40303
2552	40368.40022
2553	40368.38482
2554	40368.38181
2555	40368.36872
2556	40368.35496
2557	40368.33968
2558	40368.33229
2559	40368.31239
2560	40368.30083
2561	40368.28118
2562	40368.27573
2563	40368.26807
2564	40368.26225
2565	40368.23664
2566	40368.22405
2567	40368.21114
2568	40368.20591
2569	40368.19812
2570	40368.18978
2571	40368.17613
2572	40368.16727
2573	40368.16624
2574	40368.16055
2575	40368.14075
2576	40368.12556
2577	40368.12281
2578	40368.1094
2579	40368.10672
2580	40368.09984
2581	40368.0908
2582	40368.07655
2583	40368.06969
2584	40368.03942
2585	40368.03174
2586	40368.02705
2587	40367.99167
2588	40367.96625
2589	40367.96494
2590	40367.95629
2591	40367.94301
2592	40367.9419
2593	40367.92146
2594	40367.89871
2595	40367.89137
2596	40367.88291
2597	40367.87455
2598	40367.85564
2599	40367.81247
2600	40367.80803
2601	40367.78714
2602	40367.77084
2603	40367.76773
2604	40367.75622
2605	40367.74982
2606	40367.74493
2607	40367.73315
2608	40367.70791
2609	40367.70486
2610	40367.66366
2611	40367.65938
2612	40367.64228
2613	40367.6389
2614	40367.62884
2615	40367.62368
2616	40367.61282
2617	40367.61071
2618	40367.60453
2619	40367.57589
2620	40367.56358
2621	40367.55178
2622	40367.5458
2623	40367.53776
2624	40367.52131
2625	40367.51275
2626	40367.49223
2627	40367.48072
2628	40367.47897
2629	40367.46018
2630	40367.45784
2631	40367.45281
2632	40367.4343
2633	40367.43185
2634	40367.42951
2635	40367.40327
2636	40367.39314
2637	40367.37603
2638	40367.33605
2639	40367.32311
2640	40367.30933
2641	40367.2945
2642	40367.28822
2643	40367.28369
2644	40367.27504
2645	40367.2683
2646	40367.25993
2647	40367.24257
2648	40367.23578
2649	40367.22843
2650	40367.20987
2651	40367.20921
2652	40367.19521
2653	40367.1804
2654	40367.17138
2655	40367.13727
2656	40367.11059
2657	40367.09857
2658	40367.09234
2659	40367.086
2660	40367.03105
2661	40367.02766
2662	40366.99586
2663	40366.98018
2664	40366.97603
2665	40366.96695
2666	40366.96287
2667	40366.96285
2668	40366.94439
2669	40366.93617
2670	40366.92802
2671	40366.91713
2672	40366.8949
2673	40366.8869
2674	40366.88365
2675	40366.8644
2676	40366.8587
2677	40366.84426
2678	40366.83492
2679	40366.81385
2680	40366.80638
2681	40366.79053
2682	40366.77551
2683	40366.7632
2684	40366.73883
2685	40366.72592
2686	40366.71151
2687	40366.70049
2688	40366.68906
2689	40366.66253
2690	40366.65753
2691	40366.65437
2692	40366.64258
2693	40366.62963
2694	40366.61739
2695	40366.61213
2696	40366.60978
2697	40366.60494
2698	40366.56494
2699	40366.55541
2700	40366.54397
2701	40366.52832
2702	40366.52174
2703	40366.50953
2704	40366.50799
2705	40366.49368
2706	40366.48834
2707	40366.47257
2708	40366.45633
2709	40366.44699
2710	40366.44181
2711	40366.42902
2712	40366.4144
2713	40366.375
2714	40366.3493
2715	40366.34263
2716	40366.3268
2717	40366.3183
2718	40366.29382
2719	40366.26061
2720	40366.23942
2721	40366.23175
2722	40366.2041
2723	40366.19583
2724	40366.13323
2725	40366.11642
2726	40366.06268
2727	40366.0425
2728	40366.03478
2729	40365.98788
2730	40365.9822
2731	40365.97696
2732	40365.97189
2733	40365.9516
2734	40365.94317
2735	40365.93763
2736	40365.91193
2737	40365.91156
2738	40365.90479
2739	40365.89991
2740	40365.86775
2741	40365.85918
2742	40365.83378
2743	40365.80389
2744	40365.79791
2745	40365.78765
2746	40365.78455
2747	40365.77545
2748	40365.7579
2749	40365.74896
2750	40365.74029
2751	40365.72714
2752	40365.68732
2753	40365.67151
2754	40365.66518
2755	40365.63434
2756	40365.62393
2757	40365.61
2758	40365.60718
2759	40365.58316
2760	40365.55937
2761	40365.5305
2762	40365.49894
2763	40365.48226
2764	40365.44919
2765	40365.44697
2766	40365.4384
2767	40365.40206
2768	40365.37899
2769	40365.3626
2770	40365.35348
2771	40365.33693
2772	40365.31949
2773	40365.30678
2774	40365.28237
2775	40365.26242
2776	40365.25901
2777	40365.25406
2778	40365.24723
2779	40365.20924
2780	40365.20615
2781	40365.19359
2782	40365.18705
2783	40365.17759
2784	40365.17335
2785	40365.1562
2786	40365.14723
2787	40365.14022
2788	40365.13068
2789	40365.12608
2790	40365.12382
2791	40365.11248
2792	40365.10027
2793	40365.08671
2794	40365.06698
2795	40365.06585
2796	40365.05315
2797	40365.04954
2798	40365.0422
2799	40365.01534
2800	40365.00674
2801	40364.98826
2802	40364.97567
2803	40364.96529
2804	40364.95068
2805	40364.9335
2806	40364.90177
2807	40364.88473
2808	40364.87883
2809	40364.86478
2810	40364.83936
2811	40364.8299
2812	40364.82413
2813	40364.81783
2814	40364.79165
2815	40364.76933
2816	40364.74463
2817	40364.72102
2818	40364.71405
2819	40364.71097
2820	40364.68015
2821	40364.63248
2822	40364.61319
2823	40364.60412
2824	40364.59705
2825	40364.59422
2826	40364.57192
2827	40364.55115
2828	40364.53823
2829	40364.5082
2830	40364.48787
2831	40364.47892
2832	40364.47713
2833	40364.47556
2834	40364.46403
2835	40364.45961
2836	40364.45908
2837	40364.45326
2838	40364.43212
2839	40364.3969
2840	40364.3956
2841	40364.39084
2842	40364.38383
2843	40364.35918
2844	40364.33735
2845	40364.32944
2846	40364.32453
2847	40364.31142
2848	40364.29325
2849	40364.28849
2850	40364.27444
2851	40364.27138
2852	40364.26018
2853	40364.25756
2854	40364.24935
2855	40364.21905
2856	40364.21759
2857	40364.14018
2858	40364.1241
2859	40364.09218
2860	40364.08444
2861	40364.07999
2862	40364.07598
2863	40364.0591
2864	40364.0258
2865	40364.01622
2866	40363.95009
2867	40363.94106
2868	40363.93679
2869	40363.90194
2870	40363.88631
2871	40363.87699
2872	40363.86001
2873	40363.85475
2874	40363.83992
2875	40363.81926
2876	40363.78974
2877	40363.77655
2878	40363.76211
2879	40363.74883
2880	40363.74664
2881	40363.72764
2882	40363.70582
2883	40363.70366
2884	40363.68179
2885	40363.66579
2886	40363.63218
2887	40363.59061
2888	40363.57999
2889	40363.5419
2890	40363.53045
2891	40363.51205
2892	40363.5075
2893	40363.49842
2894	40363.43431
2895	40363.41333
2896	40363.40922
2897	40363.40426
2898	40363.39661
2899	40363.38846
2900	40363.37887
2901	40363.36089
2902	40363.35518
2903	40363.34485
2904	40363.32788
2905	40363.31125
2906	40363.29173
2907	40363.27962
2908	40363.2443
2909	40363.23079
2910	40363.22172
2911	40363.21216
2912	40363.19833
2913	40363.19354
2914	40363.18941
2915	40363.16428
2916	40363.16111
2917	40363.15359
2918	40363.14057
2919	40363.12376
2920	40363.11765
2921	40363.09717
2922	40363.08529
2923	40363.0838
2924	40363.05102
2925	40363.03949
2926	40363.02312
2927	40363.01978
2928	40362.981
2929	40362.97087
2930	40362.96817
2931	40362.95798
2932	40362.94888
2933	40362.9261
2934	40362.92077
2935	40362.90728
2936	40362.90377
2937	40362.89595
2938	40362.84733
2939	40362.83033
2940	40362.81651
2941	40362.81271
2942	40362.7762
2943	40362.77252
2944	40362.77252
2945	40362.76781
2946	40362.76737
2947	40362.74725
2948	40362.72618
2949	40362.71586
2950	40362.69998
2951	40362.69744
2952	40362.69134
2953	40362.67569
2954	40362.66685
2955	40362.66408
2956	40362.65717
2957	40362.63135
2958	40362.62871
2959	40362.62209
2960	40362.61898
2961	40362.59364
2962	40362.58364
2963	40362.58317
2964	40362.55827
2965	40362.55491
2966	40362.51072
2967	40362.49832
2968	40362.49273
2969	40362.48798
2970	40362.48106
2971	40362.46102
2972	40362.45083
2973	40362.43464
2974	40362.42788
2975	40362.41809
2976	40362.40736
2977	40362.40489
2978	40362.39555
2979	40362.39197
2980	40362.37085
2981	40362.35398
2982	40362.34624
2983	40362.31388
2984	40362.28847
2985	40362.27777
2986	40362.23851
2987	40362.23619
2988	40362.23087
2989	40362.19894
2990	40362.1884
2991	40362.18085
2992	40362.17229
2993	40362.17183
2994	40362.14096
2995	40362.1234
2996	40362.10681
2997	40362.08342
2998	40362.05818
2999	40362.04901
3000	40362.0436
3001	40362.03912
3002	40362.02011
3003	40362.0185
3004	40362.01741
3005	40362.01019
3006	40362.00562
3007	40361.9884
3008	40361.96018
3009	40361.95534
3010	40361.95264
3011	40361.93515
3012	40361.91346
3013	40361.91093
3014	40361.90366
3015	40361.89334
3016	40361.87774
3017	40361.86195
3018	40361.85899
3019	40361.84441
3020	40361.83809
3021	40361.81162
3022	40361.80774
3023	40361.78353
3024	40361.78034
3025	40361.77305
3026	40361.74756
3027	40361.70107
3028	40361.68445
3029	40361.68048
3030	40361.67402
3031	40361.65758
3032	40361.63729
3033	40361.60691
3034	40361.57995
3035	40361.57229
3036	40361.54505
3037	40361.53613
3038	40361.52835
3039	40361.52302
3040	40361.52011
3041	40361.51355
3042	40361.49425
3043	40361.47119
3044	40361.46556
3045	40361.44775
3046	40361.43975
3047	40361.43371
3048	40361.42454
3049	40361.42082
3050	40361.41128
3051	40361.40247
3052	40361.3862
3053	40361.37966
3054	40361.37335
3055	40361.35926
3056	40361.35342
3057	40361.34709
3058	40361.31306
3059	40361.31007
3060	40361.30267
3061	40361.27989
3062	40361.26862
3063	40361.24692
3064	40361.23717
3065	40361.22414
3066	40361.17048
3067	40361.16711
3068	40361.14406
3069	40361.12993
3070	40361.11758
3071	40361.08646
3072	40361.07924
3073	40361.06874
3074	40361.05189
3075	40361.04666
3076	40361.01633
3077	40361.00671
3078	40361.00305
3079	40360.99782
3080	40360.99691
3081	40360.97422
3082	40360.96529
3083	40360.95987
3084	40360.94408
3085	40360.91272
3086	40360.89437
3087	40360.8867
3088	40360.87567
3089	40360.87075
3090	40360.86806
3091	40360.84464
3092	40360.83351
3093	40360.78839
3094	40360.78481
3095	40360.77218
3096	40360.76857
3097	40360.75391
3098	40360.74643
3099	40360.74309
3100	40360.73516
3101	40360.73408
3102	40360.72957
3103	40360.72348
3104	40360.71576
3105	40360.70711
3106	40360.69292
3107	40360.68807
3108	40360.68485
3109	40360.67367
3110	40360.66921
3111	40360.63778
3112	40360.62413
3113	40360.61755
3114	40360.60883
3115	40360.60628
3116	40360.58835
3117	40360.58548
3118	40360.57193
3119	40360.55741
3120	40360.5557
3121	40360.54756
3122	40360.53532
3123	40360.52103
3124	40360.51791
3125	40360.50826
3126	40360.48556
3127	40360.47669
3128	40360.45593
3129	40360.44393
3130	40360.42241
3131	40360.39921
3132	40360.39664
3133	40360.3947
3134	40360.38845
3135	40360.37891
3136	40360.37741
3137	40360.34916
3138	40360.34088
3139	40360.33918
3140	40360.33438
3141	40360.33382
3142	40360.33348
3143	40360.31803
3144	40360.29527
3145	40360.28527
3146	40360.28222
3147	40360.28162
3148	40360.27518
3149	40360.26383
3150	40360.25676
3151	40360.2455
3152	40360.22652
3153	40360.21308
3154	40360.20011
3155	40360.16705
3156	40360.15438
3157	40360.15308
3158	40360.14555
3159	40360.13798
3160	40360.12292
3161	40360.11184
3162	40360.087
3163	40360.08506
3164	40360.0783
3165	40360.06974
3166	40360.05965
3167	40360.04093
3168	40360.02803
3169	40360.01613
3170	40360.01613
3171	40360.00025
3172	40359.9981
3173	40359.98742
3174	40359.98202
3175	40359.97122
3176	40359.96688
3177	40359.95635
3178	40359.9496
3179	40359.93004
3180	40359.92442
3181	40359.91041
3182	40359.90542
3183	40359.88094
3184	40359.87379
3185	40359.86527
3186	40359.85828
3187	40359.85348
3188	40359.85091
3189	40359.84342
3190	40359.82372
3191	40359.82164
3192	40359.81681
3193	40359.81138
3194	40359.80168
3195	40359.78302
3196	40359.76936
3197	40359.76219
3198	40359.75491
3199	40359.7505
3200	40359.74051
3201	40359.7379
3202	40359.73328
3203	40359.72065
3204	40359.71272
3205	40359.69275
3206	40359.68677
3207	40359.67655
3208	40359.65563
3209	40359.60689
3210	40359.59358
3211	40359.59122
3212	40359.56245
3213	40359.53393
3214	40359.52158
3215	40359.51734
3216	40359.50727
3217	40359.50727
3218	40359.50107
3219	40359.46056
3220	40359.45359
3221	40359.45154
