iter	RMSE
313	40439.68993
314	40439.33891
315	40438.99788
316	40438.72203
317	40438.19014
318	40437.70623
319	40437.46906
320	40437.16102
321	40436.80705
322	40436.56315
323	40436.31137
324	40436.1161
325	40435.80919
326	40435.2735
327	40435.03771
328	40434.78781
329	40434.53361
330	40433.96043
331	40433.72064
332	40433.44714
333	40433.27116
334	40433.0075
335	40432.64012
336	40432.50191
337	40432.311
338	40432.01036
339	40431.77979
340	40431.55915
341	40431.27815
342	40431.08054
343	40430.79468
344	40430.64861
345	40430.48487
346	40430.284
347	40429.89001
348	40429.79817
349	40429.56338
350	40429.32623
351	40429.11329
352	40428.98215
353	40428.73627
354	40428.57293
355	40428.40065
356	40428.23117
357	40428.16297
358	40427.98549
359	40427.73232
360	40427.62165
361	40427.46975
362	40427.27901
363	40427.12214
364	40427.03744
365	40426.8993
366	40426.81535
367	40426.72666
368	40426.46362
369	40426.33065
370	40426.18632
371	40425.99625
372	40425.79624
373	40425.62328
374	40425.40954
375	40425.24447
376	40425.05582
377	40424.91174
378	40424.74192
379	40424.60345
380	40424.43289
381	40424.25705
382	40424.19684
383	40424.05499
384	40423.94064
385	40423.80231
386	40423.74777
387	40423.60001
388	40423.56003
389	40423.46242
390	40423.34454
391	40422.98144
392	40422.86012
393	40422.70852
394	40422.53691
395	40422.4162
396	40422.21908
397	40422.1247
398	40422.02567
399	40421.95001
400	40421.88732
401	40421.84805
402	40421.71719
403	40421.56011
404	40421.37371
405	40421.18288
406	40421.06211
407	40420.91606
408	40420.5916
409	40420.52454
410	40420.46036
411	40420.38954
412	40420.33085
413	40420.2183
414	40420.09921
415	40420.00678
416	40419.94542
417	40419.86239
418	40419.72353
419	40419.60835
420	40419.51777
421	40419.42975
422	40419.38703
423	40419.30465
424	40419.06998
425	40418.97102
426	40418.87845
427	40418.83024
428	40418.75084
429	40418.68062
430	40418.58091
431	40418.54813
432	40418.48137
433	40418.43451
434	40418.29471
435	40418.19777
436	40418.09974
437	40417.98285
438	40417.97129
439	40417.81951
440	40417.79993
441	40417.69457
442	40417.63741
443	40417.50676
444	40417.46358
445	40417.35638
446	40417.2811
447	40417.22417
448	40417.15057
449	40417.09913
450	40417.07628
451	40417.00298
452	40416.88086
453	40416.67281
454	40416.5929
455	40416.55163
456	40416.41804
457	40416.34238
458	40416.26019
459	40416.19405
460	40416.13937
461	40416.02212
462	40415.98337
463	40415.93276
464	40415.92172
465	40415.74519
466	40415.65936
467	40415.45443
468	40415.41699
469	40415.16664
470	40415.13049
471	40415.09552
472	40415.03026
473	40414.99405
474	40414.93915
475	40414.90461
476	40414.79052
477	40414.75869
478	40414.51028
479	40414.49875
480	40414.45285
481	40414.38511
482	40414.38451
483	40414.28661
484	40414.17142
485	40414.04131
486	40414.01221
487	40414.01169
488	40413.95351
489	40413.90436
490	40413.75284
491	40413.71889
492	40413.68615
493	40413.62459
494	40413.56964
495	40413.46105
496	40413.39922
497	40413.37257
498	40413.33668
499	40413.2843
500	40413.27891
501	40413.23026
502	40413.17928
503	40413.10983
504	40413.05314
505	40413.03108
506	40413.01115
507	40412.94023
508	40412.90164
509	40412.83461
510	40412.80306
511	40412.79587
512	40412.74411
513	40412.73505
514	40412.67382
515	40412.67171
516	40412.64637
517	40412.63863
518	40412.56796
519	40412.5403
520	40412.49177
521	40412.46718
522	40412.38492
523	40412.28405
524	40412.25943
525	40412.25943
526	40412.25845
527	40412.21943
528	40412.18514
529	40412.14657
530	40412.08011
531	40412.04719
532	40411.98957
533	40411.94899
534	40411.91154
535	40411.902
536	40411.6844
537	40411.65874
538	40411.62969
539	40411.62969
540	40411.6174
541	40411.55668
542	40411.50293
543	40411.35739
544	40411.31985
545	40411.26049
546	40411.21345
547	40411.1848
548	40411.15398
549	40411.12427
550	40411.10944
551	40410.97785
552	40410.94969
553	40410.92926
554	40410.92843
555	40410.8745
556	40410.83829
557	40410.80098
558	40410.79198
559	40410.79198
560	40410.77245
561	40410.72922
562	40410.68632
563	40410.63052
564	40410.59668
565	40410.58265
566	40410.54218
567	40410.33103
568	40410.2578
569	40410.23251
570	40410.19807
571	40410.16761
572	40410.15357
573	40410.1303
574	40410.08383
575	40410.06201
576	40410.05499
577	40410.04849
578	40410.04507
579	40410.00661
580	40409.98759
581	40409.96822
582	40409.96822
583	40409.89812
584	40409.85803
585	40409.81666
586	40409.77182
587	40409.77182
588	40409.74321
589	40409.69412
590	40409.65513
591	40409.60585
592	40409.58678
593	40409.52972
594	40409.52972
595	40409.49178
596	40409.45554
597	40409.42307
598	40409.40888
599	40409.3853
600	40409.34381
601	40409.31747
602	40409.3161
603	40409.29216
604	40409.26142
605	40409.25704
606	40409.21388
607	40409.20378
608	40409.18126
609	40409.04968
610	40409.03687
611	40408.98695
612	40408.96662
613	40408.90873
614	40408.73048
615	40408.72592
616	40408.69771
617	40408.67254
618	40408.62497
619	40408.62497
620	40408.55853
621	40408.53322
622	40408.47124
623	40408.45448
624	40408.43042
625	40408.43042
626	40408.39576
627	40408.3937
628	40408.35159
629	40408.30972
630	40408.28436
631	40408.2303
632	40408.16189
633	40408.10472
634	40408.04912
635	40408.02479
636	40407.9841
637	40407.97328
638	40407.97164
639	40407.96317
640	40407.95562
641	40407.91689
642	40407.91462
643	40407.91462
644	40407.86772
645	40407.83758
646	40407.80379
647	40407.75804
648	40407.74925
649	40407.66701
650	40407.62957
651	40407.59766
652	40407.53244
653	40407.52615
654	40407.48654
655	40407.37835
656	40407.37779
657	40407.37739
658	40407.33017
659	40407.17612
660	40407.12995
661	40407.10892
662	40407.07604
663	40407.05768
664	40407.04069
665	40407.02423
666	40407.01094
667	40406.94577
668	40406.91596
669	40406.91099
670	40406.88839
671	40406.88829
672	40406.83836
673	40406.80521
674	40406.79448
675	40406.76922
676	40406.75081
677	40406.74557
678	40406.72143
679	40406.68606
680	40406.50951
681	40406.50504
682	40406.48484
683	40406.40293
684	40406.33643
685	40406.31719
686	40406.31425
687	40406.29117
688	40406.266
689	40406.24971
690	40406.24965
691	40406.22324
692	40406.19051
693	40406.09798
694	40406.06149
695	40406.03694
696	40406.02032
697	40405.97827
698	40405.89525
699	40405.86838
700	40405.84909
701	40405.8489
702	40405.83676
703	40405.81449
704	40405.7299
705	40405.71534
706	40405.71457
707	40405.7019
708	40405.69821
709	40405.66004
710	40405.61758
711	40405.59804
712	40405.58221
713	40405.57743
714	40405.57178
715	40405.52364
716	40405.50074
717	40405.47719
718	40405.35514
719	40405.30736
720	40405.28135
721	40405.25904
722	40405.22315
723	40405.20575
724	40405.16745
725	40405.16636
726	40405.13852
727	40405.09625
728	40405.09625
729	40405.09625
730	40405.09114
731	40405.06262
732	40405.05974
733	40405.05368
734	40405.04588
735	40405.01414
736	40404.93
737	40404.89697
738	40404.85128
739	40404.83877
740	40404.79151
741	40404.74093
742	40404.72701
743	40404.72689
744	40404.69821
745	40404.65959
746	40404.64737
747	40404.63968
748	40404.63715
749	40404.63715
750	40404.63406
751	40404.61941
752	40404.5898
753	40404.57516
754	40404.57125
755	40404.55322
756	40404.53577
757	40404.53496
758	40404.4318
759	40404.36675
760	40404.34727
761	40404.29106
762	40404.11706
763	40404.10538
764	40404.05663
765	40404.03149
766	40404.03144
767	40404.03087
768	40403.99781
769	40403.98167
770	40403.98126
771	40403.98126
772	40403.98085
773	40403.82869
774	40403.82631
775	40403.82255
776	40403.77496
777	40403.75694
778	40403.70968
779	40403.69596
780	40403.6644
781	40403.62442
782	40403.56599
783	40403.48596
784	40403.48425
785	40403.48425
786	40403.436
787	40403.41816
788	40403.40947
789	40403.39448
790	40403.3196
791	40403.31154
792	40403.11502
793	40403.03667
794	40403.01131
795	40403.0038
796	40402.99074
797	40402.89832
798	40402.89832
799	40402.87225
800	40402.83028
801	40402.80525
802	40402.78622
803	40402.76582
804	40402.75353
805	40402.7368
806	40402.73161
807	40402.72059
808	40402.66496
809	40402.59832
810	40402.51976
811	40402.48918
812	40402.42991
813	40402.42221
814	40402.41498
815	40402.39913
816	40402.39767
817	40402.37772
818	40402.37475
819	40402.33823
820	40402.33265
821	40402.29745
822	40402.28802
823	40402.27901
824	40402.26804
825	40402.24959
826	40402.11152
827	40402.10285
828	40402.07178
829	40402.06383
830	40402.04511
831	40402.04193
832	40402.02615
833	40402.01969
834	40402.0187
835	40402.00027
836	40402.00027
837	40401.90816
838	40401.84625
839	40401.84625
840	40401.83716
841	40401.78757
842	40401.7619
843	40401.75399
844	40401.68592
845	40401.66036
846	40401.65399
847	40401.59897
848	40401.59696
849	40401.58831
850	40401.57843
851	40401.55465
852	40401.55347
853	40401.51854
854	40401.50847
855	40401.50733
856	40401.50291
857	40401.48985
858	40401.47148
859	40401.46289
860	40401.42789
861	40401.4184
862	40401.39938
863	40401.36743
864	40401.36042
865	40401.34997
866	40401.31478
867	40401.28049
868	40401.27663
869	40401.23785
870	40401.20807
871	40401.18171
872	40401.18025
873	40401.17275
874	40401.13191
875	40401.1128
876	40401.1098
877	40401.07515
878	40401.04603
879	40401.00789
880	40400.98827
881	40400.95145
882	40400.9339
883	40400.92561
884	40400.89073
885	40400.87033
886	40400.841
887	40400.83457
888	40400.81183
889	40400.69187
890	40400.68942
891	40400.6612
892	40400.65054
893	40400.6197
894	40400.57475
895	40400.5652
896	40400.55481
897	40400.54021
898	40400.54021
899	40400.53569
900	40400.52431
901	40400.50467
902	40400.4581
903	40400.45805
904	40400.42402
905	40400.40951
906	40400.40929
907	40400.38266
908	40400.32949
909	40400.32389
910	40400.32389
911	40400.31809
912	40400.31075
913	40400.26635
914	40400.20086
915	40400.19732
916	40400.19732
917	40400.16801
918	40400.13364
919	40400.11304
920	40400.08981
921	40400.08754
922	40400.07671
923	40400.07041
924	40400.05273
925	40400.04114
926	40400.01419
927	40400.01419
928	40400.00998
929	40400.00549
930	40400.00217
931	40399.99297
932	40399.98633
933	40399.96753
934	40399.95056
935	40399.94616
936	40399.93825
937	40399.81543
938	40399.81543
939	40399.80629
940	40399.77801
941	40399.76957
942	40399.76704
943	40399.74721
944	40399.72978
945	40399.60475
946	40399.58376
947	40399.55396
948	40399.55216
949	40399.54327
950	40399.52351
951	40399.52154
952	40399.51674
953	40399.4651
954	40399.45903
955	40399.42848
956	40399.41703
957	40399.3972
958	40399.38921
959	40399.38281
960	40399.3782
961	40399.3757
962	40399.36849
963	40399.32165
964	40399.32154
965	40399.27179
966	40399.25855
967	40399.24845
968	40399.23517
969	40399.22583
970	40399.22583
971	40399.22002
972	40399.21162
973	40399.19722
974	40399.17977
975	40399.1128
976	40399.1128
977	40399.11278
978	40399.09972
979	40399.0997
980	40399.07838
981	40399.07838
982	40399.06849
983	40399.05593
984	40399.01326
985	40398.98026
986	40398.95482
987	40398.93065
988	40398.93065
989	40398.88873
990	40398.88873
991	40398.87813
992	40398.86349
993	40398.85809
994	40398.85416
995	40398.82104
996	40398.81582
997	40398.8042
998	40398.78267
999	40398.78209
1000	40398.76943
1001	40398.76577
1002	40398.72805
1003	40398.72805
1004	40398.71054
1005	40398.69507
1006	40398.67086
1007	40398.67081
1008	40398.67074
1009	40398.6583
1010	40398.63058
1011	40398.62759
1012	40398.62098
1013	40398.62085
1014	40398.60039
1015	40398.57906
1016	40398.57906
1017	40398.5725
1018	40398.56692
1019	40398.56692
1020	40398.56692
1021	40398.55583
1022	40398.53411
1023	40398.53124
1024	40398.51712
1025	40398.50268
1026	40398.46803
1027	40398.46801
1028	40398.46035
1029	40398.44292
1030	40398.40693
1031	40398.39073
1032	40398.38928
1033	40398.34531
1034	40398.33313
1035	40398.30045
1036	40398.28391
1037	40398.28349
1038	40398.26048
1039	40398.25472
1040	40398.19881
1041	40398.19364
1042	40398.17925
1043	40398.16823
1044	40398.12136
1045	40398.08827
1046	40398.06929
1047	40398.04216
1048	40397.91756
1049	40397.91143
1050	40397.91012
1051	40397.90786
1052	40397.89393
1053	40397.88033
1054	40397.8651
1055	40397.84365
1056	40397.71865
1057	40397.70091
1058	40397.67378
1059	40397.6737
1060	40397.67242
1061	40397.67151
1062	40397.65119
1063	40397.63205
1064	40397.62892
1065	40397.62478
1066	40397.61745
1067	40397.53968
1068	40397.535
1069	40397.50982
1070	40397.50847
1071	40397.47131
1072	40397.46714
1073	40397.4201
1074	40397.39309
1075	40397.3878
1076	40397.3678
1077	40397.35786
1078	40397.35479
1079	40397.32736
1080	40397.3271
1081	40397.30989
1082	40397.30951
1083	40397.27873
1084	40397.26425
1085	40397.2588
1086	40397.24963
1087	40397.2066
1088	40397.1739
1089	40397.11349
1090	40397.11004
1091	40397.10947
1092	40397.07628
1093	40397.07453
1094	40397.04929
1095	40397.04534
1096	40397.03929
1097	40397.01784
1098	40396.98888
1099	40396.98872
1100	40396.98872
1101	40396.98842
1102	40396.98459
1103	40396.97653
1104	40396.96879
1105	40396.96611
1106	40396.93174
1107	40396.92962
1108	40396.92556
1109	40396.91586
1110	40396.90057
1111	40396.89295
1112	40396.89267
1113	40396.87388
1114	40396.87267
1115	40396.85032
1116	40396.84236
1117	40396.82745
1118	40396.81225
1119	40396.78946
1120	40396.75839
1121	40396.74926
1122	40396.7184
1123	40396.70834
1124	40396.69046
1125	40396.6587
1126	40396.63856
1127	40396.62201
1128	40396.59765
1129	40396.56828
1130	40396.5486
1131	40396.53259
1132	40396.49674
1133	40396.46371
1134	40396.43357
1135	40396.42171
1136	40396.28431
1137	40396.27395
1138	40396.24873
1139	40396.23866
1140	40396.23834
1141	40396.23103
1142	40396.19125
1143	40396.17258
1144	40396.16981
1145	40396.15169
1146	40396.10686
1147	40396.09934
1148	40396.09934
1149	40396.07588
1150	40396.07043
1151	40396.05445
1152	40396.01729
1153	40395.98976
1154	40395.96696
1155	40395.95098
1156	40395.94217
1157	40395.88343
1158	40395.83473
1159	40395.8317
1160	40395.82258
1161	40395.82258
1162	40395.8224
1163	40395.80007
1164	40395.788
1165	40395.77457
1166	40395.76674
1167	40395.73398
1168	40395.72822
1169	40395.70331
1170	40395.68148
1171	40395.65499
1172	40395.59995
1173	40395.58369
1174	40395.56501
1175	40395.5402
1176	40395.5289
1177	40395.52193
1178	40395.47058
1179	40395.43501
1180	40395.40545
1181	40395.39291
1182	40395.37668
1183	40395.35472
1184	40395.34249
1185	40395.33342
1186	40395.32417
1187	40395.28108
1188	40395.26224
1189	40395.21484
1190	40395.20767
1191	40395.17987
1192	40395.17981
1193	40395.13587
1194	40395.10846
1195	40395.07207
1196	40395.05454
1197	40395.02142
1198	40394.95197
1199	40394.94844
1200	40394.94844
1201	40394.92904
1202	40394.91171
1203	40394.88522
1204	40394.81884
1205	40394.79237
1206	40394.77169
1207	40394.71592
1208	40394.70853
1209	40394.68359
1210	40394.66713
1211	40394.6338
1212	40394.62924
1213	40394.61062
1214	40394.58572
1215	40394.57552
1216	40394.54671
1217	40394.52578
1218	40394.52038
1219	40394.47984
1220	40394.46154
1221	40394.46151
1222	40394.45833
1223	40394.41855
1224	40394.41691
1225	40394.39856
1226	40394.39156
1227	40394.38012
1228	40394.2639
1229	40394.21149
1230	40394.19469
1231	40394.19139
1232	40394.17971
1233	40394.1388
1234	40394.10391
1235	40394.07487
1236	40394.06247
1237	40394.05387
1238	40394.03515
1239	40394.01958
1240	40393.98817
1241	40393.98017
1242	40393.94214
1243	40393.91766
1244	40393.8858
1245	40393.85717
1246	40393.83445
1247	40393.82693
1248	40393.80591
1249	40393.79996
1250	40393.77546
1251	40393.7645
1252	40393.74954
1253	40393.71971
1254	40393.71068
1255	40393.69512
1256	40393.6675
1257	40393.66273
1258	40393.62262
1259	40393.56784
1260	40393.54478
1261	40393.52319
1262	40393.46555
1263	40393.45373
1264	40393.42628
1265	40393.40176
1266	40393.37131
1267	40393.29724
1268	40393.26764
1269	40393.25178
1270	40393.20403
1271	40393.13327
1272	40393.12099
1273	40393.05917
1274	40393.05263
1275	40393.03122
1276	40393.01677
1277	40393.00109
1278	40392.98861
1279	40392.96306
1280	40392.9531
1281	40392.94713
1282	40392.92894
1283	40392.91481
1284	40392.88785
1285	40392.87235
1286	40392.85675
1287	40392.82833
1288	40392.81231
1289	40392.80973
1290	40392.79054
1291	40392.76421
1292	40392.74877
1293	40392.71243
1294	40392.67622
1295	40392.66831
1296	40392.62023
1297	40392.58821
1298	40392.56968
1299	40392.54596
1300	40392.54219
1301	40392.52393
1302	40392.51327
1303	40392.49958
1304	40392.47086
1305	40392.44993
1306	40392.44381
1307	40392.39216
1308	40392.36678
1309	40392.33899
1310	40392.30745
1311	40392.29306
1312	40392.2741
1313	40392.24418
1314	40392.23216
1315	40392.22259
1316	40392.20476
1317	40392.13349
1318	40392.10769
1319	40392.06719
1320	40392.04024
1321	40392.00583
1322	40391.97299
1323	40391.94153
1324	40391.91667
1325	40391.87765
1326	40391.78468
1327	40391.77209
1328	40391.76188
1329	40391.75362
1330	40391.7053
1331	40391.69062
1332	40391.66498
1333	40391.62534
1334	40391.59077
1335	40391.5613
1336	40391.50846
1337	40391.4786
1338	40391.46967
1339	40391.46242
1340	40391.42048
1341	40391.3851
1342	40391.37443
1343	40391.35468
1344	40391.33271
1345	40391.31492
1346	40391.27117
1347	40391.23339
1348	40391.19103
1349	40391.16347
1350	40391.132
1351	40391.10362
1352	40391.08838
1353	40391.07574
1354	40391.07487
1355	40391.06243
1356	40391.04521
1357	40391.00896
1358	40390.98779
1359	40390.9717
1360	40390.9658
1361	40390.92901
1362	40390.89837
1363	40390.89309
1364	40390.88731
1365	40390.86496
1366	40390.82244
1367	40390.80444
1368	40390.7914
1369	40390.75194
1370	40390.74514
1371	40390.70645
1372	40390.68411
1373	40390.66039
1374	40390.63928
1375	40390.60918
1376	40390.59734
1377	40390.5792
1378	40390.55101
1379	40390.52439
1380	40390.49071
1381	40390.43923
1382	40390.40273
1383	40390.37537
1384	40390.34642
1385	40390.3166
1386	40390.30476
1387	40390.27473
1388	40390.23884
1389	40390.21794
1390	40390.19428
1391	40390.19086
1392	40390.17034
1393	40390.14703
1394	40390.11775
1395	40390.06221
1396	40390.05254
1397	40390.04961
1398	40390.02895
1399	40390.01167
1400	40389.99339
1401	40389.95955
1402	40389.95154
1403	40389.92537
1404	40389.80387
1405	40389.75126
1406	40389.73317
1407	40389.70703
1408	40389.6821
1409	40389.66108
1410	40389.62508
1411	40389.60415
1412	40389.58211
1413	40389.57684
1414	40389.56698
1415	40389.54855
1416	40389.5378
1417	40389.52508
1418	40389.52004
1419	40389.46681
1420	40389.40419
1421	40389.39492
1422	40389.38838
1423	40389.35876
1424	40389.30566
1425	40389.28045
1426	40389.25971
1427	40389.21574
1428	40389.1859
1429	40389.1761
1430	40389.14414
1431	40389.114
1432	40389.08514
1433	40389.06887
1434	40389.0593
1435	40389.0296
1436	40389.00774
1437	40388.97845
1438	40388.9477
1439	40388.9331
1440	40388.89382
1441	40388.88439
1442	40388.86192
1443	40388.84427
1444	40388.82374
1445	40388.79313
1446	40388.78409
1447	40388.76722
1448	40388.75759
1449	40388.7103
1450	40388.67717
1451	40388.64001
1452	40388.59664
1453	40388.58297
1454	40388.56502
1455	40388.55396
1456	40388.51717
1457	40388.48761
1458	40388.45935
1459	40388.43991
1460	40388.393
1461	40388.38374
1462	40388.3578
1463	40388.33743
1464	40388.31316
1465	40388.29316
1466	40388.25685
1467	40388.22453
1468	40388.20139
1469	40388.17387
1470	40388.15901
1471	40388.13784
1472	40388.07825
1473	40388.05312
1474	40388.01879
1475	40387.99432
1476	40387.96051
1477	40387.94297
1478	40387.93747
1479	40387.86326
1480	40387.84263
1481	40387.80942
1482	40387.79499
1483	40387.7515
1484	40387.71667
1485	40387.71017
1486	40387.69482
1487	40387.66449
1488	40387.60913
1489	40387.56967
1490	40387.55944
1491	40387.52502
1492	40387.50373
1493	40387.4597
1494	40387.44013
1495	40387.42329
1496	40387.40387
1497	40387.35803
1498	40387.31426
1499	40387.28114
1500	40387.22651
1501	40387.22057
1502	40387.20285
1503	40387.15341
1504	40387.12448
1505	40387.09206
1506	40387.05852
1507	40387.0307
1508	40386.98187
1509	40386.95022
1510	40386.93198
1511	40386.91884
1512	40386.84788
1513	40386.82276
1514	40386.81063
1515	40386.78833
1516	40386.77854
1517	40386.76149
1518	40386.73662
1519	40386.6463
1520	40386.63585
1521	40386.61538
1522	40386.57935
1523	40386.564
1524	40386.54685
1525	40386.53597
1526	40386.50428
1527	40386.4896
1528	40386.47369
1529	40386.44396
1530	40386.42345
1531	40386.38604
1532	40386.38019
1533	40386.36268
1534	40386.32771
1535	40386.31892
1536	40386.31635
1537	40386.28525
1538	40386.26719
1539	40386.24338
1540	40386.22572
1541	40386.21197
1542	40386.2088
1543	40386.18348
1544	40386.1714
1545	40386.15379
1546	40386.10289
1547	40386.06592
1548	40386.04649
1549	40386.02332
1550	40385.95679
1551	40385.93333
1552	40385.90591
1553	40385.87773
1554	40385.84281
1555	40385.81869
1556	40385.80122
1557	40385.75926
1558	40385.73694
1559	40385.72536
1560	40385.72066
1561	40385.70133
1562	40385.68991
1563	40385.66756
1564	40385.64833
1565	40385.63963
1566	40385.62879
1567	40385.61694
1568	40385.59721
1569	40385.58018
1570	40385.56923
1571	40385.5558
1572	40385.52048
1573	40385.50526
1574	40385.49606
1575	40385.48156
1576	40385.46587
1577	40385.45393
1578	40385.44687
1579	40385.43451
1580	40385.42512
1581	40385.40355
1582	40385.38468
1583	40385.34811
1584	40385.32314
1585	40385.29073
1586	40385.27635
1587	40385.25605
1588	40385.23738
1589	40385.14569
1590	40385.11223
1591	40385.07798
1592	40385.06091
1593	40385.0211
1594	40385.01776
1595	40385.00585
1596	40385.00318
1597	40384.98546
1598	40384.97644
1599	40384.95185
1600	40384.93182
1601	40384.92286
1602	40384.91978
1603	40384.90055
1604	40384.88553
1605	40384.88271
1606	40384.87655
1607	40384.86221
1608	40384.8498
1609	40384.82341
1610	40384.79781
1611	40384.78658
1612	40384.76615
1613	40384.74839
1614	40384.73537
1615	40384.67098
1616	40384.66406
1617	40384.65742
1618	40384.63446
1619	40384.62311
1620	40384.60965
1621	40384.59708
1622	40384.57734
1623	40384.55624
1624	40384.53867
1625	40384.53022
1626	40384.50958
1627	40384.49549
1628	40384.45778
1629	40384.41609
1630	40384.40059
1631	40384.37077
1632	40384.36112
1633	40384.33225
1634	40384.32219
1635	40384.30799
1636	40384.29707
1637	40384.2796
1638	40384.20089
1639	40384.20053
1640	40384.19024
1641	40384.17978
1642	40384.15257
1643	40384.12184
1644	40384.1161
1645	40384.08858
1646	40384.05968
1647	40384.04815
1648	40384.04432
1649	40384.04203
1650	40384.01782
1651	40384.01006
1652	40383.98991
1653	40383.96429
1654	40383.91164
1655	40383.90006
1656	40383.86499
1657	40383.84636
1658	40383.83801
1659	40383.80176
1660	40383.78632
1661	40383.75327
1662	40383.71608
1663	40383.69958
1664	40383.67982
1665	40383.66165
