,0
train_mae,11336.56015601782
val_mae,10689.031999592144
test_mae,27110.24876189825
train_rmse,16685.20500973351
val_rmse,15908.66979630777
test_rmse,37771.54743682139
train_r2,0.8636561289918344
val_r2,0.9051843269509353
test_r2,0.6895925117739873
