,0
train_mae,10470.09821701038
val_mae,18471.895652857715
test_mae,34473.22178980289
train_rmse,17429.517072811796
val_rmse,28633.29317500708
test_rmse,49737.21660026619
train_r2,0.8512204523418461
val_r2,0.6928468334245121
test_r2,0.46177286431879283
