College_Code,Year,median,count,college_median_prev,college_pop_prev,college_trend_prev3_slope
E139,2022,94830.0,113,114438.5,123,-28781.000000013075
E139,2023,100602.5,166,100048.0,236,-16999.500000000484
E139,2024,129332.0,165,100325.25,402,277.2499999996312
E141,2020,20991.0,177,,0,
E141,2021,15345.0,156,20991.0,177,
E141,2022,16814.0,159,18168.0,333,-5646.000000002562
E141,2023,15568.0,213,16814.0,492,-2088.5000000003834
E141,2024,61793.0,389,16191.0,705,111.5000000000685
E142,2020,68731.0,86,,0,
E142,2021,74557.0,168,68731.0,86,
E142,2022,70152.0,178,71644.0,254,5826.000000002668
E142,2023,69035.0,187,70152.0,432,710.5000000007225
E142,2024,127508.0,25,69593.5,619,-2760.999999999793
E144,2020,89835.0,90,,0,
E144,2021,92875.5,190,89835.0,90,
E144,2022,90173.0,239,91355.25,280,3040.5000000013897
E144,2023,104736.0,309,90173.0,519,169.00000000043437
E144,2024,129616.0,290,91524.25,828,5930.24999999882
E145,2020,73091.0,113,,0,
E145,2021,72139.5,208,73091.0,113,
E145,2022,74745.5,292,72615.25,321,-951.5000000004273
E145,2023,69249.0,318,73091.0,613,827.2499999996522
E145,2024,84270.0,370,72615.25,931,-1445.2499999995907
E146,2020,148701.5,10,,0,
E146,2021,120694.0,137,148701.5,10,
E146,2022,101805.0,142,134697.75,147,-28007.50000001269
E146,2023,107496.5,176,120694.0,289,-23448.24999999889
E146,2024,140153.0,358,114095.25,465,-6598.750000000013
E147,2020,116076.5,42,,0,
E147,2021,83343.0,99,116076.5,42,
E147,2022,76235.0,141,99709.75,141,-32733.50000001487
E147,2023,83696.0,189,83343.0,282,-19920.750000000426
E147,2024,123661.0,32,83519.5,471,176.49999999954076
E149,2020,57743.0,181,,0,
E149,2021,58281.0,243,57743.0,181,
E149,2022,54339.0,261,58012.0,424,538.0000000002462
E149,2023,55961.5,324,57743.0,685,-1701.9999999995296
E149,2024,61720.0,407,56852.25,1009,-1159.750000000032
E150,2020,62929.0,161,,0,
E150,2021,61527.5,224,62929.0,161,
E150,2022,68874.0,281,62228.25,385,-1401.5000000006235
E150,2023,77928.0,319,62929.0,666,2972.4999999990955
E150,2024,103412.0,297,65901.5,985,8200.249999999052
E151,2020,59400.0,129,,0,
E151,2021,58643.0,241,59400.0,129,
E151,2022,54442.0,288,59021.5,370,-757.0000000003342
E151,2023,51581.0,321,58643.0,658,-2478.999999999548
E151,2024,96989.5,488,56542.5,979,-3530.9999999996458
E152,2020,81446.0,75,,0,
E152,2021,76668.5,180,81446.0,75,
E152,2022,66545.0,178,79057.25,255,-4777.500000002165
E152,2023,74731.5,200,76668.5,433,-7450.499999999012
E152,2024,103845.5,24,75700.0,633,-968.5000000004482
E153,2020,135154.0,33,,0,
E153,2021,92107.0,161,135154.0,33,
E153,2022,83467.0,174,113630.5,194,-43047.00000001954
E153,2023,92557.0,235,92107.0,368,-25843.500000000633
E153,2024,121011.0,240,92332.0,603,224.9999999994446
E154,2020,70561.0,151,,0,
E154,2021,86353.0,188,70561.0,151,
E154,2022,87628.0,139,78457.0,339,15792.000000007183
E154,2023,97210.0,147,86353.0,478,8533.500000000438
E154,2024,146137.0,173,86990.5,625,5428.499999999145
E155,2020,61801.0,193,,0,
E155,2021,59151.0,198,61801.0,193,
E155,2022,54658.0,157,60476.0,391,-2650.000000001201
E155,2023,65049.5,166,59151.0,548,-3571.4999999995835
E155,2024,75648.0,261,60476.0,714,2949.249999999225
E156,2020,78620.0,141,,0,
E156,2021,82031.0,176,78620.0,141,
E156,2022,72659.0,130,80325.5,317,3411.0000000015534
E156,2023,80970.5,130,78620.0,447,-2980.49999999879
E156,2024,127000.0,168,79795.25,577,-530.250000000477
E157,2020,88390.0,116,,0,
E157,2021,79218.0,158,88390.0,116,
E157,2022,81580.0,125,83804.0,274,-9172.000000004151
E157,2023,84911.0,126,81580.0,399,-3405.0000000006285
E157,2024,132432.0,164,83245.5,525,2846.4999999996658
E158,2020,69465.0,144,,0,
E158,2021,54675.0,169,69465.0,144,
E158,2022,54800.5,300,62070.0,313,-14790.000000006716
E158,2023,68769.0,391,54800.5,613,-7332.250000000571
E158,2024,95336.0,464,61784.75,1004,7046.999999998806
E159,2020,150335.0,5,,0,
E159,2021,115841.0,59,150335.0,5,
E159,2022,110466.0,101,133088.0,64,-34494.000000015665
E159,2023,118583.0,141,115841.0,165,-19934.50000000069
E159,2024,157891.0,153,117212.0,306,1370.9999999994327
E160,2020,44926.0,192,,0,
E160,2021,35399.0,297,44926.0,192,
E160,2022,39281.0,295,40162.5,489,-9527.00000000432
E160,2023,36091.0,271,39281.0,784,-2822.5000000008054
E160,2024,60499.0,289,37686.0,1055,346.00000000017684
E161,2020,104748.0,101,,0,
E161,2021,91527.0,164,104748.0,101,
E161,2022,81982.5,124,98137.5,265,-13221.000000005986
E161,2023,92360.0,131,91527.0,389,-11382.749999999407
E161,2024,144355.0,167,91943.5,520,416.49999999935017
E162,2020,89446.0,140,,0,
E162,2021,89197.0,202,89446.0,140,
E162,2022,94060.5,148,89321.5,342,-249.0000000001073
E162,2023,98819.0,157,89446.0,490,2307.2499999994266
E162,2024,140218.0,202,91753.25,647,4810.999999999484
E163,2020,93877.0,125,,0,
E163,2021,78797.0,174,93877.0,125,
E163,2022,77390.0,126,86337.0,299,-15080.00000000683
E163,2023,81136.0,129,78797.0,425,-8243.50000000042
E163,2024,133819.5,162,79966.5,554,1169.4999999997126
E164,2020,112218.5,84,,0,
E164,2021,103733.0,178,112218.5,84,
E164,2022,98018.5,122,107975.75,262,-8485.500000003836
E164,2023,110035.5,144,103733.0,384,-7099.999999999655
E164,2024,158221.0,154,106884.25,528,3151.2499999991264
E165,2020,115118.0,22,,0,
E165,2021,98016.0,129,115118.0,22,
E165,2022,95448.5,166,106567.0,151,-17102.00000000777
E165,2023,106895.0,191,98016.0,317,-9834.750000000342
E165,2024,137162.5,196,102455.5,508,4439.4999999990705
E166,2020,46983.0,182,,0,
E166,2021,44243.0,175,46983.0,182,
E166,2022,44390.0,182,45613.0,357,-2740.000000001242
E166,2023,54831.0,204,44390.0,539,-1296.5000000001191
E166,2024,75077.5,214,45686.5,743,5293.999999999107
E167,2020,81265.0,93,,0,
E167,2021,70515.0,113,81265.0,93,
E167,2022,63287.0,135,75890.0,206,-10750.000000004871
E167,2023,58170.0,125,70515.0,341,-8988.999999999565
E167,2024,98284.0,155,66901.0,466,-6172.499999999384
E168,2020,117291.5,16,,0,
E168,2021,94275.0,53,117291.5,16,
E168,2022,82933.5,64,105783.25,69,-23016.500000010452
E168,2023,92676.0,129,94275.0,133,-17178.999999999574
E168,2024,129610.5,134,93475.5,262,-799.5000000005359
E169,2020,92924.0,103,,0,
E169,2021,79276.5,236,92924.0,103,
E169,2022,69652.0,305,86100.25,339,-13647.500000006172
E169,2023,79832.0,291,79276.5,644,-11635.999999999409
E169,2024,115836.0,309,79554.25,935,277.7499999993639
E171,2020,107707.5,56,,0,
E171,2021,80280.0,117,107707.5,56,
E171,2022,82037.5,184,93993.75,173,-27427.500000012446
E171,2023,84522.0,219,82037.5,357,-12835.000000001222
E171,2024,114210.0,202,83279.75,576,2120.999999999743
E172,2020,126077.0,32,,0,
E172,2021,89376.0,124,126077.0,32,
E172,2022,79646.0,138,107726.5,156,-36701.00000001665
E172,2023,81912.5,160,89376.0,294,-23215.50000000027
E172,2024,134511.0,251,85644.25,454,-3731.7499999999523
E173,2020,53299.0,70,,0,
E173,2021,82162.0,257,53299.0,70,
E173,2022,64343.0,245,67730.5,327,28863.000000013115
E173,2023,68690.0,273,64343.0,572,5522.000000003147
E173,2024,106696.5,268,66516.5,845,-6735.9999999999245
E174,2020,150773.5,10,,0,
E174,2021,128248.0,6,150773.5,10,
E174,2022,93134.0,111,139510.75,16,-22525.50000001023
E174,2023,110930.0,115,128248.0,127,-28819.74999999679
E174,2024,156615.5,116,119589.0,242,-8659.000000000638
E175,2020,107230.0,44,,0,
E175,2021,92486.0,147,107230.0,44,
E175,2022,80108.0,195,99858.0,191,-14744.000000006668
E175,2023,98293.5,222,92486.0,386,-13560.999999999136
E175,2024,131872.0,243,95389.75,608,2903.749999998758
E176,2020,124993.0,32,,0,
E176,2021,111899.0,71,124993.0,32,
E176,2022,100501.0,95,118446.0,103,-13094.000000005923
E176,2023,129042.0,127,111899.0,198,-12245.99999999919
E176,2024,163844.0,151,118446.0,325,8571.499999997843
E177,2020,107126.0,61,,0,
E177,2021,86065.0,142,107126.0,61,
E177,2022,87040.0,171,96595.5,203,-21061.000000009564
E177,2023,95337.5,214,87040.0,374,-10043.000000000913
E177,2024,142476.0,230,91188.75,588,4636.24999999927
E178,2020,40695.0,139,,0,
E178,2021,43158.0,158,40695.0,139,
E178,2022,13212.5,180,41926.5,297,2463.0000000011214
E178,2023,13804.5,206,40695.0,477,-13741.24999999645
E178,2024,18074.5,210,27249.75,683,-14676.749999999303
E180,2020,136635.5,8,,0,
E180,2021,122120.5,38,136635.5,8,
E180,2022,113315.0,69,129378.0,46,-14515.000000006543
E180,2023,103698.0,73,122120.5,115,-11660.249999999533
E180,2024,152434.0,90,117717.75,188,-9211.249999998949
E181,2020,139458.5,6,,0,
E181,2023,114600.0,81,139458.5,6,
E181,2024,180836.5,106,127029.25,87,-8286.166666666491
E184,2020,148810.0,4,,0,
E184,2021,126463.0,90,148810.0,4,
E184,2022,117116.0,118,137636.5,94,-22347.000000010165
E184,2023,125503.0,143,126463.0,212,-15846.999999999773
E184,2024,164892.5,150,125983.0,355,-480.0000000004774
E185,2020,105472.0,48,,0,
E185,2021,88533.5,138,105472.0,48,
E185,2022,81822.0,169,97002.75,186,-16938.50000000766
E185,2023,80562.0,156,88533.5,355,-11824.99999999986
E185,2024,129202.0,174,85177.75,511,-3985.749999999727
E186,2020,88914.0,105,,0,
E186,2021,79519.0,178,88914.0,105,
E186,2022,93653.0,243,84216.5,283,-9395.00000000426
E186,2023,90336.5,292,88914.0,526,2369.4999999980146
E186,2024,107959.0,276,89625.25,818,5408.749999999931
E188,2020,120971.0,13,,0,
E188,2021,101143.0,80,120971.0,13,
E188,2022,92821.0,109,111057.0,93,-19828.000000008968
E188,2023,94712.0,135,101143.0,202,-14074.999999999785
E188,2024,141429.0,168,97927.5,337,-3215.4999999999495
E189,2020,79096.0,35,,0,
E189,2021,95061.0,106,79096.0,35,
E189,2022,80257.0,120,87078.5,141,15965.00000000727
E189,2023,83893.0,162,80257.0,261,580.5000000023244
E189,2024,123684.0,163,82075.0,423,-5583.999999999938
E191,2020,142889.0,25,,0,
E191,2021,121144.0,103,142889.0,25,
E191,2022,102021.5,154,132016.5,128,-21745.00000000983
E191,2023,106651.0,147,121144.0,282,-20433.749999998607
E191,2024,146954.0,195,113897.5,429,-7246.499999999916
E193,2020,143101.0,13,,0,
E193,2021,125999.5,66,143101.0,13,
E193,2022,99273.0,94,134550.25,79,-17101.500000007745
E193,2023,130346.0,110,125999.5,173,-21913.999999997584
E193,2024,172942.0,132,128172.75,283,2173.249999998007
E194,2020,119084.5,62,,0,
E194,2021,94260.0,135,119084.5,62,
E194,2022,88705.0,108,106672.25,197,-24824.50000001127
E194,2023,94129.5,106,94260.0,305,-15189.750000000295
E194,2024,151678.0,143,94194.75,411,-65.25000000032131
E196,2020,75671.5,82,,0,
E196,2021,58996.0,123,75671.5,82,
E196,2022,58066.0,139,67333.75,205,-16675.500000007545
E196,2023,67821.0,191,58996.0,344,-8802.750000000524
E196,2024,106908.0,217,63408.5,535,4412.499999999187
E197,2020,145565.5,2,,0,
E197,2021,157851.0,30,145565.5,2,
E197,2022,119994.0,47,151708.25,32,12285.50000000563
E197,2023,138625.0,80,145565.5,79,-12785.749999995187
E197,2024,170662.0,86,142095.25,159,-9613.000000000635
E198,2020,124975.0,33,,0,
E198,2021,104127.0,119,124975.0,33,
E198,2022,96160.5,146,114551.0,152,-20848.00000000945
E198,2023,109210.0,153,104127.0,298,-14407.24999999989
E198,2024,121894.0,171,106668.5,451,2541.49999999908
E199,2020,115270.0,31,,0,
E199,2021,95171.5,84,115270.0,31,
E199,2022,90519.5,88,105220.75,115,-20098.500000009153
E199,2023,97898.5,152,95171.5,203,-12375.250000000218
E199,2024,128317.0,175,96535.0,355,1363.4999999994836
E201,2020,87891.0,40,,0,
E201,2021,102834.0,131,87891.0,40,
E201,2022,90535.0,96,95362.5,171,14943.000000006808
E201,2023,99436.0,167,90535.0,267,1322.0000000019927
E201,2024,116659.5,176,94985.5,434,-1699.000000000451
E202,2020,122883.5,8,,0,
E202,2021,165376.0,2,122883.5,8,
E202,2022,111216.5,54,144129.75,10,42492.500000019296
E202,2023,121843.0,128,122883.5,64,-5833.499999992145
E202,2024,169997.0,143,122363.25,192,-21766.49999999955
E203,2020,78588.5,36,,0,
E203,2021,87042.0,104,78588.5,36,
E203,2022,89032.5,146,82815.25,140,8453.500000003854
E203,2023,86004.0,167,87042.0,286,5222.000000000082
E203,2024,119420.0,175,86523.0,453,-518.9999999997812
E204,2020,123894.0,17,,0,
E204,2021,89928.0,105,123894.0,17,
E204,2022,88791.0,120,106911.0,122,-33966.00000001543
E204,2023,94153.5,178,89928.0,242,-17551.50000000116
E204,2024,134088.5,176,92040.75,420,2112.749999999576
E205,2020,87714.0,85,,0,
E205,2021,74790.0,227,87714.0,85,
E205,2022,70227.0,264,81252.0,312,-12924.000000005868
E205,2023,80143.0,273,74790.0,576,-8743.499999999964
E205,2024,116225.0,322,77466.5,849,2676.4999999992606
E206,2020,57301.0,46,,0,
E206,2021,75613.0,162,57301.0,46,
E206,2022,73860.0,155,66457.0,208,18312.00000000833
E206,2023,82385.5,152,73860.0,363,8279.500000000891
E206,2024,126765.0,145,74736.5,515,3386.2499999993142
E207,2020,121664.0,22,,0,
E207,2021,122360.5,96,121664.0,22,
E207,2022,116073.5,132,122012.25,118,696.5000000003004
E207,2023,110132.0,129,121664.0,250,-2795.2499999992483
E207,2024,162949.5,138,118868.75,379,-6114.24999999934
E209,2020,66155.0,3,,0,
E209,2021,64325.5,152,66155.0,3,
E209,2022,85792.0,266,65240.25,155,-1829.500000000813
E209,2023,64690.0,179,66155.0,421,9818.49999999745
E209,2024,105668.0,178,65422.5,600,182.25000000127562
E210,2020,131215.0,26,,0,
E210,2021,114302.0,91,131215.0,26,
E210,2022,96128.5,56,122758.5,117,-16913.00000000769
E210,2023,115306.0,127,114302.0,173,-17543.249999998545
E210,2024,164841.0,164,114804.0,300,501.99999999880754
E211,2020,74252.0,78,,0,
E211,2021,80648.0,124,74252.0,78,
E211,2022,68643.5,122,77450.0,202,6396.000000002927
E211,2023,94050.0,191,74252.0,324,-2804.2499999983715
E211,2024,144439.0,260,77450.0,515,6700.999999998133
E212,2020,35007.5,226,,0,
E212,2021,36320.0,305,35007.5,226,
E212,2022,37485.0,429,35663.75,531,1312.5000000005975
E212,2023,30804.0,491,36320.0,960,1238.7499999999143
E212,2024,42344.5,540,35663.75,1451,-2757.999999999451
E213,2020,135528.0,8,,0,
E213,2021,105979.0,56,135528.0,8,
E213,2022,110948.0,66,120753.5,64,-29549.000000013417
E213,2023,128060.5,96,110948.0,130,-12290.000000001693
E213,2024,166528.5,134,119504.25,226,11040.749999998425
E216,2020,130305.0,12,,0,
E216,2021,120390.5,42,130305.0,12,
E216,2022,114326.5,82,125347.75,54,-9914.500000004482
E216,2023,110631.0,88,120390.5,136,-7989.24999999968
E216,2024,141066.0,107,117358.5,224,-4879.749999999547
E220,2020,88904.0,82,,0,
E220,2021,72617.0,112,88904.0,82,
E220,2022,77349.5,206,80760.5,194,-16287.000000007398
E220,2023,74625.5,224,77349.5,400,-5777.250000001165
E220,2024,92510.0,405,75987.5,624,1004.2500000001166
E221,2020,145205.5,12,,0,
E221,2021,98754.5,60,145205.5,12,
E221,2022,92235.0,73,121980.0,72,-46451.000000021064
E221,2023,104556.0,123,98754.5,145,-26485.250000000997
E221,2024,129870.0,130,101655.25,268,2900.749999999101
E222,2020,89860.0,26,,0,
E222,2021,89510.0,79,89860.0,26,
E222,2022,75512.0,122,89685.0,105,-350.0000000001318
E222,2023,74112.0,139,89510.0,227,-7173.999999998405
E222,2024,96824.0,129,82511.0,366,-7698.9999999995225
E227,2020,149575.0,9,,0,
E227,2021,126594.0,87,149575.0,9,
E227,2022,97222.0,83,138084.5,96,-22981.000000010412
E227,2023,97232.0,81,126594.0,179,-26176.49999999748
E227,2024,159552.0,109,111913.0,260,-14680.99999999925
E232,2020,50259.0,435,,0,
E232,2021,47350.0,629,50259.0,435,
E232,2022,39050.0,622,48804.5,1064,-2909.0000000013197
E232,2023,49895.0,707,47350.0,1686,-5604.499999999152
E232,2024,51964.0,751,48622.5,2393,1272.4999999992826
E235,2020,39955.0,288,,0,
E235,2021,40542.0,335,39955.0,288,
E235,2022,38532.0,295,40248.5,623,587.000000000274
E235,2023,52880.0,328,39955.0,918,-711.4999999997486
E235,2024,46650.0,377,40248.5,1246,6168.999999998824
E237,2020,97542.0,321,,0,
E237,2021,69933.0,723,97542.0,321,
E237,2022,72208.0,795,83737.5,1044,-27609.000000012526
E237,2023,75248.0,918,72208.0,1839,-12667.000000001315
E237,2024,88387.5,982,73728.0,2757,2657.499999999685
E238,2020,127458.0,15,,0,
E238,2021,92573.5,66,127458.0,15,
E238,2022,88107.0,68,110015.75,81,-34884.500000015825
E238,2023,102245.0,122,92573.5,149,-19675.500000000804
E238,2024,161689.5,152,97409.25,271,4835.749999998902
E239,2020,82226.5,46,,0,
E239,2021,91440.0,131,82226.5,46,
E239,2022,56949.0,350,86833.25,177,9213.500000004206
E239,2023,58202.0,509,82226.5,527,-12638.749999995674
E239,2024,119333.5,148,70214.25,1036,-16618.999999999254
E240,2020,46122.0,287,,0,
E240,2021,41048.0,354,46122.0,287,
E240,2022,51076.5,132,43585.0,641,-5074.000000002298
E240,2023,43800.0,56,46122.0,773,2477.2499999986508
E240,2024,52495.0,523,44961.0,829,1376.0000000003756
E241,2020,34002.0,347,,0,
E241,2021,28467.0,391,34002.0,347,
E241,2022,33349.0,400,31234.5,738,-5535.0000000025075
E241,2023,38464.0,481,33349.0,1138,-326.5000000007724
E241,2024,45925.0,448,33675.5,1619,4998.499999999442
E252,2020,90544.0,43,,0,
E252,2021,84575.0,106,90544.0,43,
E252,2022,75447.0,151,87559.5,149,-5969.000000002709
E252,2023,91105.0,154,84575.0,300,-7548.499999999176
E252,2024,132276.0,131,87559.5,454,3264.99999999889
E254,2020,88833.0,38,,0,
E254,2021,79717.0,101,88833.0,38,
E254,2022,59480.0,90,84275.0,139,-9116.00000000412
E254,2023,72866.0,218,79717.0,229,-14676.499999998017
E254,2024,113193.0,245,76291.5,447,-3425.5000000006435
E255,2020,124951.0,91,,0,
E255,2021,83875.0,273,124951.0,91,
E255,2022,81970.0,298,104413.0,364,-41076.00000001865
E255,2023,78369.0,279,83875.0,662,-21490.500000001342
E255,2024,111439.0,293,82922.5,941,-2752.999999999644
E256,2024,166122.0,39,,0,
E257,2020,83088.0,109,,0,
E257,2021,74537.0,222,83088.0,109,
E257,2022,62861.5,238,78812.5,331,-8551.000000003878
E257,2023,57690.0,229,74537.0,569,-10113.24999999897
E257,2024,87686.0,309,68699.25,798,-8423.49999999927
E258,2020,74746.0,93,,0,
E258,2021,68471.0,125,74746.0,93,
E258,2022,64158.5,130,71608.5,218,-6275.000000002841
E258,2023,69726.0,205,68471.0,348,-5293.749999999748
E258,2024,88167.0,211,69098.5,553,627.4999999996373
E263,2022,167340.0,6,,0,
E263,2024,202875.5,16,167340.0,6,
E264,2020,130334.0,2,,0,
E264,2023,102219.0,32,130334.0,2,
E264,2024,157422.0,11,116276.5,34,-9371.66666666647
E265,2020,86247.0,77,,0,
E265,2021,57419.5,112,86247.0,77,
E265,2022,54625.0,95,71833.25,189,-28827.500000013082
E265,2023,65420.0,265,57419.5,284,-15811.000000000766
E265,2024,97109.0,165,61419.75,549,4000.2499999991487
E269,2020,104440.0,49,,0,
E269,2021,66438.0,85,104440.0,49,
E269,2022,58834.0,92,85439.0,134,-38002.00000001727
E269,2023,116634.5,14,66438.0,226,-22803.000000000564
E269,2024,89895.0,151,85439.0,240,25098.249999995256
E272,2020,132653.0,83,,0,
E272,2021,106131.0,213,132653.0,83,
E272,2022,111041.5,160,119392.0,296,-26522.00000001202
E272,2023,109195.0,200,111041.5,456,-10805.750000001552
E272,2024,150327.0,222,110118.25,656,1532.0000000000434
E273,2020,133995.0,38,,0,
E273,2021,111403.0,167,133995.0,38,
E273,2022,116892.0,134,122699.0,205,-22592.00000001024
E273,2023,120190.0,169,116892.0,339,-8551.500000001486
E273,2024,171032.0,196,118541.0,508,4393.499999999585
E274,2020,102928.5,116,,0,
E274,2021,98075.0,205,102928.5,116,
E274,2022,86737.0,147,100501.75,321,-4853.500000002189
E274,2023,101783.0,165,98075.0,468,-8095.749999998887
E274,2024,126124.0,195,99929.0,633,1853.9999999989966
E275,2020,24389.0,142,,0,
E275,2021,21872.0,148,24389.0,142,
E275,2022,22916.5,156,23130.5,290,-2517.0000000011337
E275,2023,18713.5,154,22916.5,446,-736.2500000002173
E275,2024,24812.5,162,22394.25,600,-1579.2499999996676
E278,2020,89738.0,12,,0,
E278,2021,122815.0,24,89738.0,12,
E278,2022,129832.0,14,106276.5,36,33077.00000001504
E278,2023,118734.0,101,122815.0,50,20047.00000000045
E278,2024,160552.0,253,120774.5,151,-2040.4999999992267
E279,2020,43313.5,78,,0,
E279,2021,43918.0,86,43313.5,78,
E279,2022,69116.0,126,43615.75,164,604.5000000002832
E279,2023,91107.0,189,43918.0,290,12901.249999997108
E279,2024,117665.0,335,56517.0,479,23594.499999997493
E281,2021,88207.5,68,,0,
E281,2022,90846.0,107,88207.5,68,
E281,2023,88450.0,123,89526.75,175,2638.5000000006157
E281,2024,118628.5,146,88450.0,298,121.2500000001393
E283,2021,111391.0,113,,0,
E283,2022,78448.0,143,111391.0,113,
E283,2023,88501.0,165,94919.5,256,-32943.00000000786
E283,2024,107771.0,179,88501.0,421,-11445.00000000004
E284,2021,9646.0,39,,0,
E284,2022,5117.0,39,9646.0,39,
E284,2023,4997.5,42,7381.5,78,-4529.00000000108
E284,2024,8381.0,42,5117.0,120,-2324.2499999998763
E285,2022,19667.5,54,,0,
E285,2023,21144.0,93,19667.5,54,
E285,2024,23713.0,93,20405.75,147,1476.4999999996146
E286,2022,72869.0,179,,0,
E286,2023,55029.0,199,72869.0,179,
E286,2024,58065.5,198,63949.0,378,-17839.999999995318
E287,2022,90465.0,26,,0,
E287,2023,97937.0,15,90465.0,26,
E287,2024,121960.0,39,94201.0,41,7471.9999999980455
E288,2022,105200.5,114,,0,
E288,2023,103530.0,235,105200.5,114,
E288,2024,132137.5,210,104365.25,349,-1670.4999999995318
E289,2022,87403.5,124,,0,
E289,2023,91864.5,132,87403.5,124,
E289,2024,109042.0,228,89634.0,256,4460.999999998832
E290,2022,33161.0,39,,0,
E290,2023,43304.5,68,33161.0,39,
E290,2024,97672.0,222,38232.75,107,10143.499999997342
E291,2022,95868.0,86,,0,
E291,2023,87863.0,111,95868.0,86,
E291,2024,133158.0,189,91865.5,197,-8004.9999999978845
E292,2022,92968.0,124,,0,
E292,2023,82757.0,137,92968.0,124,
E292,2024,115381.0,243,87862.5,261,-10210.999999997295
E297,2023,106784.5,198,,0,
E297,2024,138058.0,275,106784.5,198,
E299,2023,104615.0,67,,0,
E299,2024,147408.5,70,104615.0,67,
E300,2023,104749.5,210,,0,
E300,2024,104046.0,238,104749.5,210,
E301,2023,134619.5,92,,0,
E301,2024,151556.0,176,134619.5,92,
E302,2023,98639.0,7,,0,
E302,2024,114619.0,295,98639.0,7,
E303,2023,145037.0,111,,0,
E303,2024,143015.0,540,145037.0,111,
E304,2024,137960.0,125,,0,
E305,2024,139658.0,149,,0,
E306,2024,132013.0,156,,0,
E307,2024,134329.0,138,,0,
E308,2024,131238.0,127,,0,
E309,2024,154562.0,126,,0,
