College_Code,College_Name,Branch,Category,Cutoff_Rank,AG-Agriculture  Engineering,AI-Artificial  Intelligence &  Machine Learning,AL-Agricultural  Engineering,AR-Automation &  Robotics  Engineering,AS-Aerospace  Engineering,AU-Automobile  Engineering,Year,Round,Table_Number,BM-Bio-Medical  Engineering,BP-Bachelor of  Urban & Regional  Planning,BT-Bio-technology,CA-Computer  Science &  Engineering  (Artificial  Intelligence),CB-Computer  Science &  Business Systems,CBD-Computer  Science &  Technology (Big  Data),CCS-Civil  Construction &  Sustainability  Engineering,CD-Computer  Science &  Engineering (Data  Science),CE-Computer  Engineering,CG-Computer  Science & Design,CH-Chemical  Engineering,CI-Computer  Science &  Engineering  (Artificial  Intelligence &  Machine Learning),CNW-Computer  Science &  Engineering  (Networks),CO-Computer  Science &  Engineering (IOT),COS-Computer  Science,CS-Computer  Science &  Engineering,CSD-Computer  Science &  Technology  (Devops),CST-Computer  Science &  Technology,CY-Computer  Science &  Engineering  (Cyber Security),DS-Data Science,ECE-Electrical &  Computer  Engineering,EC-Electronics &  Comm-unication  Engineering,EE-Electrical &  Electronics  Engineering,EIE-Electronics &  Instrument-ation  Engineering (Inst.  Technology),ET-Electronics &  Telecommu- nication  Engineering,IAR - Information  Technology  (Augmented  Reality & Virtual  Reality (AR / VR),IC-Computer  Science &  Engineering (IOT &  Cyber Security  Including Block  Chain Technology),IDA -Information  Technology (Data  Analytics),IM-Industrial  Engineering &  Management,INT-Information  Technology,IST-Information  Science &  Technology,MAE-Mechanical  & Aerospace  Enginnering,MD-Medical  Electronics  Engineering,ME-Mechanical  Engineering,MR-Marine  Engineering,MT-Mecha-tronics  Engineering,RI-Robotics &  Artificial  Intelligence,TX-Textile  Technology,UE-Electronics &  Computer  Engineering,VL-Electronics  Engineering (VLSI  Design &  Technology),VLS-VLSI,Exam_Type,AI-Artificial  Intelligence &  Machine  Learning,AR-Automation  & Robotics  Engineering,BT- Biotechnology,CD-Computer  Science &  Engineering  (Data Science),CV-Civil  Engineering,EI-Electronics &  Instrumentation  Engineering,ET-Electronics &  Tele- communication  Engineering,IS-Information  Science &  Engineering,BD-Bachelor of  Design,BP-Bachelor of  Urban &  Regional  Planning,CC-Ceramic And  Cement  Technology,CCA-Civil  Engineering with  Computer  Application,CCS-CIVIL  CONSTRUCTION  &  SUSTAINABILITY  ENGINEERING,CI-Computer  Science &  Engineering  (Artificial  Intelligence &  Machine  Learning),CK-Civil  Engineering  (Kannada),CM-Computer &  Communication  Engineering,CU-Cyber  Security,EC-Electronics &  Communication  Engineering,EIE-Electronics &  Instrumentation  Engineering (Inst.  Technology),ES-Electronics &  Computer  Science,IC-Computer  Science &  Engineering (IOT  & Cyber Security  Including Block  Chain  Technology),IDA -Information  Technology  (Data Analytics),IP-Industrial &  Production  Engineering,MAE- MECHANICAL &  AEROSPACE  ENGINEERING,MT- Mechatronics  Engineering,AG- Agriculture  Engineering,AL- Agricultural  Engineering,AR- Automation &  Robotics  Engineering,BD-Bachelor  of Design,BM-Bio- Medical  Engineering,BP-Bachelor  of Urban &  Regional  Planning,BT-Bio- technology,CC-Ceramic  And Cement  Technology,CCA-Civil  Engineering  with  Computer  Application,CM-Computer  & Comm- unication  Engineering,CNW- Computer  Science &  Engineering  (Networks),CO-Computer  Science &  Engineering  (IOT),CY-Computer  Science &  Engineering  (Cyber  Security),ECE-Electrical  & Computer  Engineering,EIE-Electronics  & Instrument- ation  Engineering  (Inst.  Technology),EI-Electronics  & Instrument- ation  Engineering,ES-Electronics  & Computer  Science,IC-Computer  Science &  Engineering  (IOT & Cyber  Security  Including  Block Chain  Technology),IDA - Information  Technology  (Data  Analytics),INT- Information  Technology,MAE- Mechanical &  Aerospace  Engineering,ME- Mechanical  Engineering,MT-Mecha- tronics  Engineering,UE-Electronics  & Computer  Engineering,VL-Electronics  Engineering  (VLSI Design &  Technology)
E084,"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru",GM,,66290.0,,,,,,,2024,1,63,,,,,,,,,,,,,,,,,,,,,,99229,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E084,"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru",GM,,98172.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",GM,,6580.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E085,"The National Institute of Engineering North Campus-Koorgalli, Mysuru",KKR,,21966.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",GM,,8224.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24040,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",GM,,38440.0,,,,,,,2024,1,63,,,,,,,,,,,,,,,,,,,,,,10566,15309,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",GM,7141,22436.0,,7075,,,,,2024,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",KKR,,25667.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97674,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E086,"Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru",KKR,26593,77431.0,,26335,,,,,2024,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,,14817.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,,30696.0,,,,,,,2024,1,63,,,,,,,,,,,,,,,,,,,,,,18319,21262,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,,100785.0,,,,,,,2024,1,63,,,,,,,,,,,,,,,,,,,,,,36117,59211,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,,418.0,,,,,,,2024,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4127,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,,9115.0,,,,,,,2024,1,64,,,,,,,,,,,,,,,,,,,424,,,700,1501,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,,1354.0,,,,,,,2024,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23547,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,,31346.0,,,,,,,2024,1,64,,,,,,,,,,,,,,,,,,,2001,,,4776,13569,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",GM,,90328.0,,,,,,,2024,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,84532,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",GM,,101644.0,,,,,,,2024,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,,70118.0,,,,,,,2024,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,,85503.0,,,,,,,2024,1,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",GM,,97990.0,,,,,,,2024,1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73817,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,,54187.0,,,,,,,2024,1,64,,,,,,,,,,,,,,,,,,,12792,,,15976,16924,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,,26002.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101135,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,,66572.0,,,,,,,2024,1,65,,,,,,,,,,,,,,,,,,,,,,29533,30949,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E107,"SJB Institute of Technology-Kengeri, Bengaluru",KKR,,62327.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,,75833.0,,,,,,,2024,1,65,,,,,,,,,,,,,,,,,,,,,,80141,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,,99578.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71706,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,37012,89750.0,,,,,39937,,2024,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E109,"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru",GM,,75342.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,,75240.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,,100708.0,,,,,,,2024,1,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,,68855.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94065,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,,25547.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63059,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,,71844.0,,,,,,,2024,1,65,,,,,,,,,,,,,,,,,,,,,,29760,45870,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",KKR,,38815.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88313,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E118,"SDM Institute of Technology, Tulu Minority-Ujire, Dakshina Kannada",GM,,20502.0,,,,,,,2024,1,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E121,"Sri Sairam College of Engineering-Anekal, Bengaluru",GM,,101475.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E124,"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru",GM,,95623.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,,8022.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,,23599.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,,9407.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26558,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,,42903.0,,,,,,,2024,1,66,,,,,,,,,,,,,,,,,,,,,,12567,21187,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,,35958.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E128,"Smt. Kamala and Sri Venkappa M. Agadi College of Engineering and Technology-Laxmeswar, 
Gadag",GM,,58631.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E132,"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru",GM,,31497.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,,40772.0,,,,,,,2024,1,66,,,,,,,,,,,,,,,,,,,47839,,,73974,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,,65312.0,,,,,,,2024,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96306,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E138,"Srinivas Institute of Technology-Hampankatta, Mangaluru",GM,95741,57651.0,,61016,,,,100057,2024,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,,101705.0,,,,,,,2024,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",GM,,32003.0,,,,,,,2024,1,67,,,,,,,,,,,,,,,,,,,,,,8863,16889,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E142,"The National Institute of Engineering South Campus-Mananthavady Road, Mysuru",KKR,,89944.0,,,,,,,2024,1,67,,,,,,,,,,,,,,,,,,,,,,32111,87272,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,,44296.0,,,,,,,2024,1,67,,,,,,,,,,,,,,,,,,,,,,84548,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,,100868.0,,,,,,,2024,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E146,"Vidya Vikas Institute of Engineering and Technology-Alnahally, Mysuru",GM,,64041.0,,,,,,,2024,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,,33615.0,,,,,,,2024,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50554,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,,57032.0,,,,,,,2024,1,67,,,,,,,,,,,,,,,,,,,,,,37389,39005,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",KKR,,81642.0,,,,,,,2024,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E149,"Vivekananda Institute of Technology-Kengeri, Bengaluru",GM,,79248.0,,,,,,,2024,1,67,,,,,,,,,,,,,,,,,,,,,,100912,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E149,"Vivekananda Institute of Technology-Kengeri, Bengaluru",GM,,102070.0,,,,,,,2024,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70302,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",GM,,59489.0,,,,,,,2024,1,68,,,,,,,,,,,,,,,,,,,,,,100726,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",GM,,65726.0,,,,,,,2024,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",KKR,,100326.0,,,,,,,2024,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E164,"Reva University-Yelahanka, Bengaluru",GM,,42827.0,,,,,,,2024,1,68,,,,,,,,,,,,,,,,,,,,,,18730,27122,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,,64220.0,,,,,,,2024,1,68,,,,,,,,,,,,,,,,,,,14830,,,20818,35657,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,,57535.0,,,,,,,2024,1,40,,,,,,,,4818,,,,4471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,,98849.0,,,,,,,2024,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83998,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,,99835.0,,,,,,,2024,1,68,,,,,,,,,,,,,,,,,,,,,,72251,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E173,"Presidency University-Yelahanka, Bengaluru",GM,,96361.0,,,,,,,2024,1,68,,,,,,,,,,,,,,,,,,,,,,,49532,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E183,"Jain Institute of Technology-Avaragere Village, Davangere",GM,,101407.0,,,,,,,2024,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E186,"Nitte School of Architecture Planning and Design-Yelahanka, Bengaluru",GM,,100740.0,,,,,,,2024,1,26,,96464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,,92151.0,,,,,,,2024,1,69,,,,,,,,,,,,,,,,,,,,,,63198,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E197,"M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru",GM,,13858.0,,,,,,,2024,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E197,"M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru",KKR,,72451.0,,,,,,,2024,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,,6919.0,,,,,,,2024,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",KKR,,21713.0,,,,,,,2024,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E203,"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk, Bengaluru 
Rural",GM,,88519.0,,,,,,,2024,1,69,,,,,,,,,,,,,,,,,,,,,,91090,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E203,"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk, Bengaluru 
Rural",GM,,100080.0,,,,,,,2024,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89867,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E206,"Cauvery Institute Of Technology-Sundahalli, Mandya",GM,,23389.0,,,,,,,2024,1,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20760,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
