College_Code,College_Name,Branch,Category,Cutoff_Rank,AG-Agriculture  Engineering,AI-Artificial  Intelligence &  Machine Learning,AL-Agricultural  Engineering,AR-Automation &  Robotics  Engineering,AS-Aerospace  Engineering,AU-Automobile  Engineering,Year,Round,Table_Number,BM-Bio-Medical  Engineering,BP-Bachelor of  Urban & Regional  Planning,BT-Bio-technology,CA-Computer  Science &  Engineering  (Artificial  Intelligence),CB-Computer  Science &  Business Systems,CBD-Computer  Science &  Technology (Big  Data),CCS-Civil  Construction &  Sustainability  Engineering,CD-Computer  Science &  Engineering (Data  Science),CE-Computer  Engineering,CG-Computer  Science & Design,CH-Chemical  Engineering,CI-Computer  Science &  Engineering  (Artificial  Intelligence &  Machine Learning),CNW-Computer  Science &  Engineering  (Networks),CO-Computer  Science &  Engineering (IOT),COS-Computer  Science,CS-Computer  Science &  Engineering,CSD-Computer  Science &  Technology  (Devops),CST-Computer  Science &  Technology,CY-Computer  Science &  Engineering  (Cyber Security),DS-Data Science,ECE-Electrical &  Computer  Engineering,EC-Electronics &  Comm-unication  Engineering,EE-Electrical &  Electronics  Engineering,EIE-Electronics &  Instrument-ation  Engineering (Inst.  Technology),ET-Electronics &  Telecommu- nication  Engineering,IAR - Information  Technology  (Augmented  Reality & Virtual  Reality (AR / VR),IC-Computer  Science &  Engineering (IOT &  Cyber Security  Including Block  Chain Technology),IDA -Information  Technology (Data  Analytics),IM-Industrial  Engineering &  Management,INT-Information  Technology,IST-Information  Science &  Technology,MAE-Mechanical  & Aerospace  Enginnering,MD-Medical  Electronics  Engineering,ME-Mechanical  Engineering,MR-Marine  Engineering,MT-Mecha-tronics  Engineering,RI-Robotics &  Artificial  Intelligence,TX-Textile  Technology,UE-Electronics &  Computer  Engineering,VL-Electronics  Engineering (VLSI  Design &  Technology),VLS-VLSI,Exam_Type,AI-Artificial  Intelligence &  Machine  Learning,AR-Automation  & Robotics  Engineering,BT- Biotechnology,CD-Computer  Science &  Engineering  (Data Science),CV-Civil  Engineering,EI-Electronics &  Instrumentation  Engineering,ET-Electronics &  Tele- communication  Engineering,IS-Information  Science &  Engineering,BD-Bachelor of  Design,BP-Bachelor of  Urban &  Regional  Planning,CC-Ceramic And  Cement  Technology,CCA-Civil  Engineering with  Computer  Application,CCS-CIVIL  CONSTRUCTION  &  SUSTAINABILITY  ENGINEERING,CI-Computer  Science &  Engineering  (Artificial  Intelligence &  Machine  Learning),CK-Civil  Engineering  (Kannada),CM-Computer &  Communication  Engineering,CU-Cyber  Security,EC-Electronics &  Communication  Engineering,EIE-Electronics &  Instrumentation  Engineering (Inst.  Technology),ES-Electronics &  Computer  Science,IC-Computer  Science &  Engineering (IOT  & Cyber Security  Including Block  Chain  Technology),IDA -Information  Technology  (Data Analytics),IP-Industrial &  Production  Engineering,MAE- MECHANICAL &  AEROSPACE  ENGINEERING,MT- Mechatronics  Engineering,AG- Agriculture  Engineering,AL- Agricultural  Engineering,AR- Automation &  Robotics  Engineering,BD-Bachelor  of Design,BM-Bio- Medical  Engineering,BP-Bachelor  of Urban &  Regional  Planning,BT-Bio- technology,CC-Ceramic  And Cement  Technology,CCA-Civil  Engineering  with  Computer  Application,CM-Computer  & Comm- unication  Engineering,CNW- Computer  Science &  Engineering  (Networks),CO-Computer  Science &  Engineering  (IOT),CY-Computer  Science &  Engineering  (Cyber  Security),ECE-Electrical  & Computer  Engineering,EIE-Electronics  & Instrument- ation  Engineering  (Inst.  Technology),EI-Electronics  & Instrument- ation  Engineering,ES-Electronics  & Computer  Science,IC-Computer  Science &  Engineering  (IOT & Cyber  Security  Including  Block Chain  Technology),IDA - Information  Technology  (Data  Analytics),INT- Information  Technology,MAE- Mechanical &  Aerospace  Engineering,ME- Mechanical  Engineering,MT-Mecha- tronics  Engineering,UE-Electronics  & Computer  Engineering,VL-Electronics  Engineering  (VLSI Design &  Technology)
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,,99141.0,,,,,,,2024,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,,16264.0,,,,,,,2024,1,58,,,,,,,,,,,,,,,,,,,,,,2407,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,,62399.0,,,,,,,2024,1,58,,,,,,,,,,,,,,,,,,,,,,10689,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,,29748.0,,,,,,,2024,1,59,,,,,,,,,,,,,,,,,,,,,,7019,9607,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,,89012.0,,,,,,,2024,1,59,,,,,,,,,,,,,,,,,,,,,,25841,42795,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E030,"Brindavan College of Engineering-Yelahanka, Bengaluru",GM,,100084.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,,12984.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,,36289.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,,25016.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87379,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,,83844.0,,,,,,,2024,1,59,,,,,,,,,,,,,,,,,,,,,,30849,41405,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",KKR,,70849.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E035,"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru",GM,,76627.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87659,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,,101819.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88524,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,,17436.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,,40253.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,,3344.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22521,17062,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,,11671.0,,2785,,,,19562,2024,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,,26795.0,,,,,,,2024,1,59,,,,,,,,,,,,,,,,,,,2870,,,5005,8458,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,,12778.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68274,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,,48305.0,,12294,,,,91938,2024,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,,76808.0,,,,,,,2024,1,59,,,,,,,,,,,,,,,,,,,12864,,,16647,38300,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",GM,,57281.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E041,"DON BOSCO Institute of Technology-Kumbalgodu, Bengaluru",KKR,,95488.0,,,,,,,2024,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,,17287.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,,33345.0,,15752,,,,,2024,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,,60195.0,,,,,,,2024,1,60,,,,,,,,,,,,,,,,,,,,,,19462,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,,43494.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,,51973.0,,40677,,,,,2024,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,,91286.0,,,,,,,2024,1,60,,,,,,,,,,,,,,,,,,,,,,47067,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E043,"Yenepoya Institute of Technology formerly known as Dr. M V Shetty Institute of Technology-
Moodbidri, Mangaluru",GM,,79106.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56962,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E044,"Dr.Shri Shri Shivakumara Mahaswamy College of Engineering-Nelamangala, Bengaluru Rural",GM,,81978.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E045,"Dr H N National College Of Engineering-Jayanagar, Bengaluru",GM,,90567.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,,77453.0,,,,,,,2024,1,60,,,,,,,,,,,,,,,,,,,,,,96597,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E046,"East Point College of Engineering and Technology-Avalahalli, Bengaluru",GM,,93471.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,,76350.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74720,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,,85840.0,,,,,,,2024,1,60,,,,,,,,,,,,,,,,,,,,,,68031,83984,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,,32593.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94161,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,,59775.0,,,,,,,2024,1,60,,,,,,,,,,,,,,,,,,,,,,41165,62326,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,30735,62365.0,,28676,,,,,2024,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",KKR,,68950.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E051,"GM Institute of Technology-P B Road, Davangere",GM,,78583.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,,67428.0,,,,,,,2024,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E053,"Gopalan College of Engineering And Management-Whitefield, Bengaluru",GM,,98592.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",GM,,35762.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E055,"GSSS Institute of Engineering and Technology for Women-Metagalli, Mysuru",KKR,,76492.0,,,,,,,2024,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,,59957.0,,,,,,,2024,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,,95405.0,,,,,,,2024,1,61,,,,,,,,,,,,,,,,,,,,,,69969,102078,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,,15298.0,,,,,,,2024,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34840,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",GM,,40173.0,,,,,,,2024,1,61,,,,,,,,,,,,,,,,,,,,,,19863,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E060,"JSS Academy of Technical Education-Kengeri Main Road, Bengaluru",KKR,,40571.0,,,,,,,2024,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E061,JSS Science and Technology University-Mysuru,GM,,39022.0,,,,,,,2024,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E061,JSS Science and Technology University-Mysuru,KKR,,86880.0,,,,,,,2024,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E062,"Jain College of Engineering-T.S Nagar, Belagavi",GM,,99605.0,,,,,,,2024,1,61,,,,,,,,,,,,,,,,,,,,,,57774,97765,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E064,"Jain College of Engineering and Research-Udyambag, Belagavi",GM,,48024.0,,,,,,,2024,1,61,,,,,,,,,,,,,,,,,,,,,,74464,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E065,"KLE Technological University  Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and 
Technology-Udyambag, Belagavi",GM,,89910.0,,,,,,,2024,1,61,,,,,,,,,,,,,,,,,,,,,,35962,52279,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,,63000.0,,,,,,,2024,1,48,,,,,,,,,,,,,,,,38487,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E071,"Karavali Institute of Technology-Kottara, Mangaluru",GM,,71389.0,,,,,,,2024,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E072,"K L E  Institute of Technology-Gokul, Hubbali",GM,,94713.0,,,,,,,2024,1,62,,,,,,,,,,,,,,,,,,,,,,43281,55145,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,,30083.0,,,,,,,2024,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44831,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,,40714.0,,,,,,,2024,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,,72197.0,,,,,,,2024,1,62,,,,,,,,,,,,,,,,,,,,,,33742,35532,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",KKR,,49043.0,,,,,,,2024,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E075,"KNS Institute of Technology-Yelahanka, Bengaluru",GM,,93652.0,,,,,,,2024,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40111,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E076,"M.S. Engineering College-Sadahalli, Bengaluru",GM,,97516.0,,,,,,,2024,1,62,,,,,,,,,,,,,,,,,,,,,,97675,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E076,"M.S. Engineering College-Sadahalli, Bengaluru",GM,,101467.0,,,,,,,2024,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,,1720.0,,,,,,,2024,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19386,8437,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,,16724.0,,,,,,,2024,1,62,,,,,,,,,,,,,,,,,,,1611,,,2263,2993,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,,5887.0,,,,,,,2024,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96667,32560,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,,52437.0,,,,,,,2024,1,62,,,,,,,,,,,,,,,,,,,7815,,,8977,26000,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,,71109.0,,,,,,,2024,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77387,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,,91758.0,,,,,,,2024,1,62,,,,,,,,,,,,,,,,,,,,,,87652,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,,94432.0,,,,,,,2024,1,63,,,,,,,,,,,,,,,,,,,,,,63060,96702,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,,98268.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,,96035.0,,,,,,,2024,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83564,,99830,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,,101405.0,,63646,,,,,2024,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,,80595.0,,,,,,,2024,1,63,,,,,,,,,,,,,,,,,,,,,,95262,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E083,"Mysuru Royal Institute of Technology-Palahallli, Mandya District",GM,,91610.0,,,,,,,2024,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMEDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
