College_Code,College_Name,Category,Branch,Cutoff_Rank,Year,Round,Exam_Type,Rank_Scaled,Branch_Norm,College_Clean,College_Final,Rank_norm,college_median_prev,college_pop_prev,college_trend_prev3_slope,branch_median_prev,branch_pop_prev,College_Tier,college_median_prev_filled,branch_median_prev_filled,college_pop_prev_filled,branch_pop_prev_filled,branch_unstable_flag,Cutoff_log1p,Rank_norm_log1p,rank_norm_x_tier,branchpop_x_tier,collegepop_x_ranknorm,College_Code_enc_prev,Branch_enc_prev,Category_enc_prev,College_Code_enc_prev_filled,Branch_enc_prev_filled,Category_enc_prev_filled,Rank_norm_scaled,Cutoff_log1p_scaled,Rank_norm_log1p_scaled,College_Code_enc_prev_filled_scaled,Branch_enc_prev_filled_scaled,Category_enc_prev_filled_scaled,college_pop_prev_filled_scaled,branch_pop_prev_filled_scaled,college_trend_prev3_slope_scaled
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,2BG,CS Computers,71330.0,2020,1,KCET,0.4647995621122869,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.4647995621122869,,0,,,0,3,109376.0,109376.0,0,0,1,11.175086294520511,0.3817184161205326,1.3943986863368607,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.2255560265726805,0.2826637514967354,0.3173630757296958,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,3AG,CS Computers,73057.0,2020,1,KCET,0.4760530156909764,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.4760530156909764,,0,,,0,3,109376.0,109376.0,0,0,1,11.199008925214107,0.3893716447005311,1.4281590470729293,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.2690133293615346,0.3096156967180289,0.3599053465620879,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,3BG,CS Computers,80007.0,2020,1,KCET,0.5213405098264088,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.5213405098264088,,0,,,0,3,109376.0,109376.0,0,0,1,11.289881908656351,0.4195918612170026,1.5640215294792263,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.4438994060161578,0.4119958949161537,0.5278915268020521,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,GM,CS Computers,61551.0,2020,1,KCET,0.4010777771985612,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.4010777771985612,,0,,,0,3,109376.0,109376.0,0,0,1,11.027637624992076,0.337241782015588,1.2032333315956836,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,-0.020517490492868,0.1165437074688489,0.0701292457156772,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,GMK,CS Computers,83760.0,2020,1,KCET,0.5457957566595423,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.5457957566595423,,0,,,0,3,109376.0,109376.0,0,0,1,11.33572278434612,0.4355388312565029,1.637387269978627,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.5383378874096544,0.4636415849872524,0.6165365099336811,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,GMR,CS Computers,88393.0,2020,1,KCET,0.5759852473544284,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.5759852473544284,,0,,,0,3,109376.0,109376.0,0,0,1,11.38955937301907,0.4548806312106803,1.7279557420632852,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.654920217357981,0.5242954824368784,0.7240524534907639,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,SCG,CS Computers,97736.0,2020,1,KCET,0.636865975082104,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.636865975082104,,0,,,0,3,109376.0,109376.0,0,0,1,11.490035476675985,0.4927834233709304,1.910597925246312,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.8900224640031822,0.6374948406719692,0.9347440371185404,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,SCR,CS Computers,142666.0,2020,1,KCET,0.9296382213418132,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.9296382213418132,,0,,,0,3,109376.0,109376.0,0,0,1,11.868268522341692,0.6573325357821015,2.78891466402544,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,2.020616913512856,1.0636234073096773,1.849428974625948,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,STG,CS Computers,77160.0,2020,1,KCET,0.5027889276963978,CS Computers,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.5027889276963978,,0,,,0,3,109376.0,109376.0,0,0,1,11.25364942701863,0.4073226675734233,1.5083667830891936,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.3722590232484293,0.3711753065436206,0.4596903286509414,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,1G,EC Electronics,94927.0,2020,1,KCET,0.6185620080279414,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.6185620080279414,,0,,,0,3,109376.0,109376.0,0,0,1,11.460873988498424,0.4815381063026708,1.855686024083824,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.8193382928775939,0.6046406432386001,0.8722342976911417,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,2AG,EC Electronics,113626.0,2020,1,KCET,0.7404081739039775,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.7404081739039775,,0,,,0,3,109376.0,109376.0,0,0,1,11.640676433085046,0.5541196689942307,2.2212245217119326,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,1.289869911203465,0.807211409774348,1.2756959825456164,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,2AR,EC Electronics,127501.0,2020,1,KCET,0.8308202575196789,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.8308202575196789,,0,,,0,3,109376.0,109376.0,0,0,1,11.7558873297321,0.6047640951281319,2.4924607725590366,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,1.6390129779060405,0.9370114227870786,1.557214935000574,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,2BG,EC Electronics,121717.0,2020,1,KCET,0.7931306365010686,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.7931306365010686,,0,,,0,3,109376.0,109376.0,0,0,1,11.709462172722448,0.5839630517017427,2.379391909503206,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,1.4934675005865667,0.884707464052765,1.4415874434404068,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,3AG,EC Electronics,98354.0,2020,1,KCET,0.6408929781577438,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.6408929781577438,,0,,,0,3,109376.0,109376.0,0,0,1,11.49633866136583,0.4952405931364799,1.922678934473232,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.9055734849200968,0.6445961954793197,0.9484027931003448,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,GM,EC Electronics,89475.0,2020,1,KCET,0.5830357608299015,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.5830357608299015,,0,,,0,3,109376.0,109376.0,0,0,1,11.401725711878004,0.4593443718186203,1.7491072824897045,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.6821470856947155,0.5380024406167507,0.7488652053749588,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,GMK,EC Electronics,102094.0,2020,1,KCET,0.6652635145701924,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.6652635145701924,,0,,,0,3,109376.0,109376.0,0,0,1,11.533659031357136,0.5099833785191356,1.9957905437105767,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,0.9996848412781244,0.6866424311348894,1.0303540326349805,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,GMR,EC Electronics,112103.0,2020,1,KCET,0.7304840223114216,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.7304840223114216,,0,,,0,3,109376.0,109376.0,0,0,1,11.627182290850053,0.5484011516388669,2.1914520669342648,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,1.2515459551250492,0.7920085089318732,1.2439082590314614,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,SCG,EC Electronics,121800.0,2020,1,KCET,0.7936714799562112,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.7936714799562112,,0,,,0,3,109376.0,109376.0,0,0,1,11.710143844404854,0.5842646258847501,2.381014439868633,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,1.4955560681207156,0.8854754555867407,1.443263814456306,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,STG,EC Electronics,117525.0,2020,1,KCET,0.7658147839232654,EC Electronics,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.7658147839232654,,0,,,0,3,109376.0,109376.0,0,0,1,11.67441486468404,0.5686122183822582,2.297444351769796,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,1.3879822583799222,0.8452221274063301,1.356256226457397,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,GM,EE Electrical,145947.0,2020,1,KCET,0.9510178282854612,EE Electrical,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.9510178282854612,,0,,,0,3,109376.0,109376.0,0,0,1,11.891005672865314,0.6683512001361023,2.8530534848563835,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,2.103178239772398,1.089239755413275,1.910678811640384,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
E015,Dr.T.Thimmaiah Institute of Technology BANGARAPET -TQ kolar District,SCG,EE Electrical,146697.0,2020,1,KCET,0.9559049679403638,EE Electrical,dr t thimmaiah institute of technology bangarapet tq kolar district,dr t thimmaiah institute of technology bangarapet tq kolar district,0.9559049679403638,,0,,,0,3,109376.0,109376.0,0,0,1,11.896131330772972,0.670852986046049,2.867714903821092,0.0,0.0,,,,101442.49593913276,60628.722383372864,64981.98397423354,2.122050837972537,1.0950144736254857,1.9245855769529705,1.1764192715575672,-0.4527545461858591,-0.2200412139106835,-0.9552776513302264,-0.8462569338932755,0.3454856169448763
