College_Code,Branch,Category,College_Tier,Round,Year,Exam_Type,Cutoff_Rank
E006,IE Info.Science,GM,1,1,2022,KCET,1534.0
E048,IO CS- Internet of Things,GM,1,1,2022,KCET,1538.0
E006,"CA CS (AI, Machine Learning)",3BG,1,2,2021,KCET,1539.0
E006,"CA CS (AI, Machine Learning)",3BG,1,1,2021,KCET,1539.0
E005,CS Computers,3AR,1,2,2020,KCET,1539.0
E005,CS Computers,3AR,1,3,2020,KCET,1539.0
E006,IE Info.Science,GM,1,3,2020,KCET,1547.0
E005,CS Computers,2AH,1,1,2020,KCET,1548.0
E003,EC Electronics,3BG,1,1,2021,KCET,1549.0
E009,CS Computers,GMH,1,1,2022,KCET,1555.0
E006,CS Computers,3BG,1,2,2020,KCET,1559.0
