College_Code,Branch,Category,College_Tier,Round,Year,Exam_Type,Cutoff_Rank
E006,EC Electronics,2AK,1,1,2021,KCET,6204.0
E105,CS Computers,3AG,1,1,2020,KCET,6206.0
E016,IE Info.Science,3AG,1,2,2020,KCET,6206.0
E009,EC Electronics,2BG,1,1,2021,KCET,6206.0
E006,CS Computers,3BR,1,3,2022,KCET,6214.0
E007,CS Computers,3BR,1,2,2022,KCET,6214.0
E008,CS Computers,3BR,1,1,2022,KCET,6214.0
E003,EC Electronics,GMK,1,1,2021,KCET,6222.0
E003,EC Electronics,GMK,1,3,2021,KCET,6222.0
E003,EC Electronics,GMK,1,2,2021,KCET,6222.0
E057,CS Computers,GMRH,1,3,2021,KCET,6223.0
E057,CS Computers,GMRH,1,1,2021,KCET,6223.0
E126,CS Computers,3BG,1,2,2020,KCET,6223.0
E057,CS Computers,GMRH,1,2,2021,KCET,6223.0
E016,IE Info.Science,GMH,1,2,2020,KCET,6224.0
E016,IE Info.Science,GM,1,3,2020,KCET,6227.0
E048,EC Electronics,3BG,1,3,2022,KCET,6231.0
E021,EC Electronics,3BG,1,2,2022,KCET,6231.0
E048,EC Electronics,2AG,1,1,2022,KCET,6232.0
E008,EC Electronics,3AG,1,1,2020,KCET,6234.0
E056,IE Info.Science,1G,1,1,2020,KCET,6236.0
E007,IE Info.Science,3BR,1,1,2022,KCET,6238.0
E005,EI Elec. Inst. Engg,GM,1,3,2021,KCET,6238.0
E048,IE Info.Science,3BR,1,3,2022,KCET,6238.0
E005,EI Elec. Inst. Engg,GMH,1,2,2021,KCET,6238.0
E021,EC Electronics,3BG,1,3,2021,KCET,6240.0
E126,CS Computers,3AG,1,3,2022,KCET,6242.0
E012,IE Info.Science,GM,1,1,2021,KCET,6249.0
E056,EC Electronics,3BG,1,2,2021,KCET,6255.0
E006,EE Electrical,GMH,1,3,2020,KCET,6257.0
E141,EC Electronics,GM,1,3,2021,KCET,6257.0
E006,EE Electrical,GMH,1,1,2020,KCET,6257.0
E006,EE Electrical,GMH,1,2,2020,KCET,6257.0
E107,CS Computers,3AG,1,2,2021,KCET,6260.0
E021,CS Computers,1H,1,2,2020,KCET,6260.0
E021,CS Computers,1G,1,3,2020,KCET,6260.0
E021,CS Computers,1H,1,1,2020,KCET,6260.0
E008,CS Computers,GMR,1,2,2022,KCET,6261.0
E001,AI Artificial Intelligence,GMR,1,1,2022,KCET,6261.0
E056,EC Electronics,3AG,1,2,2021,KCET,6265.0
E141,EC Electronics,3AG,1,1,2022,KCET,6266.0
E005,EC Electronics,1R,1,1,2021,KCET,6272.0
E005,EC Electronics,1R,1,2,2021,KCET,6272.0
E048,IE Info.Science,1R,1,3,2021,KCET,6272.0
E001,EC Electronics,3BG,1,2,2020,KCET,6274.0
E016,CS Computers,GM,1,3,2021,KCET,6274.0
E048,CS Computers,SCG,1,1,2022,KCET,6274.0
E012,CS Computers,GM,1,2,2020,KCET,6275.0
E005,EE Electrical,2AG,1,3,2020,KCET,6276.0
E057,IE Info.Science,3AR,1,2,2021,KCET,6276.0
E005,EE Electrical,2AG,1,2,2020,KCET,6276.0
E001,EC Electronics,3BG,1,1,2021,KCET,6278.0
E005,ET Elec. Telecommn. Engg.,GMR,1,3,2021,KCET,6284.0
E005,ET Elec. Telecommn. Engg.,GMR,1,1,2021,KCET,6284.0
E005,EI Elec. Inst. Engg,GMH,1,1,2020,KCET,6284.0
E016,CS Computers,2AG,1,1,2021,KCET,6284.0
E005,ET Elec. Telecommn. Engg.,GMR,1,2,2021,KCET,6284.0
E005,DS Comp. Sc. Engg- Data Sc.,SCG,1,1,2022,KCET,6285.0
E057,CB Comp. Sc. and Bus Sys.,GMH,1,2,2022,KCET,6286.0
E057,CB Comp. Sc. and Bus Sys.,GMH,1,1,2022,KCET,6286.0
E003,EE Electrical,GM,1,2,2021,KCET,6286.0
E001,IE Info.Science,1G,1,3,2022,KCET,6287.0
E001,IE Info.Science,1G,1,1,2022,KCET,6287.0
E001,IE Info.Science,1G,1,2,2022,KCET,6287.0
E241,CS Computers,2AG,1,2,2021,KCET,6288.0
E178,"CA CS (AI, Machine Learning)",GM,1,1,2022,KCET,6289.0
E105,CS Computers,GMH,1,1,2021,KCET,6289.0
E005,ET Elec. Telecommn.,2AG,1,1,2020,KCET,6292.0
E285,CS Computers,GMH,1,2,2022,KCET,6293.0
E285,CS Computers,GMH,1,1,2022,KCET,6293.0
E006,AI Artificial Intelligence,2AG,1,3,2021,KCET,6294.0
E009,CS Computers,3BK,1,1,2020,KCET,6296.0
E009,CS Computers,GMK,1,3,2020,KCET,6296.0
E007,CY CS- Cyber Security,3BG,1,1,2022,KCET,6296.0
E009,CS Computers,GMK,1,2,2020,KCET,6296.0
E005,BT Bio Technology,3AG,1,2,2021,KCET,6298.0
E007,EC Electronics,GM,1,1,2021,KCET,6299.0
E057,CB Comp. Sc. and Bus Sys.,2BG,1,2,2021,KCET,6300.0
E057,CB Comp. Sc. and Bus Sys.,2BG,1,1,2021,KCET,6300.0
E057,CB Comp. Sc. and Bus Sys.,2BG,1,3,2021,KCET,6300.0
E001,IE Info.Science,2AH,1,1,2022,KCET,6302.0
E012,IE Info.Science,2BG,1,1,2021,KCET,6302.0
E001,IE Info.Science,2AH,1,2,2022,KCET,6302.0
E141,CS Computers,2AG,1,1,2021,KCET,6305.0
E009,CS Computers,1G,1,3,2022,KCET,6306.0
E007,CS Computers,1G,1,2,2022,KCET,6306.0
E057,CS Computers,1G,1,2,2020,KCET,6315.0
E057,CS Computers,1G,1,3,2020,KCET,6315.0
E006,IE Info.Science,3AR,1,3,2020,KCET,6319.0
E007,CS Computers,GMR,1,1,2020,KCET,6319.0
E126,CS Computers,2AG,1,1,2022,KCET,6322.0
E001,IE Info.Science,2AG,1,3,2022,KCET,6322.0
E007,EC Electronics,3AG,1,1,2020,KCET,6323.0
E057,CS Computers,2AR,1,2,2022,KCET,6324.0
E048,CS Computers,2AR,1,3,2022,KCET,6324.0
E057,CS Computers,2AR,1,1,2022,KCET,6324.0
E056,IE Info.Science,2AG,1,1,2020,KCET,6324.0
E012,IE Info.Science,3AG,1,1,2021,KCET,6329.0
E057,IE Info.Science,3BG,1,3,2022,KCET,6330.0
E007,CY CS- Cyber Security,GM,1,2,2022,KCET,6330.0
E241,CS Computers,GMH,1,3,2022,KCET,6331.0
E007,AI Artificial Intelligence,GMH,1,2,2020,KCET,6332.0
E241,CS Computers,3AG,1,1,2022,KCET,6332.0
E048,CS Computers,STR,1,2,2021,KCET,6334.0
E048,CS Computers,STR,1,3,2021,KCET,6334.0
E048,CS Computers,STR,1,1,2021,KCET,6334.0
E009,CS Computers,1K,1,2,2021,KCET,6336.0
E009,CS Computers,1K,1,3,2021,KCET,6336.0
E009,CS Computers,1K,1,1,2021,KCET,6336.0
E009,CS Computers,2AR,1,2,2020,KCET,6338.0
E006,CS Computers,SCG,1,2,2022,KCET,6339.0
E005,EE Electrical,1R,1,1,2022,KCET,6341.0
E009,CS Computers,2BR,1,1,2021,KCET,6342.0
E009,CS Computers,2BR,1,2,2021,KCET,6342.0
E056,CS Computers,2BG,1,1,2021,KCET,6343.0
E056,CS Computers,2BG,1,2,2021,KCET,6343.0
E009,CS Computers,2BR,1,3,2021,KCET,6343.0
E056,EC Electronics,3BG,1,2,2020,KCET,6344.0
E057,CS Computers,GMK,1,2,2022,KCET,6345.0
E008,CS Computers,1G,1,2,2022,KCET,6348.0
E005,ME Mechanical,1G,1,2,2020,KCET,6349.0
E005,ME Mechanical,1G,1,1,2020,KCET,6349.0
E005,ME Mechanical,1G,1,3,2020,KCET,6349.0
E056,EC Electronics,GMH,1,1,2021,KCET,6351.0
E056,CS Computers,GMK,1,1,2020,KCET,6354.0
E006,IE Info.Science,GMK,1,1,2020,KCET,6361.0
E048,EI Elec. Inst. Engg,GM,1,1,2020,KCET,6362.0
E006,AI Artificial Intelligence,STG,1,2,2021,KCET,6365.0
E006,AI Artificial Intelligence,STG,1,1,2021,KCET,6365.0
E016,CS Computers,1G,1,2,2020,KCET,6365.0
E016,CS Computers,1G,1,3,2020,KCET,6365.0
E016,CS Computers,1G,1,1,2020,KCET,6365.0
E008,CS Computers,2AG,1,2,2022,KCET,6371.0
E275,CS Computers,GM,1,2,2020,KCET,6371.0
E178,"CA CS (AI, Machine Learning)",3BG,1,1,2022,KCET,6372.0
E056,IE Info.Science,GMR,1,1,2020,KCET,6375.0
E048,SE Aero Space Engg.,3BG,1,1,2020,KCET,6377.0
E006,EC Electronics,3BR,1,1,2022,KCET,6378.0
E057,CS Computers,3BR,1,3,2022,KCET,6378.0
E105,CS Computers,3AG,1,2,2021,KCET,6381.0
E007,IE Info.Science,3AG,1,3,2021,KCET,6381.0
E003,EC Electronics,2BG,1,3,2021,KCET,6382.0
E003,EC Electronics,2BG,1,2,2021,KCET,6382.0
E007,IE Info.Science,2AG,1,1,2022,KCET,6390.0
E048,IO CS- Internet of Things,GMR,1,2,2022,KCET,6392.0
E126,IE Info.Science,3BG,1,1,2021,KCET,6394.0
E007,CS Computers,3AG,1,3,2022,KCET,6394.0
E009,EC Electronics,GMH,1,2,2022,KCET,6395.0
E016,CS Computers,GMR,1,1,2022,KCET,6397.0
E005,CH Chemical,3BG,1,1,2021,KCET,6400.0
E003,EC Electronics,2AH,1,1,2020,KCET,6411.0
E056,IE Info.Science,GMR,1,1,2021,KCET,6416.0
E141,EC Electronics,3AG,1,2,2020,KCET,6419.0
E005,EE Electrical,3BG,1,3,2021,KCET,6419.0
E008,AI Artificial Intelligence,3AG,1,2,2020,KCET,6426.0
E016,CS Computers,3AG,1,3,2021,KCET,6427.0
E021,CS Computers,1R,1,1,2021,KCET,6429.0
E021,CS Computers,1R,1,2,2021,KCET,6429.0
E008,IE Info.Science,GMH,1,2,2020,KCET,6432.0
E048,AI Artificial Intelligence,3BH,1,3,2021,KCET,6434.0
E016,"AD Artificial Intel, Data Sc",GMH,1,1,2021,KCET,6434.0
E056,IE Info.Science,2BG,1,1,2020,KCET,6435.0
E056,IE Info.Science,2BG,1,3,2020,KCET,6435.0
E056,IE Info.Science,2BG,1,2,2020,KCET,6435.0
E006,BT Bio Technology,GM,1,1,2020,KCET,6440.0
E009,AI Artificial Intelligence,2BG,1,1,2022,KCET,6443.0
E001,EC Electronics,GM,1,2,2021,KCET,6445.0
E006,EC Electronics,2AG,1,2,2022,KCET,6449.0
E001,EC Electronics,GM,1,3,2020,KCET,6452.0
E001,CS Computers,GMRH,1,2,2021,KCET,6455.0
E048,EC Electronics,GMH,1,3,2022,KCET,6455.0
E048,EC Electronics,GMH,1,2,2022,KCET,6455.0
E006,IE Info.Science,2AH,1,3,2020,KCET,6456.0
E006,IE Info.Science,2AH,1,2,2020,KCET,6456.0
E007,CS Computers,2AH,1,1,2020,KCET,6456.0
E057,CB Comp. Sc. and Bus Sys.,3AG,1,2,2020,KCET,6459.0
E057,CB Comp. Sc. and Bus Sys.,3AG,1,1,2020,KCET,6459.0
E057,CB Comp. Sc. and Bus Sys.,3AG,1,3,2020,KCET,6459.0
E141,EC Electronics,3BG,1,2,2020,KCET,6460.0
E048,EC Electronics,1H,1,1,2022,KCET,6461.0
E048,AI Artificial Intelligence,1G,1,2,2022,KCET,6461.0
E009,CS Computers,1H,1,3,2022,KCET,6461.0
E008,CS Computers,3BR,1,2,2021,KCET,6463.0
E007,IE Info.Science,2BG,1,3,2020,KCET,6464.0
E007,IE Info.Science,2BG,1,2,2020,KCET,6464.0
E007,IE Info.Science,2BG,1,1,2020,KCET,6464.0
E005,ET Elec. Telecommn. Engg.,3AG,1,2,2022,KCET,6477.0
E005,ET Elec. Telecommn. Engg.,3AG,1,3,2022,KCET,6477.0
E005,ET Elec. Telecommn. Engg.,3AG,1,1,2022,KCET,6477.0
E275,CS Computers,3AG,1,1,2020,KCET,6478.0
E057,IE Info.Science,1G,1,1,2022,KCET,6480.0
E057,CS Computers,1G,1,2,2022,KCET,6480.0
E009,CS Computers,3BK,1,3,2020,KCET,6480.0
E057,CS Computers,1G,1,3,2022,KCET,6480.0
E009,CS Computers,3BK,1,2,2020,KCET,6480.0
E005,EC Electronics,2BH,1,2,2022,KCET,6482.0
E005,EC Electronics,2BH,1,1,2022,KCET,6482.0
E005,EC Electronics,2BG,1,3,2022,KCET,6482.0
E126,CS Computers,GMH,1,1,2022,KCET,6487.0
E007,CS Computers,GMH,1,3,2022,KCET,6487.0
E007,IE Info.Science,GMH,1,2,2022,KCET,6487.0
E008,CS Computers,GM,1,3,2022,KCET,6489.0
E016,IE Info.Science,3BG,1,3,2020,KCET,6490.0
E008,CS Computers,3BR,1,2,2022,KCET,6493.0
E001,CS Computers,GMK,1,3,2022,KCET,6496.0
E048,EC Electronics,GMK,1,3,2020,KCET,6496.0
E048,IO CS- Internet of Things,GMK,1,1,2022,KCET,6496.0
E048,IO CS- Internet of Things,GMK,1,2,2022,KCET,6496.0
E048,SE Aero Space Engg.,GMH,1,1,2021,KCET,6498.0
E006,EC Electronics,2AH,1,1,2020,KCET,6498.0
E006,EC Electronics,2AH,1,2,2020,KCET,6498.0
E006,EC Electronics,2AH,1,3,2020,KCET,6498.0
E048,BT Bio Technology,GM,1,2,2021,KCET,6505.0
E048,BT Bio Technology,GM,1,1,2021,KCET,6505.0
E005,SE Aero Space Engg.,2BG,1,2,2022,KCET,6506.0
E005,EI Elec. Inst. Engg,GMH,1,3,2020,KCET,6507.0
E005,EI Elec. Inst. Engg,GMH,1,2,2020,KCET,6507.0
E021,CS Computers,GMRH,1,2,2022,KCET,6520.0
E005,CH Chemical,GMH,1,1,2020,KCET,6525.0
E241,CS Computers,GMR,1,1,2022,KCET,6527.0
E009,AI Artificial Intelligence,GMR,1,3,2022,KCET,6532.0
E009,AI Artificial Intelligence,GMR,1,2,2022,KCET,6532.0
E006,IE Info.Science,3BK,1,1,2022,KCET,6533.0
E006,IE Info.Science,3BK,1,2,2022,KCET,6533.0
E006,IE Info.Science,GMK,1,3,2022,KCET,6533.0
E126,CS Computers,GMH,1,1,2020,KCET,6536.0
E141,CS Computers,3BG,1,2,2022,KCET,6539.0
E006,EI Elec. Inst. Engg,GM,1,1,2020,KCET,6542.0
E005,EE Electrical,3AG,1,2,2022,KCET,6543.0
E005,EE Electrical,3AG,1,1,2022,KCET,6543.0
E021,EC Electronics,2AG,1,2,2021,KCET,6544.0
E275,IE Info.Science,GM,1,1,2021,KCET,6547.0
E107,CS Computers,GMH,1,1,2020,KCET,6549.0
E016,CS Computers,3BR,1,1,2022,KCET,6549.0
E107,CS Computers,GM,1,2,2020,KCET,6551.0
E006,AI Artificial Intelligence,2AR,1,2,2021,KCET,6552.0
E012,CS Computers,GMR,1,1,2021,KCET,6552.0
E006,IE Info.Science,2AH,1,3,2021,KCET,6553.0
E021,EC Electronics,2AH,1,2,2021,KCET,6553.0
E006,CS Computers,SCH,1,2,2021,KCET,6554.0
E006,CS Computers,SCH,1,1,2021,KCET,6554.0
E241,CF CS(Artificial Intel.),3AG,1,1,2021,KCET,6558.0
E241,CF CS(Artificial Intel.),3AG,1,2,2021,KCET,6558.0
E057,EC Electronics,2AG,1,3,2020,KCET,6563.0
E057,EC Electronics,2AG,1,2,2020,KCET,6563.0
E008,EC Electronics,GM,1,1,2021,KCET,6563.0
E126,IE Info.Science,GM,1,2,2021,KCET,6565.0
E001,IE Info.Science,2AR,1,2,2021,KCET,6566.0
E001,IE Info.Science,GMK,1,3,2021,KCET,6566.0
E048,IE Info.Science,2AK,1,1,2021,KCET,6566.0
E006,"AD Artificial Intel, Data Sc",2AG,1,3,2021,KCET,6567.0
E005,AI Artificial Intelligence,2AR,1,1,2022,KCET,6568.0
E005,AI Artificial Intelligence,2AR,1,2,2022,KCET,6568.0
E005,AI Artificial Intelligence,2AR,1,3,2022,KCET,6568.0
E001,EC Electronics,3AG,1,3,2020,KCET,6569.0
E022,EC Electronics,GMH,2,1,2021,KCET,6570.0
E006,CY CS- Cyber Security,GMH,1,3,2021,KCET,6570.0
E141,CS Computers,3AH,1,1,2021,KCET,6571.0
E141,CS Computers,3AH,1,2,2021,KCET,6571.0
E275,CS Computers,3BG,1,2,2021,KCET,6573.0
E275,CS Computers,3BG,1,1,2021,KCET,6573.0
E057,CS Computers,GMK,1,1,2020,KCET,6576.0
E057,CS Computers,GMK,1,2,2020,KCET,6576.0
E057,CS Computers,GMK,1,3,2020,KCET,6576.0
E141,CS Computers,GMH,1,3,2021,KCET,6576.0
E006,EC Electronics,2AG,1,3,2021,KCET,6577.0
E009,CS Computers,2AK,1,1,2022,KCET,6578.0
E009,CS Computers,2AK,1,2,2022,KCET,6578.0
E048,SE Aero Space Engg.,GM,1,2,2021,KCET,6584.0
E048,SE Aero Space Engg.,3AG,1,1,2021,KCET,6584.0
E107,IE Info.Science,GM,1,2,2021,KCET,6586.0
E006,CS Computers,SCG,1,2,2020,KCET,6588.0
E006,CS Computers,SCG,1,3,2020,KCET,6588.0
E178,CS Computers,3BG,1,2,2022,KCET,6591.0
E126,IE Info.Science,3AG,1,1,2021,KCET,6592.0
E005,EC Electronics,1G,1,3,2022,KCET,6593.0
E099,CS Computers,GM,1,2,2021,KCET,6593.0
E275,IE Info.Science,GMH,1,1,2021,KCET,6596.0
E009,CS Computers,2BH,1,2,2022,KCET,6603.0
E056,EC Electronics,GM,1,3,2020,KCET,6605.0
E021,EC Electronics,1G,1,1,2020,KCET,6606.0
E003,EE Electrical,3AG,1,1,2021,KCET,6608.0
E009,EE Electrical,3AG,1,2,2021,KCET,6608.0
E141,CS Computers,3BH,1,2,2022,KCET,6613.0
E275,CS Computers,GM,1,1,2022,KCET,6613.0
E057,CS Computers,2BG,1,2,2022,KCET,6615.0
E057,IE Info.Science,2BG,1,1,2022,KCET,6615.0
E005,EE Electrical,3BG,1,2,2022,KCET,6619.0
E107,CS Computers,3BG,1,1,2020,KCET,6625.0
E009,EC Electronics,3BR,1,1,2021,KCET,6625.0
E009,EC Electronics,3BR,1,2,2021,KCET,6625.0
E008,AI Artificial Intelligence,GM,1,1,2022,KCET,6629.0
E241,CF CS(Artificial Intel.),GMR,1,1,2022,KCET,6632.0
E275,IE Info.Science,GM,1,1,2020,KCET,6633.0
E001,AI Artificial Intelligence,GMH,1,2,2022,KCET,6634.0
E126,IE Info.Science,3AG,1,2,2021,KCET,6640.0
E107,IE Info.Science,3AG,1,1,2021,KCET,6640.0
E048,IE Info.Science,STG,1,1,2022,KCET,6642.0
E007,CS Computers,1G,1,2,2020,KCET,6644.0
E008,IE Info.Science,GM,1,2,2022,KCET,6644.0
E005,SE Aero Space Engg.,3AH,1,3,2020,KCET,6646.0
E005,SE Aero Space Engg.,3AH,1,1,2020,KCET,6646.0
E005,SE Aero Space Engg.,3AH,1,2,2020,KCET,6646.0
E006,"AD Artificial Intel, Data Sc",GMR,1,3,2021,KCET,6646.0
E021,CS Computers,2AR,1,2,2020,KCET,6648.0
E021,CS Computers,2AR,1,3,2020,KCET,6648.0
E007,IE Info.Science,3AR,1,2,2021,KCET,6648.0
E007,IE Info.Science,3AR,1,1,2021,KCET,6648.0
E057,CS Computers,2AR,1,1,2020,KCET,6648.0
E008,IE Info.Science,GMH,1,2,2022,KCET,6649.0
E005,IE Info.Science,SCR,1,2,2021,KCET,6652.0
E005,IE Info.Science,SCR,1,1,2021,KCET,6652.0
E008,IE Info.Science,2AG,1,2,2021,KCET,6657.0
E004,CS Computers,3BG,2,1,2021,KCET,6661.0
E275,CS Computers,GMH,1,1,2022,KCET,6663.0
E008,IE Info.Science,3AG,1,3,2020,KCET,6663.0
E001,EC Electronics,GM,1,1,2022,KCET,6666.0
E008,CS Computers,GMH,1,3,2022,KCET,6668.0
E007,CY CS- Cyber Security,GMH,1,2,2022,KCET,6668.0
E007,CY CS- Cyber Security,GMH,1,1,2022,KCET,6668.0
E016,CS Computers,2AR,1,1,2021,KCET,6672.0
E016,CS Computers,GMR,1,2,2021,KCET,6672.0
E118,CS Computers,GMH,1,2,2021,KCET,6676.0
E008,CS Computers,GMH,1,3,2021,KCET,6676.0
E118,CS Computers,3BH,1,1,2021,KCET,6676.0
E126,CS Computers,3BG,1,2,2022,KCET,6679.0
E056,IE Info.Science,GM,1,3,2021,KCET,6681.0
E107,IE Info.Science,3AG,1,2,2021,KCET,6682.0
E057,EC Electronics,GM,1,1,2022,KCET,6682.0
E241,CF CS(Artificial Intel.),GM,1,3,2021,KCET,6684.0
E241,CF CS(Artificial Intel.),2AG,1,1,2021,KCET,6684.0
E001,AI Artificial Intelligence,2AG,1,1,2022,KCET,6685.0
E003,EC Electronics,GMH,1,3,2022,KCET,6686.0
E001,IE Info.Science,GMR,1,2,2020,KCET,6700.0
E001,IE Info.Science,GMR,1,1,2020,KCET,6700.0
E105,CS Computers,GM,1,1,2022,KCET,6702.0
E007,CS Computers,GMR,1,2,2020,KCET,6702.0
E007,CS Computers,3AR,1,1,2020,KCET,6702.0
E003,EE Electrical,GMH,1,1,2020,KCET,6706.0
E003,EE Electrical,GMH,1,2,2020,KCET,6706.0
E141,EC Electronics,GMH,1,1,2022,KCET,6706.0
E016,"AD Artificial Intel, Data Sc",GM,1,3,2020,KCET,6709.0
E007,CS Computers,2BG,1,3,2020,KCET,6710.0
E241,CF CS(Artificial Intel.),GM,1,3,2022,KCET,6710.0
E275,CS Computers,2BG,1,2,2020,KCET,6710.0
E241,CF CS(Artificial Intel.),3BG,1,2,2022,KCET,6710.0
E275,CS Computers,2BG,1,1,2020,KCET,6710.0
E048,IE Info.Science,GMRH,1,3,2020,KCET,6713.0
E006,EE Electrical,GMH,1,1,2021,KCET,6715.0
E056,CS Computers,GMR,1,2,2020,KCET,6717.0
E048,IE Info.Science,2BG,1,3,2022,KCET,6719.0
E048,AI Artificial Intelligence,2BG,1,2,2022,KCET,6719.0
E008,EC Electronics,3BG,1,1,2020,KCET,6720.0
E057,CB Comp. Sc. and Bus Sys.,GMR,1,2,2022,KCET,6725.0
E057,CB Comp. Sc. and Bus Sys.,GMR,1,1,2022,KCET,6725.0
E057,CB Comp. Sc. and Bus Sys.,GM,1,3,2022,KCET,6725.0
E005,BT Bio Technology,GM,1,2,2022,KCET,6727.0
E005,BT Bio Technology,1G,1,1,2022,KCET,6727.0
E007,IE Info.Science,GMH,1,3,2021,KCET,6728.0
E049,IE Info.Science,GM,1,1,2020,KCET,6728.0
E007,IE Info.Science,GMRH,1,2,2021,KCET,6728.0
E007,IE Info.Science,GMRH,1,1,2021,KCET,6728.0
E126,IE Info.Science,GM,1,1,2020,KCET,6729.0
E126,AI Artificial Intelligence,GM,1,2,2020,KCET,6733.0
E056,IE Info.Science,1G,1,2,2021,KCET,6734.0
E126,CS Computers,GMH,1,2,2022,KCET,6734.0
E057,IE Info.Science,1G,1,3,2021,KCET,6734.0
E005,EC Electronics,3BR,1,3,2022,KCET,6736.0
E178,CS Computers,GMR,1,1,2022,KCET,6743.0
E056,IE Info.Science,2AG,1,1,2021,KCET,6744.0
E007,CB Comp. Sc. and Bus Sys.,GM,1,1,2022,KCET,6744.0
E001,EC Electronics,GMH,1,1,2020,KCET,6752.0
E006,EE Electrical,2BG,1,2,2021,KCET,6761.0
E006,EE Electrical,2BG,1,1,2021,KCET,6761.0
E006,IE Info.Science,2BG,1,3,2021,KCET,6761.0
E107,CS Computers,2AG,1,1,2021,KCET,6764.0
E006,EC Electronics,GMK,1,1,2022,KCET,6769.0
E241,CS Computers,3AG,1,3,2021,KCET,6769.0
E021,EC Electronics,GMR,1,2,2021,KCET,6770.0
E275,CS Computers,GMH,1,1,2020,KCET,6770.0
E021,EC Electronics,GMR,1,1,2021,KCET,6770.0
E048,EC Electronics,2AH,1,2,2021,KCET,6774.0
E056,IE Info.Science,2AH,1,1,2021,KCET,6774.0
E241,CS Computers,GMR,1,2,2022,KCET,6777.0
E241,CS Computers,3BR,1,1,2022,KCET,6777.0
E006,CS Computers,1R,1,1,2020,KCET,6778.0
E006,CS Computers,1R,1,2,2020,KCET,6778.0
E006,CS Computers,1R,1,3,2020,KCET,6778.0
E005,EC Electronics,SCG,1,1,2021,KCET,6781.0
E048,SE Aero Space Engg.,3AG,1,1,2022,KCET,6785.0
E006,IE Info.Science,2AR,1,2,2020,KCET,6788.0
E021,CS Computers,GMRH,1,1,2020,KCET,6788.0
E005,BT Bio Technology,3BG,1,2,2022,KCET,6790.0
E016,CS Computers,GMRH,1,1,2021,KCET,6798.0
E016,CS Computers,GMRH,1,2,2021,KCET,6798.0
E001,AI Artificial Intelligence,3AR,1,1,2022,KCET,6802.0
E048,IE Info.Science,2AR,1,3,2020,KCET,6806.0
E048,IE Info.Science,2AR,1,2,2020,KCET,6806.0
E008,CS Computers,2AR,1,1,2020,KCET,6806.0
E012,IE Info.Science,GM,1,1,2020,KCET,6809.0
E005,ME Mechanical,2BG,1,1,2020,KCET,6813.0
E007,CS Computers,3BR,1,1,2020,KCET,6816.0
E022,EC Electronics,2AG,2,1,2020,KCET,6819.0
E001,IE Info.Science,2AG,1,3,2020,KCET,6820.0
E001,IE Info.Science,2AG,1,2,2020,KCET,6820.0
E008,IE Info.Science,1G,1,2,2022,KCET,6821.0
E008,IE Info.Science,1G,1,1,2022,KCET,6821.0
E021,EC Electronics,3AG,1,2,2022,KCET,6822.0
E006,EC Electronics,GMK,1,3,2022,KCET,6824.0
E006,EC Electronics,GMK,1,2,2022,KCET,6824.0
E006,CY CS- Cyber Security,GMR,1,3,2022,KCET,6829.0
E006,EC Electronics,GMR,1,2,2022,KCET,6829.0
E001,AI Artificial Intelligence,GMK,1,1,2021,KCET,6832.0
E005,DS Comp. Sc. Engg- Data Sc.,GMK,1,3,2022,KCET,6833.0
E105,CS Computers,3AG,1,1,2022,KCET,6834.0
E008,AI Artificial Intelligence,3BG,1,1,2022,KCET,6836.0
E006,"AD Artificial Intel, Data Sc",3BG,1,3,2022,KCET,6836.0
E057,IE Info.Science,3AG,1,3,2022,KCET,6842.0
E057,EC Electronics,3AG,1,1,2022,KCET,6842.0
E009,AI Artificial Intelligence,3BR,1,2,2022,KCET,6844.0
E009,AI Artificial Intelligence,3BR,1,3,2022,KCET,6844.0
E007,CD Computer Sc. and Design,3BG,1,1,2021,KCET,6849.0
E057,CB Comp. Sc. and Bus Sys.,3BG,1,2,2021,KCET,6849.0
E048,CS Computers,SCG,1,1,2020,KCET,6850.0
E007,CS Computers,2AR,1,1,2022,KCET,6852.0
E012,CS Computers,3BG,1,2,2020,KCET,6857.0
E007,AI Artificial Intelligence,GMR,1,2,2022,KCET,6858.0
E007,AI Artificial Intelligence,GMR,1,1,2022,KCET,6858.0
E001,AI Artificial Intelligence,GMRH,1,1,2022,KCET,6861.0
E107,IE Info.Science,GM,1,1,2020,KCET,6862.0
E005,EI Elec. Inst. Engg,3AG,1,1,2021,KCET,6865.0
E001,EC Electronics,3BG,1,3,2020,KCET,6871.0
E105,CS Computers,3BG,1,1,2022,KCET,6872.0
E006,EE Electrical,3AG,1,1,2020,KCET,6874.0
E012,CS Computers,3AG,1,2,2020,KCET,6874.0
E021,CS Computers,GMRH,1,3,2020,KCET,6876.0
E007,IE Info.Science,2AR,1,1,2021,KCET,6876.0
E007,IE Info.Science,2AR,1,2,2021,KCET,6876.0
E021,CS Computers,GMRH,1,2,2020,KCET,6876.0
E141,EC Electronics,GM,1,2,2022,KCET,6879.0
E056,EC Electronics,2AG,1,1,2020,KCET,6886.0
E048,SE Aero Space Engg.,2BG,1,1,2021,KCET,6888.0
E048,SE Aero Space Engg.,2BG,1,2,2021,KCET,6888.0
E005,EE Electrical,GMK,1,2,2022,KCET,6890.0
E005,EE Electrical,GMK,1,1,2022,KCET,6890.0
E006,EE Electrical,GMR,1,1,2021,KCET,6892.0
E006,EC Electronics,2AK,1,1,2022,KCET,6894.0
