college_code,college_name,branch_code,branch_name,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR
E059,P D A College of Engineering  Gulbarga,EC,Electronics,,,,88882.0,,,82186.0,,,,,
E059,P D A College of Engineering  Gulbarga,EE,Electrical,,,,,98236.0,,82661.0,,,,,
E059,P D A College of Engineering  Gulbarga,IE,Information Science,,,,61366.0,,,,,95803.0,,,
E059,P D A College of Engineering  Gulbarga,ME,Mechanical,,,,,,,,,,,,
E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalo",AI,Artificial Intelligence,,,36229.0,23086.0,29840.0,,28762.0,,,1765.0,,
E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalo",CE,Civil Engineering,,,,126041.0,,,,,230416.0,,,
E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalo",CS,Computer Science,18019.0,,,19690.0,23035.0,22541.0,25060.0,,,1510.0,,
E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalo",EC,Electronics,27634.0,,,25165.0,,,41326.0,,,2228.0,,
E060,"Dr. Ambedkar Institute Of Technology  Jnanabharathi Campus,Bangalo",IE,Information Science,22987.0,,,21973.0,,27154.0,29645.0,,,1814.0,,
E061,University B.D.T. college of Engineering  Davangere,CE,Civil Engineering,85028.0,,,79604.0,,81729.0,,7977.0,,,,
E061,University B.D.T. college of Engineering  Davangere,CS,Computer Science,27835.0,,37695.0,25549.0,30309.0,26370.0,24936.0,,,2543.0,,
E061,University B.D.T. college of Engineering  Davangere,EC,Electronics,41590.0,,,36900.0,,39226.0,60945.0,,70159.0,3849.0,,
E062,Bapuji Institute of Engineering and Technology  Davangere,AI,Artificial Intelligence,60737.0,80782.0,61827.0,49800.0,54113.0,56429.0,60399.0,,,4770.0,,
E062,Bapuji Institute of Engineering and Technology  Davangere,BT,Biotechnology,,,,95951.0,,,83471.0,,211558.0,,,
E062,Bapuji Institute of Engineering and Technology  Davangere,CE,Civil Engineering,140245.0,,,144906.0,,,145048.0,,,11850.0,,
E062,Bapuji Institute of Engineering and Technology  Davangere,CH,Chemical,,,,93040.0,,,,,269331.0,,,
E062,Bapuji Institute of Engineering and Technology  Davangere,CS,Computer Science,37038.0,,44450.0,33260.0,35455.0,36653.0,36999.0,,43847.0,3152.0,,
E062,Bapuji Institute of Engineering and Technology  Davangere,EC,Electronics,43263.0,,,46528.0,,49621.0,45547.0,,,4341.0,,
E062,Bapuji Institute of Engineering and Technology  Davangere,EE,Electrical,71944.0,,,72780.0,,78957.0,97554.0,,,7500.0,,
E062,Bapuji Institute of Engineering and Technology  Davangere,IE,Information Science,54320.0,,59174.0,48919.0,55953.0,56404.0,52043.0,,81933.0,5045.0,,
E062,Bapuji Institute of Engineering and Technology  Davangere,ME,Mechanical,157844.0,,,165596.0,,,,14523.0,,,,
E062,Bapuji Institute of Engineering and Technology  Davangere,TX,Textiles,202767.0,,,175256.0,,197710.0,,,,,,
E063,SJM Institute of Techonology  Chitradurga,CE,Civil Engineering,219651.0,,,186437.0,,,,19496.0,,,,
E063,SJM Institute of Techonology  Chitradurga,CS,Computer Science,88079.0,,,97814.0,97873.0,102618.0,90425.0,,,9409.0,,
E063,SJM Institute of Techonology  Chitradurga,EC,Electronics,112993.0,,,,,10196.0,,,,,,
E063,SJM Institute of Techonology  Chitradurga,EE,Electrical,133065.0,,,136188.0,,,,,183896.0,,,
E063,SJM Institute of Techonology  Chitradurga,ME,Mechanical,,,,215811.0,,,238577.0,,,,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,AI,Artificial Intelligence,48560.0,,,53885.0,,,60891.0,,106183.0,5354.0,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,CE,Civil Engineering,173919.0,,,182161.0,,,160702.0,,,14756.0,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,CS,Computer Science,45541.0,,,50513.0,,56011.0,53288.0,,,4370.0,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,EC,Electronics,75807.0,,,84039.0,85638.0,86113.0,74438.0,,,6469.0,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,EE,Electrical,127734.0,,,,,9819.0,,,,,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,IE,Information Science,62243.0,,,60327.0,,,62333.0,,,5601.0,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,ME,Mechanical,,,,234182.0,,,,18103.0,,,,
E064,Adhichunchanagiri Institute of Technology  Chickmagalur,AI,Artificial Intelligence,,,157851.0,89598.0,,,,,,,,
E065,Jawaharlal Nehru National College of Engineering  Shimoga,AI,Artificial Intelligence,46035.0,,,40534.0,,,,,54805.0,3178.0,,
E065,Jawaharlal Nehru National College of Engineering  Shimoga,CE,Civil Engineering,166856.0,,,192374.0,,,,16743.0,,,,
E065,Jawaharlal Nehru National College of Engineering  Shimoga,CS,Computer Science,31646.0,,,29351.0,44401.0,40939.0,31191.0,,,2850.0,,
E065,Jawaharlal Nehru National College of Engineering  Shimoga,EC,Electronics,44721.0,,,51129.0,,51221.0,48213.0,,,4860.0,,
E065,Jawaharlal Nehru National College of Engineering  Shimoga,EE,Electrical,114457.0,,,83024.0,,,,7825.0,,,,
E066,"University B.D.T. college of Engineering, (H.GOV)  Davangere",CE,Civil Engineering,,130495.0,,,,12393.0,,,,,,
E066,"University B.D.T. college of Engineering, (H.GOV)  Davangere",CS,Computer Science,39048.0,,,44598.0,44981.0,47291.0,43654.0,,,4064.0,,
E066,"University B.D.T. college of Engineering, (H.GOV)  Davangere",EC,Electronics,79943.0,,85862.0,67645.0,71053.0,71212.0,77763.0,,99506.0,7700.0,,
E066,"University B.D.T. college of Engineering, (H.GOV)  Davangere",EE,Electrical,100104.0,,,112889.0,85265.0,,,12108.0,,,,
E066,"University B.D.T. college of Engineering, (H.GOV)  Davangere",ME,Mechanical,148509.0,,,146303.0,,,,14253.0,,,,
E066,"University B.D.T. college of Engineering, (H.GOV)  Davangere",AI,Artificial Intelligence,95947.0,,,100273.0,,,87656.0,,,9834.0,,
E070,"Bahubali College of Engineering  Hassan Dist,",AI,Artificial Intelligence,,,,109714.0,,112003.0,,,,10123.0,,
E070,"Bahubali College of Engineering  Hassan Dist,",CE,Civil Engineering,,,,220898.0,,,,,,,,
E070,"Bahubali College of Engineering  Hassan Dist,",CS,Computer Science,87196.0,,,88354.0,,,103100.0,,132165.0,7604.0,,
E070,"Bahubali College of Engineering  Hassan Dist,",EC,Electronics,106299.0,,,,,10244.0,,,,,,
E070,"Bahubali College of Engineering  Hassan Dist,",IE,Information Science,128130.0,,,113901.0,,,128283.0,,,10923.0,,
E070,"Bahubali College of Engineering  Hassan Dist,",ME,Mechanical,,,,248521.0,,,,,,,,
E071,Vidya Vardhaka College of Engineering  Mysuru,CS,Computer Science,26553.0,,32061.0,27698.0,,33634.0,26835.0,,,2034.0,,
E071,Vidya Vardhaka College of Engineering  Mysuru,CE,Civil Engineering,128020.0,,,117989.0,,,,9935.0,,,,
E071,Vidya Vardhaka College of Engineering  Mysuru,CS,Computer Science,24526.0,,24575.0,22096.0,28346.0,26026.0,25657.0,,33610.0,1661.0,,
E071,Vidya Vardhaka College of Engineering  Mysuru,EC,Electronics,33060.0,,,30073.0,40166.0,33231.0,36968.0,,,2439.0,,
E071,Vidya Vardhaka College of Engineering  Mysuru,EE,Electrical,38303.0,91440.0,,39661.0,,,41311.0,,176299.0,3616.0,,
E071,Vidya Vardhaka College of Engineering  Mysuru,IE,Information Science,28224.0,,,26618.0,,29130.0,36312.0,,,2021.0,,
E071,Vidya Vardhaka College of Engineering  Mysuru,ME,Mechanical,96222.0,,,7110.0,,,,,,,,
E075,Ballari Institute of Technology and Management  Near Allipur Bella,AI,Artificial Intelligence,75767.0,,,62633.0,,86143.0,63271.0,,,5453.0,,
E075,Ballari Institute of Technology and Management  Near Allipur Bella,CE,Civil Engineering,,,,187975.0,,,,,,,,
E075,Ballari Institute of Technology and Management  Near Allipur Bella,CS,Computer Science,42622.0,,,43384.0,52588.0,44402.0,,,,3722.0,,
E075,Ballari Institute of Technology and Management  Near Allipur Bella,EC,Electronics,85615.0,,,74463.0,,76314.0,60982.0,,,7473.0,,
E075,Ballari Institute of Technology and Management  Near Allipur Bella,EE,Electrical,119902.0,,,116039.0,,,,,,,,
E075,Ballari Institute of Technology and Management  Near Allipur Bella,ME,Mechanical,,,,270331.0,,,,,,21066.0,,
E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballar",CS,Computer Science,,,,94065.0,,,,,,,,
E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballar",CE,Civil Engineering,,,,,,,,,,20966.0,,
E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballar",CS,Computer Science,,,,86681.0,,111906.0,90860.0,,,,,
E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballar",EC,Electronics,130854.0,,,108233.0,,,,,,,,
E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,CE,Civil Engineering,160594.0,,,174817.0,,,,14631.0,,,,
E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,CS,Computer Science,35509.0,,,38039.0,,,37676.0,,55908.0,3153.0,,
E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,EC,Electronics,58069.0,,,63339.0,,66828.0,80739.0,,,5134.0,,
E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,EE,Electrical,116623.0,,,95480.0,98514.0,108774.0,95246.0,,,7885.0,,
E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,IE,Information Science,56834.0,,73328.0,50800.0,52052.0,,47391.0,,,,,
E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,ME,Mechanical,,,,,,,,,,,,
E078,The Oxford College of Engineering  Bangalore,AI,Artificial Intelligence,,80186.0,44522.0,34163.0,,,33299.0,,,3419.0,,
E078,The Oxford College of Engineering  Bangalore,BT,Biotechnology,51414.0,,,58235.0,,,62508.0,,174581.0,5011.0,,
E078,The Oxford College of Engineering  Bangalore,CE,Civil Engineering,178593.0,,,150090.0,,156512.0,,,,13914.0,,
E078,The Oxford College of Engineering  Bangalore,CS,Computer Science,37960.0,,,34595.0,35713.0,35844.0,31518.0,,,2915.0,,
E078,The Oxford College of Engineering  Bangalore,EC,Electronics,50714.0,,,50638.0,,55934.0,45411.0,,,4524.0,,
E078,The Oxford College of Engineering  Bangalore,EE,Electrical,84222.0,,,80277.0,,86324.0,80496.0,,149701.0,7213.0,,
E078,The Oxford College of Engineering  Bangalore,IE,Information Science,44633.0,,,39395.0,44204.0,48542.0,48774.0,,,3726.0,,
E078,The Oxford College of Engineering  Bangalore,ME,Mechanical,147150.0,,,140492.0,,,163338.0,,,,,
E079,Acharya Institute of Technology  Bangalore,AI,Artificial Intelligence,30560.0,,,26874.0,,28105.0,28706.0,,,2383.0,,
E079,Acharya Institute of Technology  Bangalore,BT,Biotechnology,,137137.0,,60866.0,,74328.0,64089.0,,,4281.0,,
E079,Acharya Institute of Technology  Bangalore,CE,Civil Engineering,149506.0,,,122772.0,,,143602.0,,,10433.0,,
E079,Acharya Institute of Technology  Bangalore,CS,Computer Science,24853.0,,27385.0,25546.0,27974.0,27355.0,27045.0,,37434.0,2034.0,,
E079,Acharya Institute of Technology  Bangalore,EC,Electronics,34779.0,,,31608.0,40472.0,32628.0,44718.0,,,2898.0,,
E079,Acharya Institute of Technology  Bangalore,EE,Electrical,54964.0,,,55943.0,,61517.0,76468.0,,,4619.0,,
E079,Acharya Institute of Technology  Bangalore,IE,Information Science,30378.0,,30494.0,29965.0,34679.0,33146.0,36325.0,,63292.0,2581.0,,
E079,Acharya Institute of Technology  Bangalore,ME,Mechanical,104434.0,,,,,,,8878.0,,,,
E081,H M S Institute of Technology  Tumkur,CE,Civil Engineering,,,,,215375.0,,,,,,,
E081,H M S Institute of Technology  Tumkur,CS,Computer Science,,,,,,,,,,,,
E081,H M S Institute of Technology  Tumkur,EC,Electronics,,,,113629.0,,117246.0,,,,,,
E081,H M S Institute of Technology  Tumkur,EE,Electrical,,,,125415.0,,,,,,,,
E081,H M S Institute of Technology  Tumkur,IE,Information Science,115019.0,,,107567.0,,,113260.0,,,9954.0,,
E081,H M S Institute of Technology  Tumkur,ME,Mechanical,221627.0,,,221479.0,,268482.0,,,,19867.0,,
E082,J S S Academy of Technical Education  Bangalore,CS,Computer Science,23416.0,,28041.0,23107.0,,24742.0,25455.0,,,1792.0,,
E082,J S S Academy of Technical Education  Bangalore,IE,Information Science,23774.0,,,23310.0,30018.0,24781.0,32405.0,,58772.0,1802.0,,
E082,J S S Academy of Technical Education  Bangalore,ME,Mechanical,134648.0,,,106045.0,,,126626.0,,,8997.0,,
E083,H.K.B.K.College of Engineering  Bangalore,AI,Artificial Intelligence,66203.0,,,65730.0,,73410.0,52690.0,,81976.0,5342.0,,
E083,H.K.B.K.College of Engineering  Bangalore,CS,Computer Science,59572.0,,66923.0,64462.0,70424.0,71808.0,50281.0,,,5099.0,,
E083,H.K.B.K.College of Engineering  Bangalore,EC,Electronics,88404.0,107365.0,,88947.0,,105263.0,80067.0,,,7257.0,,
E083,H.K.B.K.College of Engineering  Bangalore,IE,Information Science,80696.0,,,75184.0,83520.0,80567.0,64656.0,,,6211.0,,
E083,H.K.B.K.College of Engineering  Bangalore,ME,Mechanical,,,,,145074.0,,,14072.0,,,,
E085,"APS College of Engineering  Somanahalli, Bangalore",CS,Computer Science,,,,62916.0,,,,,,,,
E085,"APS College of Engineering  Somanahalli, Bangalore",CE,Civil Engineering,,,,154215.0,,,,,,,,
E085,"APS College of Engineering  Somanahalli, Bangalore",CS,Computer Science,61571.0,,,58113.0,,58535.0,56488.0,,,5094.0,,
E085,"APS College of Engineering  Somanahalli, Bangalore",EC,Electronics,72277.0,,,73244.0,91336.0,93890.0,70739.0,,,6988.0,,
E085,"APS College of Engineering  Somanahalli, Bangalore",IE,Information Science,74768.0,,,73517.0,,79672.0,95302.0,,,6407.0,,
E085,"APS College of Engineering  Somanahalli, Bangalore",ME,Mechanical,152910.0,,,137986.0,,,125981.0,,,,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Aneka,AI,Artificial Intelligence,69599.0,,,63557.0,,77060.0,93208.0,,,5263.0,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Aneka,CS,Computer Science,61943.0,,,64418.0,72729.0,64956.0,58404.0,,,5756.0,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Aneka,EC,Electronics,93045.0,,,100918.0,,105749.0,93249.0,,147745.0,8268.0,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Aneka,EE,Electrical,,,,111747.0,,,,,,,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Aneka,IE,Information Science,82189.0,,,81833.0,109553.0,87543.0,99811.0,,,6991.0,,
E086,Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Aneka,ME,Mechanical,187564.0,,,,,,,,,,,
E087,Vivekananada Institute of Technology  Bangalore,AI,Artificial Intelligence,71124.0,,73637.0,73954.0,,77950.0,74269.0,,,5943.0,,
E087,Vivekananada Institute of Technology  Bangalore,CE,Civil Engineering,,,,157655.0,,,,,,,,
E087,Vivekananada Institute of Technology  Bangalore,CS,Computer Science,61465.0,,,60483.0,68523.0,62464.0,71163.0,,,4999.0,,
E087,Vivekananada Institute of Technology  Bangalore,EC,Electronics,94966.0,,,91811.0,,,,7804.0,,,,
E087,Vivekananada Institute of Technology  Bangalore,IE,Information Science,84235.0,,,79788.0,88206.0,86363.0,85819.0,,129304.0,7027.0,,
E087,Vivekananada Institute of Technology  Bangalore,ME,Mechanical,198404.0,,,143618.0,,,,,,,,
E088,"Bangalore College of Engineering and Technology  Chandapura, Banga",EE,Electrical,,,144092.0,99379.0,,,,,,,,
E088,"Bangalore College of Engineering and Technology  Chandapura, Banga",IE,Information Science,80716.0,,,70983.0,,,88023.0,,,,,
E090,Sri Revana Siddeswara Institute of Technology  Bangalore North,CE,Civil Engineering,,,,188839.0,,,,,,,,
E090,Sri Revana Siddeswara Institute of Technology  Bangalore North,CS,Computer Science,70432.0,,,76267.0,,89307.0,93413.0,,,5775.0,,
E090,Sri Revana Siddeswara Institute of Technology  Bangalore North,EC,Electronics,99866.0,,,94333.0,110689.0,,,9270.0,,,,
E090,Sri Revana Siddeswara Institute of Technology  Bangalore North,ME,Mechanical,,,,191093.0,,,175208.0,,,17749.0,,
E091,K S Institute of Technology  Bangalore,AI,Artificial Intelligence,39399.0,,53897.0,42081.0,62152.0,46718.0,60571.0,,,3626.0,,
E091,K S Institute of Technology  Bangalore,CS,Computer Science,39214.0,,,37346.0,47280.0,37371.0,56201.0,,58130.0,3134.0,,
E091,K S Institute of Technology  Bangalore,EC,Electronics,56659.0,,,57770.0,,59052.0,53994.0,,,4642.0,,
E091,K S Institute of Technology  Bangalore,ME,Mechanical,207646.0,,,153164.0,,,13315.0,,,,,
E092,Vemana Institute of Technology  Bangalore,AI,Artificial Intelligence,56424.0,,,66124.0,,,54303.0,,,5455.0,,
E092,Vemana Institute of Technology  Bangalore,CE,Civil Engineering,174946.0,,,,,16861.0,,,,,,
E092,Vemana Institute of Technology  Bangalore,CS,Computer Science,47512.0,,,57101.0,,57128.0,51546.0,,,4927.0,,
E092,Vemana Institute of Technology  Bangalore,EC,Electronics,93953.0,,,97730.0,98601.0,,,7698.0,,,,
E092,Vemana Institute of Technology  Bangalore,IE,Information Science,76731.0,,91616.0,79252.0,,90335.0,72971.0,,120315.0,6519.0,,
E092,Vemana Institute of Technology  Bangalore,ME,Mechanical,203008.0,,,178899.0,,,,16763.0,,,,
E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist",CE,Civil Engineering,,,,193742.0,,,,,,,,
E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist",CS,Computer Science,98282.0,,,82665.0,,,,,,,,
E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist",EC,Electronics,,,,120523.0,,,,,,,,
E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist",ME,Mechanical,,,,,,,214981.0,,,,,
E094,Coorg Institute of Technology  Kodagu,EC,Electronics,134194.0,,,117327.0,,,,9905.0,,,,
E094,Coorg Institute of Technology  Kodagu,ME,Mechanical,,,,207971.0,,,,,216314.0,,,
E095,AMC Engineering College  Bangalore,AI,Artificial Intelligence,52423.0,,,51492.0,,59022.0,46964.0,,,4351.0,,
E095,AMC Engineering College  Bangalore,CS,Computer Science,55171.0,,,55869.0,67290.0,61258.0,52652.0,,,4664.0,,
E095,AMC Engineering College  Bangalore,CE,Civil Engineering,,,,131919.0,,,147262.0,,,12638.0,,
E095,AMC Engineering College  Bangalore,CS,Computer Science,41939.0,,42956.0,41842.0,45017.0,50105.0,46048.0,,52520.0,3738.0,,
E095,AMC Engineering College  Bangalore,EC,Electronics,62130.0,,,61652.0,75363.0,65267.0,61344.0,,,5271.0,,
E095,AMC Engineering College  Bangalore,EE,Electrical,95233.0,,,68631.0,,,,,151269.0,7286.0,,
E095,AMC Engineering College  Bangalore,IE,Information Science,54779.0,,,57309.0,62075.0,58955.0,53988.0,,,4853.0,,
E095,AMC Engineering College  Bangalore,ME,Mechanical,,,,,109992.0,,,,,,,
E096,East Point College of Engineering and Technology  Bangalore,CS,Computer Science,62408.0,109308.0,,55317.0,,67801.0,60990.0,,,4786.0,,
E096,East Point College of Engineering and Technology  Bangalore,CE,Civil Engineering,,,,,136915.0,,,,,,,
E096,East Point College of Engineering and Technology  Bangalore,CS,Computer Science,46411.0,,,48163.0,52525.0,51697.0,46049.0,,93163.0,4274.0,,
E096,East Point College of Engineering and Technology  Bangalore,EC,Electronics,77281.0,,,66984.0,,68741.0,79299.0,,,6431.0,,
E096,East Point College of Engineering and Technology  Bangalore,IE,Information Science,69438.0,,,70911.0,79728.0,74630.0,67738.0,,,5891.0,,
E096,East Point College of Engineering and Technology  Bangalore,ME,Mechanical,,,,128406.0,,,,,,,,
E097,C M R Institute of Technology  Bangalore,AI,Artificial Intelligence,24789.0,47166.0,27508.0,23374.0,,25715.0,23392.0,,39780.0,1848.0,,
E097,C M R Institute of Technology  Bangalore,CS,Computer Science,23692.0,,,19966.0,,,23284.0,63927.0,,1573.0,,
E097,C M R Institute of Technology  Bangalore,CS,Computer Science,18127.0,,,18590.0,21963.0,20946.0,18906.0,,,1440.0,,
E097,C M R Institute of Technology  Bangalore,EC,Electronics,33790.0,,,27480.0,37230.0,29376.0,34950.0,,45703.0,2435.0,,
E097,C M R Institute of Technology  Bangalore,IE,Information Science,22100.0,,,22565.0,26197.0,26545.0,31942.0,,,1848.0,,
E098,Atria Institute of Technology  Bangalore,AI,Artificial Intelligence,40885.0,,48988.0,44291.0,67456.0,52093.0,44225.0,,,3842.0,,
E098,Atria Institute of Technology  Bangalore,EC,Electronics,65671.0,,,64053.0,69844.0,75083.0,67715.0,,,5603.0,,
E098,Atria Institute of Technology  Bangalore,IE,Information Science,46947.0,,,51336.0,59851.0,54778.0,50747.0,,126994.0,4281.0,,
E098,Atria Institute of Technology  Bangalore,ME,Mechanical,,116858.0,,,127017.0,,,,,,,
E099,New Horizon College of Engineering  Bangalore,AI,Artificial Intelligence,20056.0,,,20834.0,31387.0,21622.0,23355.0,,,1505.0,,
E099,New Horizon College of Engineering  Bangalore,CS,Computer Science,20316.0,,22968.0,17354.0,20566.0,19094.0,23909.0,,27242.0,1369.0,,
E099,New Horizon College of Engineering  Bangalore,EC,Electronics,24107.0,,,24219.0,,26899.0,39700.0,52482.0,,2120.0,,
E099,New Horizon College of Engineering  Bangalore,EE,Electrical,50561.0,101252.0,,49073.0,,57222.0,58068.0,,,4009.0,,
E099,New Horizon College of Engineering  Bangalore,IE,Information Science,,,,,,,,,,,,
E099,New Horizon College of Engineering  Bangalore,ME,Mechanical,81868.0,,,94301.0,,,111382.0,,267759.0,8223.0,,
E100,K N S Institute of Technology  Bangalore,AI,Artificial Intelligence,74566.0,,,68785.0,,,,,99357.0,6555.0,,
E100,K N S Institute of Technology  Bangalore,CE,Civil Engineering,,,,,,,,16272.0,,,,
E100,K N S Institute of Technology  Bangalore,CS,Computer Science,70292.0,,,74007.0,,75385.0,61072.0,,,6096.0,,
E100,K N S Institute of Technology  Bangalore,EC,Electronics,96346.0,,,93369.0,,99193.0,97608.0,,,,,
E100,K N S Institute of Technology  Bangalore,IE,Information Science,77072.0,,,80744.0,,100438.0,84904.0,138594.0,,8016.0,,
E100,K N S Institute of Technology  Bangalore,ME,Mechanical,,,,,146750.0,,,,,,,
E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",CE,Civil Engineering,184453.0,,,182506.0,,,,18484.0,,,,
E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",CS,Computer Science,63788.0,,,61057.0,64503.0,67983.0,68990.0,,,5152.0,,
E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",EC,Electronics,78556.0,,,91856.0,,103172.0,96588.0,,,8512.0,,
E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",EE,Electrical,,,,104005.0,,,102246.0,,,9997.0,,
E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",IE,Information Science,76483.0,,,66548.0,72855.0,,,,,6220.0,,
E101,"Channabasaveshwara Institute of Technology  Gubbi, Tumkur",ME,Mechanical,169293.0,,,179718.0,,,163992.0,,,,,
E102,DONBOSCO Institute of Technology  Bangalore,CS,Computer Science,45184.0,,,44266.0,,45884.0,50009.0,138942.0,,3818.0,,
E102,DONBOSCO Institute of Technology  Bangalore,CE,Civil Engineering,,,,,,,,,,,,
E102,DONBOSCO Institute of Technology  Bangalore,ME,Mechanical,,,,,,,,,,,,
E103,Global Academy of Technology  Bangalore,AI,Artificial Intelligence,30792.0,,,30103.0,,33877.0,42342.0,85596.0,,,,
E103,Global Academy of Technology  Bangalore,CS,Computer Science,30456.0,,,32570.0,,38759.0,40199.0,,,2918.0,,
E103,Global Academy of Technology  Bangalore,CE,Civil Engineering,169686.0,,,141778.0,,,,13075.0,,,,
E103,Global Academy of Technology  Bangalore,CS,Computer Science,31478.0,,33105.0,29107.0,30089.0,30663.0,39359.0,,39782.0,2395.0,,
E103,Global Academy of Technology  Bangalore,EC,Electronics,44727.0,,53103.0,37501.0,47175.0,47085.0,77727.0,,,3505.0,,
E103,Global Academy of Technology  Bangalore,EE,Electrical,62947.0,62554.0,,,100484.0,,239521.0,5403.0,,,,
E103,Global Academy of Technology  Bangalore,IE,Information Science,33121.0,,,31299.0,33791.0,33891.0,45427.0,,66525.0,2761.0,,
E103,Global Academy of Technology  Bangalore,ME,Mechanical,172687.0,,,,,11286.0,,,,,,
E104,Nagarjuna College of Engineering and Technology  Bangalore (R),CS,Computer Science,62668.0,,,72493.0,89232.0,78438.0,68374.0,,75455.0,6242.0,,
E104,Nagarjuna College of Engineering and Technology  Bangalore (R),CE,Civil Engineering,194763.0,,,176892.0,,,,15170.0,,,,
E104,Nagarjuna College of Engineering and Technology  Bangalore (R),CS,Computer Science,61558.0,,63785.0,62254.0,64699.0,67847.0,64412.0,,,5619.0,,
E104,Nagarjuna College of Engineering and Technology  Bangalore (R),EC,Electronics,80319.0,,,83300.0,,91649.0,113909.0,,,8130.0,,
E104,Nagarjuna College of Engineering and Technology  Bangalore (R),IE,Information Science,71415.0,86044.0,90815.0,67789.0,,,67913.0,,,6243.0,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,AI,Artificial Intelligence,14011.0,,22189.0,13916.0,,,20029.0,,,1257.0,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,CE,Civil Engineering,,,,122203.0,,,,8862.0,,,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,CS,Computer Science,15642.0,,16843.0,14217.0,14560.0,16628.0,19924.0,,20232.0,1008.0,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,EC,Electronics,21663.0,,,20443.0,27183.0,21805.0,29935.0,,,1420.0,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,EE,Electrical,,,,33514.0,,46409.0,42671.0,87322.0,,,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,EC,Electronics,40068.0,,,27625.0,,42270.0,,,,2977.0,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,IE,Information Science,17606.0,,21575.0,16562.0,21309.0,20093.0,24230.0,,,1251.0,,
E105,Nitte Meenakshi Institutute of Technology  Bangalore,ME,Mechanical,56523.0,,,81370.0,,102748.0,63593.0,,,7056.0,,
E106,East West Institute of Technology  Bangalore,CS,Computer Science,54480.0,,,53883.0,60905.0,62493.0,71627.0,,84716.0,4749.0,,
E106,East West Institute of Technology  Bangalore,EC,Electronics,80922.0,,,80633.0,93857.0,90154.0,87904.0,,,6871.0,,
E106,East West Institute of Technology  Bangalore,EE,Electrical,93960.0,,,96159.0,,,111468.0,,,8871.0,,
E106,East West Institute of Technology  Bangalore,IE,Information Science,60411.0,,,68137.0,78041.0,71192.0,76206.0,,,6031.0,,
E106,East West Institute of Technology  Bangalore,ME,Mechanical,,,,15700.0,,,,,,,,
E107,B N M Institute of Technology  Bangalore,AI,Artificial Intelligence,21215.0,,,18410.0,30011.0,22834.0,23991.0,,,1586.0,,
E107,B N M Institute of Technology  Bangalore,CS,Computer Science,17550.0,,,17699.0,22681.0,20186.0,21268.0,,,1122.0,,
E107,B N M Institute of Technology  Bangalore,EC,Electronics,19624.0,,,22994.0,,27070.0,29829.0,,94431.0,1741.0,,
E107,B N M Institute of Technology  Bangalore,EE,Electrical,36184.0,,,40388.0,,57412.0,61911.0,235417.0,,3509.0,,
