College_Code,College_Name,Category,Branch,Cutoff_Rank,Year,Round,Exam_Type
E232,Reva University Bangalore,2AH,BJ B Tech in EE,60151,2023,1,CET
E232,Reva University Bangalore,2AKH,BJ B Tech in EE,104099,2023,1,CET
E232,Reva University Bangalore,GMH,BJ B Tech in EE,48717,2023,1,CET
E232,Reva University Bangalore,STH,BJ B Tech in EE,164827,2023,1,CET
E232,Reva University Bangalore,3AH,BL B Tech in AS,139600,2023,1,CET
E232,Reva University Bangalore,GMH,BL B Tech in AS,57975,2023,1,CET
E232,Reva University Bangalore,2AH,BP B Tech in CE,175722,2023,1,CET
E232,Reva University Bangalore,GMH,BP B Tech in CE,109827,2023,1,CET
E232,Reva University Bangalore,SCH,BP B Tech in CE,164696,2023,1,CET
E232,Reva University Bangalore,2AH,BU B Tech in CI,28348,2023,1,CET
E232,Reva University Bangalore,GMH,BU B Tech in CI,22485,2023,1,CET
E232,Reva University Bangalore,GMRH,BU B Tech in CI,37227,2023,1,CET
E232,Reva University Bangalore,SCH,BU B Tech in CI,93523,2023,1,CET
E232,Reva University Bangalore,2AH,BW B Tech in CS,17520,2023,1,CET
E232,Reva University Bangalore,3BH,BW B Tech in CS,15862,2023,1,CET
E232,Reva University Bangalore,GMH,BW B Tech in CS,15057,2023,1,CET
E232,Reva University Bangalore,GMRH,BW B Tech in CS,19188,2023,1,CET
E232,Reva University Bangalore,SCH,BW B Tech in CS,59729,2023,1,CET
E232,Reva University Bangalore,SCRH,BW B Tech in CS,79557,2023,1,CET
E232,Reva University Bangalore,STH,BW B Tech in CS,53620,2023,1,CET
E232,Reva University Bangalore,2BH,CL B Tech in EO,43780,2023,1,CET
E232,Reva University Bangalore,GMH,CL B Tech in EO,37582,2023,1,CET
E232,Reva University Bangalore,1H,CN B Tech in IB,59805,2023,1,CET
E232,Reva University Bangalore,GMH,CN B Tech in IB,24399,2023,1,CET
E232,Reva University Bangalore,3BH,CU B Tech in IS,17439,2023,1,CET
E232,Reva University Bangalore,3BRH,CU B Tech in IS,19941,2023,1,CET
E232,Reva University Bangalore,GMH,CU B Tech in IS,16392,2023,1,CET
E232,Reva University Bangalore,SCH,CU B Tech in IS,71375,2023,1,CET
E232,Reva University Bangalore,2AH,DB B Tech in ME,173515,2023,1,CET
E232,Reva University Bangalore,GMH,DB B Tech in ME,127388,2023,1,CET
E232,Reva University Bangalore,3AH,DD B Tech in MS,131913,2023,1,CET
