College_Code,College_Name,Branch_Code,Branch,Quota,Cutoff_Rank,Year,Round,Exam_Type
UNKNOWN,UNKNOWN,CS,Computers,STG,50515,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,STR,60489,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,1G,44613,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,2AG,55482,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,2AR,62938,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,2BG,57067,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,3AG,44901,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,3BG,49437,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,GM,44133,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,GMK,52506,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,GMR,51579,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,SCG,11474,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,SCR,13232,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,STG,10577,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,STK,13690,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,STR,161781,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AG,115738,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AR,176665,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2BG,33864,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3AG,8975,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3BG,25824,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GM,10666,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GMR,11828,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCG,18996,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCR,20638,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,STG,18474,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,1G,82342,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,2AG,69614,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,2BG,80752,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,3AG,62348,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,3AR,75949,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,3BG,64813,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,3BK,4298,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,GM,56025,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,GMR,64577,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,SCG,15456,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,SCR,16406,2024,0,KCET
UNKNOWN,UNKNOWN,RI,Robotics and AI,STG,11176,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,1G,3399,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2AG,139445,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2AR,157927,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2BG,14271,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,3AG,96628,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,3BG,20668,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,3BK,42226,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,3BR,3663,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,GM,84656,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,GMK,10109,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,GMR,11588,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,SCG,16990,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,SCR,18431,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,STG,17308,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,STR,202469,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,1G,47466,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,1R,63068,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2AG,37175,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2AR,40018,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2BG,40025,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2BK,99536,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,3AG,32718,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,3BG,33251,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,GM,30395,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,GMK,32074,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,GMR,33329,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,SCG,99492,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,SCR,10894,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,STG,70406,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,1G,81659,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,2AG,78300,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,2AK,91160,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,2AR,84957,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,2BG,77667,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,3AG,54356,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,3BG,61580,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,GM,54016,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,GMK,56148,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,GMR,68236,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,SCG,13531,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,SCK,15351,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,SCR,17494,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,STG,14037,2024,0,KCET
UNKNOWN,UNKNOWN,EE,Electrical,STR,159207,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,1G,4590,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,1R,23734,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AG,147255,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AK,6019,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AR,165082,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2BG,66603,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2BR,68524,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3AG,26458,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3AR,139609,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3BG,28008,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3BR,4133,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GM,12377,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GMK,14249,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GMR,13959,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCG,21859,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCK,23558,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCR,23760,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,STG,27288,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",1G,2722,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",2AG,100607,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",2AK,2920,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",2AR,135544,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",2BG,11555,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",3AG,11055,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",3BG,99036,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",GM,89955,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",GMK,10013,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",GMR,10344,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",SCG,18735,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",SCR,23403,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",STG,14871,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",1G,4050,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",2AG,5504,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",2AK,14441,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",2AR,7230,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",2BG,8309,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",3AG,3371,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",3BG,3743,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",GM,1447,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",GMR,4850,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",SCG,25239,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",SCR,35396,2024,0,KCET
UNKNOWN,UNKNOWN,AD,"ArtificialIntel, Data Sc",STG,26331,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",1G,6639,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",1R,10515,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",2AG,6438,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",2AK,10065,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",2AR,7717,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",2BG,9569,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",2BR,13555,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",3AG,3741,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",3AR,6254,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",3BG,4088,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",3BK,10278,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",3BR,5737,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",GM,2385,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",GMK,10014,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",GMR,5585,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",SCG,28648,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",SCK,40237,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",SCR,41356,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",STG,31619,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",STK,35989,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",STR,34369,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,1G,37100,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,2AG,25496,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,2AR,48328,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,2BG,35302,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,3AG,15509,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,3BG,20189,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,GM,11086,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,GMK,32701,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,GMR,34867,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,SCG,54918,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,SCR,66074,2024,0,KCET
UNKNOWN,UNKNOWN,BT,Bio Technology,STG,73771,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",1G,6900,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",2AG,6233,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",2BG,8570,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",3AG,4998,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",3BG,4402,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",GM,355,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",GMK,13701,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",GMR,7506,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",SCG,31264,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",SCK,97742,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",STG,34127,2024,0,KCET
UNKNOWN,UNKNOWN,CB,"Comp. Sc. andBus Sys.",STR,70152,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,1G,43535,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2AG,60488,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2AK,88227,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2AR,78459,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,3AG,38722,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,3BG,41883,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,GM,31583,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,GMR,40528,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,SCG,94129,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,SCR,10560,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,STG,90177,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,1G,46599,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,2AG,28793,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,2AR,47811,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,2BG,66490,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,3AG,24560,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,3BG,33660,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,GM,17780,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,GMK,47698,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,GMR,30126,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,SCG,98713,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,SCR,13330,2024,0,KCET
UNKNOWN,UNKNOWN,CH,Chemical,STG,84349,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,1G,5145,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,1K,7521,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,1R,7869,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2AG,4983,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2AK,8006,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2AR,7073,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2BG,7000,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2BK,8765,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2BR,10205,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3AG,3193,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3AK,8969,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3AR,4508,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3BG,3483,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3BK,7414,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3BR,4376,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,GM,2058,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,GMK,6150,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,GMR,4069,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,SCG,22345,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,SCK,28852,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,SCR,31809,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,STG,23082,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,STK,25565,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,STR,29644,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",1G,5232,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",2AG,5808,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",2BG,8380,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",3AG,3330,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",3BG,3521,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",3BR,4524,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",GM,2081,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",GMK,7845,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",GMR,4180,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",SCG,25670,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",STG,24592,2024,0,KCET
UNKNOWN,UNKNOWN,DS,"Comp. Sc. Engg-Data Sc.",STR,32856,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,1G,9249,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,1K,15065,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,1R,11714,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2AG,8096,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2AK,14776,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2AR,9934,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2BG,13803,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,2BR,17463,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,3AG,5244,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,3AK,20051,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,3AR,8325,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,3BG,5223,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,3BR,8621,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,GM,3219,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,GMK,11976,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,GMR,8092,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,SCG,41193,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,SCK,53475,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,SCR,50373,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,STG,37821,2024,0,KCET
UNKNOWN,UNKNOWN,EC,Electronics,STR,44826,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",1G,6646,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",1R,15782,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",2AG,6651,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",3AR,6926,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",3BG,4317,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",GM,2456,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",GMR,5635,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",SCG,34166,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",SCK,57941,2024,0,KCET
UNKNOWN,UNKNOWN,IC,"CS-IoT, CyberSecurity",STG,36991,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AG,38826,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AR,56595,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2BG,56609,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2BK,82632,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3AG,23435,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3BG,21721,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GM,16882,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GMR,35092,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCG,10157,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCR,12706,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,STG,62623,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,1G,11700,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,2AG,8543,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,2AR,9643,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,2BG,9753,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,3AG,4673,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,3BG,5034,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,GM,4537,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,GMR,8828,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,SCG,32410,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,SCK,40097,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,SCR,44224,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,STG,33335,2024,0,KCET
UNKNOWN,UNKNOWN,IE,Info.Science,STR,47042,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,1G,85151,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,1R,12612,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2AG,64164,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,2BG,71218,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,3BG,48650,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GM,44475,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GMK,66659,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,GMR,69416,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,SCG,12581,2024,0,KCET
UNKNOWN,UNKNOWN,ME,Mechanical,STG,10712,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",1G,59537,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",2AG,65215,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",3BG,58919,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",3BR,77458,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",GM,38362,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",GMK,52492,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",GMR,67117,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",SCG,62544,2024,0,KCET
UNKNOWN,UNKNOWN,AI,"ArtificialIntelligence",STG,11587,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",1G,96754,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",2AG,92558,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",3BG,71679,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",GM,61954,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",GMK,89653,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",GMR,82021,2024,0,KCET
UNKNOWN,UNKNOWN,CD,"Computer Sc.and Design",SCG,10351,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2AG,179429,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,2AR,10808,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,3BG,14829,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,GM,11347,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,GMR,13466,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,SCG,14388,2024,0,KCET
UNKNOWN,UNKNOWN,CE,Civil,STG,21482,2024,0,KCET
UNKNOWN,UNKNOWN,CR,Ceramics,2AG,201909,2024,0,KCET
UNKNOWN,UNKNOWN,CR,Ceramics,GM,92949,2024,0,KCET
UNKNOWN,UNKNOWN,CR,Ceramics,SCG,21407,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,1G,41805,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2AG,44896,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2AR,49216,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,2BG,34159,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3AG,46713,2024,0,KCET
UNKNOWN,UNKNOWN,CS,Computers,3BG,35106,2024,0,KCET
