,0
train_mae,69310.10951357886
val_mae,81594.30282617775
test_mae,109594.69142063813
train_rmse,82738.70971994588
val_rmse,96575.33494982468
test_rmse,128868.49828367094
train_r2,-2.3526638652736143
val_r2,-2.4941765368306923
test_r2,-2.613234679552752
train_mape,99.9649966225058
val_mape,99.97110322650398
test_mape,99.97859710002014
train_accuracy,0.035003377494206234
val_accuracy,0.02889677349601527
test_accuracy,0.021402899979861445
