College_Branch_target_enc,hist_mean,hist_count
27331.88973739515,29323.75,52
27368.773451443296,28514.204545454544,44
27415.820127195344,29272.95588235294,68
27474.56283463913,13537.0,1
27512.35293453967,31368.021739130436,46
27549.39148542212,51105.92452830189,53
27606.504433219216,46238.09333333333,75
27636.97994749132,32708.0,2
27644.65664041233,39176.0,3
27713.38796849479,7461.0,1
27740.65664041233,11799.75,4
27741.73496061849,41003.0,1
27758.13143968096,33112.5,100
27766.15664041233,31864.5,2
27806.617480309244,29849.0,2
27811.882204719328,31844.0,1
27823.190393700486,29702.396226415094,53
27823.985216630303,30222.0,49
27836.882204719328,34504.0,1
27863.106539889774,29831.14285714286,42
27866.367480309244,53150.0,1
27895.21553805266,19365.333333333332,3
27901.15664041233,20300.0,1
27906.999540782246,24842.04,25
27967.37679909985,25899.675675675677,37
27984.333029507445,29224.775510204083,49
28001.95032657766,27096.233333333334,30
28025.659982497105,12829.0,1
28041.815118109964,25944.409090909092,44
28130.548871386,18010.5,2
28151.222716917226,30496.04761904762,21
28159.882204719328,28712.0,1
28182.38796849479,23397.5,2
28203.58796849479,21613.666666666668,3
28204.97532131028,24162.208333333332,24
