College_Code,Branch,Category,Min_Round,Max_Round,Round_Count,Best_Rank,Worst_Rank,Avg_Rank_Combo,Rank_Range,Trend_Signal
E027,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,4,3,1566,4024,2723.0,2458,Deteriorated
E027,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),KKR,1,2,2,7825,10638,9232.0,2813,Deteriorated
E027,ME- Mechanical Engineering,GM,4,4,1,25036,25036,25036.0,0,SingleRound
E027,ME-Mechanical Engineering,GM,1,3,2,6079,11385,8732.0,5306,Deteriorated
E027,ME-Mechanical Engineering,KKR,1,2,2,43024,49030,46027.0,6006,Deteriorated
E028,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,5697,18563,11073.0,12866,Deteriorated
E028,AI-Artificial Intelligence & Machine Learning,KKR,1,2,2,22703,32944,27824.0,10241,Deteriorated
E028,CB-Computer Science & Business Systems,GM,1,4,3,5040,13630,8696.0,8590,Deteriorated
E028,CB-Computer Science & Business Systems,KKR,1,2,2,26266,27782,27024.0,1516,Deteriorated
E028,CS-Computer Science & Engineering,GM,1,4,3,4647,12938,8231.0,8291,Deteriorated
E028,CS-Computer Science & Engineering,KKR,1,2,2,19551,26964,23258.0,7413,Deteriorated
E028,CV-Civil Engineering,GM,1,4,3,29748,95282,57853.0,65534,Deteriorated
E028,CV-Civil Engineering,KKR,1,1,1,89012,89012,89012.0,0,SingleRound
E028,EC-Electronics & Comm- unication Engineering,GM,4,4,1,24247,24247,24247.0,0,SingleRound
E028,EC-Electronics & Comm-unication Engineering,GM,1,1,1,7019,7019,7019.0,0,SingleRound
E028,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,25841,25841,25841.0,0,SingleRound
E028,EC-Electronics & Communication Engineering,GM,3,3,1,12506,12506,12506.0,0,SingleRound
E028,EC-Electronics & Communication Engineering,KKR,2,2,1,46639,46639,46639.0,0,SingleRound
E028,EE-Electrical & Electronics Engineering,GM,1,4,3,9607,37740,22182.0,28133,Deteriorated
E028,EE-Electrical & Electronics Engineering,KKR,1,1,1,42795,42795,42795.0,0,SingleRound
E028,ME- Mechanical Engineering,GM,4,4,1,93438,93438,93438.0,0,SingleRound
E028,ME-Mechanical Engineering,GM,1,3,2,17150,34562,25856.0,17412,Deteriorated
E028,ME-Mechanical Engineering,KKR,1,1,1,71070,71070,71070.0,0,SingleRound
E030,AI-Artificial Intelligence & Machine Learning,GM,1,3,2,49216,95743,72480.0,46527,Deteriorated
E030,CS-Computer Science & Engineering,GM,1,4,3,65098,96735,84542.0,31637,Deteriorated
E030,EC-Electronics & Comm-unication Engineering,GM,1,1,1,99669,99669,99669.0,0,SingleRound
E030,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,1,1,100010,100010,100010.0,0,SingleRound
E030,IS-Information Science & Engineering,GM,1,1,1,100084,100084,100084.0,0,SingleRound
E032,AD-Artificial Intelligence & Data Science,GM,1,4,3,13021,51311,27926.0,38290,Deteriorated
E032,AD-Artificial Intelligence & Data Science,KKR,1,2,2,39918,52197,46058.0,12279,Deteriorated
E032,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,12597,47001,26482.0,34404,Deteriorated
E032,AI-Artificial Intelligence & Machine Learning,KKR,1,2,2,37232,50273,43752.0,13041,Deteriorated
E032,CD-Computer Science & Engineering (Data Science),GM,1,4,3,10821,29977,18745.0,19156,Deteriorated
E032,CD-Computer Science & Engineering (Data Science),KKR,1,2,2,36588,55443,46016.0,18855,Deteriorated
E032,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),GM,1,4,3,9689,24260,16145.0,14571,Deteriorated
E032,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),KKR,1,2,2,37116,49792,43454.0,12676,Deteriorated
E032,CS-Computer Science & Engineering,GM,1,4,3,8542,22573,14871.0,14031,Deteriorated
E032,CS-Computer Science & Engineering,KKR,1,2,2,28292,38556,33424.0,10264,Deteriorated
E032,EC-Electronics & Comm- unication Engineering,GM,4,4,1,89681,89681,89681.0,0,SingleRound
E032,EC-Electronics & Comm-unication Engineering,GM,1,1,1,16897,16897,16897.0,0,SingleRound
E032,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,47763,47763,47763.0,0,SingleRound
E032,EC-Electronics & Communication Engineering,GM,3,3,1,27677,27677,27677.0,0,SingleRound
E032,EC-Electronics & Communication Engineering,KKR,2,2,1,89534,89534,89534.0,0,SingleRound
E032,IS-Information Science & Engineering,GM,1,4,3,12984,54242,28915.0,41258,Deteriorated
E032,IS-Information Science & Engineering,KKR,1,2,2,36289,63050,49670.0,26761,Deteriorated
E033,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,21151,88161,48729.0,67010,Deteriorated
E033,AI-Artificial Intelligence & Machine Learning,KKR,1,1,1,58404,58404,58404.0,0,SingleRound
E033,CD-Computer Science & Engineering (Data Science),GM,1,4,3,20795,79485,45177.0,58690,Deteriorated
E033,CD-Computer Science & Engineering (Data Science),KKR,1,1,1,55443,55443,55443.0,0,SingleRound
E033,CS-Computer Science & Engineering,GM,1,4,3,18356,81358,43370.0,63002,Deteriorated
E033,CS-Computer Science & Engineering,KKR,1,2,2,52424,91612,72018.0,39188,Deteriorated
E033,CV-Civil Engineering,GM,1,3,2,83844,86899,85372.0,3055,Deteriorated
E033,EC-Electronics & Comm- unication Engineering,GM,4,4,1,89884,89884,89884.0,0,SingleRound
E033,EC-Electronics & Comm-unication Engineering,GM,1,1,1,30849,30849,30849.0,0,SingleRound
E033,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,65459,65459,65459.0,0,SingleRound
E033,EC-Electronics & Communication Engineering,GM,3,3,1,78410,78410,78410.0,0,SingleRound
E033,EE-Electrical & Electronics Engineering,GM,1,3,2,41405,102197,71801.0,60792,Deteriorated
E033,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,4,3,23033,86935,50434.0,63902,Deteriorated
E033,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),KKR,1,1,1,65476,65476,65476.0,0,SingleRound
E033,IS-Information Science & Engineering,GM,1,4,3,25016,89496,55835.0,64480,Deteriorated
E033,IS-Information Science & Engineering,KKR,1,1,1,70849,70849,70849.0,0,SingleRound
E033,ME-Mechanical Engineering,GM,1,3,2,68367,87379,77873.0,19012,Improved
E035,AD-Artificial Intelligence & Data Science,GM,1,1,1,99218,99218,99218.0,0,SingleRound
E035,CS-Computer Science & Engineering,GM,1,3,2,89505,101925,95715.0,12420,Improved
E035,EC-Electronics & Comm-unication Engineering,GM,1,1,1,98724,98724,98724.0,0,SingleRound
E035,IS-Information Science & Engineering,GM,1,4,2,76627,89505,83066.0,12878,Deteriorated
E035,ME-Mechanical Engineering,GM,1,1,1,87659,87659,87659.0,0,SingleRound
E036,MAE-Mechanical & Aerospace Enginnering,GM,1,1,1,80490,80490,80490.0,0,SingleRound
E037,AI-Artificial Intelligence & Machine Learning,GM,1,3,2,81421,100898,91160.0,19477,Improved
E037,CS-Computer Science & Engineering,GM,1,1,1,78081,78081,78081.0,0,SingleRound
E037,CS-Computer Science & Engineering,KKR,1,1,1,94348,94348,94348.0,0,SingleRound
E037,EC-Electronics & Comm-unication Engineering,GM,1,1,1,92704,92704,92704.0,0,SingleRound
E037,EC-Electronics & Communication Engineering,GM,3,3,1,80066,80066,80066.0,0,SingleRound
E037,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,1,1,91179,91179,91179.0,0,SingleRound
E037,IS-Information Science & Engineering,GM,1,1,1,101819,101819,101819.0,0,SingleRound
E037,ME-Mechanical Engineering,GM,1,1,1,88524,88524,88524.0,0,SingleRound
E038,AD-Artificial Intelligence & Data Science,GM,1,1,1,96402,96402,96402.0,0,SingleRound
E038,AI-Artificial Intelligence & Machine Learning,GM,1,1,1,95657,95657,95657.0,0,SingleRound
E038,CS-Computer Science & Engineering,GM,1,3,2,73298,101248,87273.0,27950,Deteriorated
E038,CY-Computer Science & Engineering (Cyber Security),GM,1,1,1,97942,97942,97942.0,0,SingleRound
E038,EC-Electronics & Comm-unication Engineering,GM,1,1,1,51953,51953,51953.0,0,SingleRound
E039,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,11571,46862,26186.0,35291,Deteriorated
E039,AI-Artificial Intelligence & Machine Learning,KKR,1,2,2,34142,37892,36017.0,3750,Deteriorated
E039,CA-Computer Science & Engineering (Artificial Intelligence),GM,1,4,3,13099,49371,27796.0,36272,Deteriorated
E039,CA-Computer Science & Engineering (Artificial Intelligence),KKR,1,2,2,32764,49121,40942.0,16357,Deteriorated
E039,CD-Computer Science & Engineering (Data Science),GM,1,4,3,13368,50393,28881.0,37025,Deteriorated
E039,CD-Computer Science & Engineering (Data Science),KKR,1,1,1,38595,38595,38595.0,0,SingleRound
E039,CG-Computer Science & Design,GM,1,4,3,16872,86484,43415.0,69612,Deteriorated
E039,CG-Computer Science & Design,KKR,1,2,2,47934,58404,53169.0,10470,Deteriorated
E039,CS-Computer Science & Engineering,GM,1,4,3,13083,47289,27436.0,34206,Deteriorated
E039,CS-Computer Science & Engineering,KKR,1,2,2,32679,46617,39648.0,13938,Deteriorated
E039,CY-Computer Science & Engineering (Cyber Security),GM,1,4,3,13694,55266,31058.0,41572,Deteriorated
E039,CY-Computer Science & Engineering (Cyber Security),KKR,1,2,2,38685,49312,43998.0,10627,Deteriorated
E039,EC-Electronics & Comm- unication Engineering,GM,4,4,1,97456,97456,97456.0,0,SingleRound
E039,EC-Electronics & Comm-unication Engineering,GM,1,1,1,18590,18590,18590.0,0,SingleRound
E039,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,44480,44480,44480.0,0,SingleRound
E039,EC-Electronics & Communication Engineering,GM,3,3,1,30294,30294,30294.0,0,SingleRound
E039,EC-Electronics & Communication Engineering,KKR,2,2,1,66289,66289,66289.0,0,SingleRound
E039,EE-Electrical & Electronics Engineering,GM,1,4,3,21608,80140,46846.0,58532,Deteriorated
E039,EE-Electrical & Electronics Engineering,KKR,1,1,1,50837,50837,50837.0,0,SingleRound
E039,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,4,3,15483,83190,42019.0,67707,Deteriorated
E039,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),KKR,1,2,2,44163,62184,53174.0,18021,Deteriorated
E039,IS-Information Science & Engineering,GM,1,4,3,17436,97796,47609.0,80360,Deteriorated
E039,IS-Information Science & Engineering,KKR,1,2,2,40253,59021,49637.0,18768,Deteriorated
E040,AE- Aeronautical Engineering,GM,4,4,1,45572,45572,45572.0,0,SingleRound
E040,AE-Aeronautical Engineering,GM,1,3,2,11671,24269,17970.0,12598,Deteriorated
E040,AE-Aeronautical Engineering,KKR,1,2,2,48305,68274,58290.0,19969,Deteriorated
E040,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,2785,6927,4675.0,4142,Deteriorated
E040,AI-Artificial Intelligence & Machine Learning,KKR,1,2,2,12294,13569,12932.0,1275,Deteriorated
E040,AU- Automobile Engineering,GM,4,4,1,94631,94631,94631.0,0,SingleRound
E040,AU-Automobile Engineering,GM,1,3,2,19562,42671,31116.0,23109,Deteriorated
E040,AU-Automobile Engineering,KKR,1,1,1,91938,91938,91938.0,0,SingleRound
E040,BT- Biotechnology,GM,3,3,1,35796,35796,35796.0,0,SingleRound
E040,BT-Bio- technology,GM,4,4,1,75923,75923,75923.0,0,SingleRound
E040,BT-Bio-technology,GM,1,1,1,24647,24647,24647.0,0,SingleRound
E040,BT-Bio-technology,KKR,1,1,1,81479,81479,81479.0,0,SingleRound
E040,CB-Computer Science & Business Systems,GM,1,4,3,3324,9116,5821.0,5792,Deteriorated
E040,CB-Computer Science & Business Systems,KKR,1,2,2,14035,19497,16766.0,5462,Deteriorated
E040,CD-Computer Science & Engineering (Data Science),GM,1,4,3,2577,6713,4384.0,4136,Deteriorated
E040,CD-Computer Science & Engineering (Data Science),KKR,1,2,2,11631,14035,12833.0,2404,Deteriorated
E040,CG-Computer Science & Design,GM,1,4,3,3436,9492,6063.0,6056,Deteriorated
E040,CG-Computer Science & Design,KKR,1,2,2,14134,22498,18316.0,8364,Deteriorated
E040,CH-Chemical Engineering,GM,1,4,3,21146,99981,50993.0,78835,Deteriorated
E040,CH-Chemical Engineering,KKR,1,1,1,45454,45454,45454.0,0,SingleRound
E040,CS-Computer Science & Engineering,GM,1,4,3,2385,5873,3972.0,3488,Deteriorated
E040,CS-Computer Science & Engineering,KKR,1,2,2,9160,12848,11004.0,3688,Deteriorated
E040,CV-Civil Engineering,GM,1,3,2,26795,52145,39470.0,25350,Deteriorated
E040,CV-Civil Engineering,KKR,1,1,1,76808,76808,76808.0,0,SingleRound
E040,CY-Computer Science & Engineering (Cyber Security),GM,1,4,3,2870,7599,4956.0,4729,Deteriorated
E040,CY-Computer Science & Engineering (Cyber Security),KKR,1,2,2,12864,14089,13476.0,1225,Deteriorated
E040,EC-Electronics & Comm- unication Engineering,GM,4,4,1,16919,16919,16919.0,0,SingleRound
E040,EC-Electronics & Comm-unication Engineering,GM,1,1,1,5005,5005,5005.0,0,SingleRound
E040,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,16647,16647,16647.0,0,SingleRound
E040,EC-Electronics & Communication Engineering,GM,3,3,1,8789,8789,8789.0,0,SingleRound
E040,EC-Electronics & Communication Engineering,KKR,2,2,1,23868,23868,23868.0,0,SingleRound
E040,EE-Electrical & Electronics Engineering,GM,1,4,3,8458,52752,27000.0,44294,Deteriorated
E040,EE-Electrical & Electronics Engineering,KKR,1,2,2,38300,54735,46518.0,16435,Deteriorated
E040,EI-Electronics & Instrument- ation Engineering,GM,4,4,1,64019,64019,64019.0,0,SingleRound
E040,EI-Electronics & Instrument-ation Engineering,GM,1,1,1,9660,9660,9660.0,0,SingleRound
E040,EI-Electronics & Instrument-ation Engineering,KKR,1,1,1,48744,48744,48744.0,0,SingleRound
E040,EI-Electronics & Instrumentation Engineering,GM,3,3,1,19703,19703,19703.0,0,SingleRound
E040,EI-Electronics & Instrumentation Engineering,KKR,2,2,1,43743,43743,43743.0,0,SingleRound
E040,ET-Electronics & Tele- communication Engineering,KKR,2,2,1,74743,74743,74743.0,0,SingleRound
E040,ET-Electronics & Telecomm- unication Engineering,GM,4,4,1,44929,44929,44929.0,0,SingleRound
E040,ET-Electronics & Telecommu- nication Engineering,GM,1,1,1,8811,8811,8811.0,0,SingleRound
E040,ET-Electronics & Telecommu- nication Engineering,KKR,1,1,1,45272,45272,45272.0,0,SingleRound
E040,ET-Electronics & Telecommunicati on Engineering,GM,3,3,1,16181,16181,16181.0,0,SingleRound
E040,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,4,3,3147,8634,5557.0,5487,Deteriorated
E040,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),KKR,1,2,2,13270,20086,16678.0,6816,Deteriorated
E040,IS-Information Science & Engineering,GM,1,4,3,3344,8418,5554.0,5074,Deteriorated
E040,IS-Information Science & Engineering,KKR,1,2,2,12778,17381,15080.0,4603,Deteriorated
E040,MD-Medical Electronics Engineering,GM,1,4,3,22521,63118,42575.0,40597,Deteriorated
E040,ME- Mechanical Engineering,GM,4,4,1,99998,99998,99998.0,0,SingleRound
E040,ME-Mechanical Engineering,GM,1,3,2,17062,34153,25608.0,17091,Deteriorated
E040,ME-Mechanical Engineering,KKR,1,2,2,68274,81146,74710.0,12872,Deteriorated
E040,RI-Robotics & Artificial Intelligence,GM,1,4,3,3613,11500,7058.0,7887,Deteriorated
E040,RI-Robotics & Artificial Intelligence,KKR,1,2,2,18394,23669,21032.0,5275,Deteriorated
E041,AD-Artificial Intelligence & Data Science,GM,1,3,2,40072,79648,59860.0,39576,Deteriorated
E041,AD-Artificial Intelligence & Data Science,KKR,1,1,1,99310,99310,99310.0,0,SingleRound
E041,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),GM,1,3,2,43007,94009,68508.0,51002,Deteriorated
E041,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),KKR,1,1,1,88135,88135,88135.0,0,SingleRound
E041,CS-Computer Science & Engineering,GM,1,4,3,38648,101294,72293.0,62646,Deteriorated
E041,CS-Computer Science & Engineering,KKR,1,2,2,62015,73114,67564.0,11099,Improved
E041,EC-Electronics & Comm-unication Engineering,GM,1,1,1,64106,64106,64106.0,0,SingleRound
E041,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,101593,101593,101593.0,0,SingleRound
E041,EC-Electronics & Communication Engineering,GM,3,3,1,91686,91686,91686.0,0,SingleRound
E041,EE-Electrical & Electronics Engineering,GM,1,1,1,97084,97084,97084.0,0,SingleRound
E041,IS-Information Science & Engineering,GM,1,3,2,57281,64523,60902.0,7242,Deteriorated
E041,IS-Information Science & Engineering,KKR,1,1,1,95488,95488,95488.0,0,SingleRound
E042,AE-Aeronautical Engineering,GM,1,3,2,33345,90800,62072.0,57455,Deteriorated
E042,AE-Aeronautical Engineering,KKR,1,1,1,51973,51973,51973.0,0,SingleRound
E042,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,15752,67962,36626.0,52210,Deteriorated
E042,AI-Artificial Intelligence & Machine Learning,KKR,1,2,2,40677,51238,45958.0,10561,Deteriorated
E042,CB-Computer Science & Business Systems,GM,1,4,3,17362,92155,46132.0,74793,Deteriorated
E042,CB-Computer Science & Business Systems,KKR,1,2,2,49460,75830,62645.0,26370,Deteriorated
E042,CS-Computer Science & Engineering,GM,1,4,3,14081,57489,31319.0,43408,Deteriorated
E042,CS-Computer Science & Engineering,KKR,1,2,2,39732,49404,44568.0,9672,Deteriorated
E042,CV-Civil Engineering,GM,1,3,2,46972,60195,53584.0,13223,Improved
E042,CV-Civil Engineering,KKR,1,1,1,91286,91286,91286.0,0,SingleRound
E042,EC-Electronics & Comm- unication Engineering,GM,4,4,1,80883,80883,80883.0,0,SingleRound
E042,EC-Electronics & Comm-unication Engineering,GM,1,1,1,19462,19462,19462.0,0,SingleRound
E042,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,47067,47067,47067.0,0,SingleRound
E042,EC-Electronics & Communication Engineering,GM,3,3,1,31182,31182,31182.0,0,SingleRound
E042,EC-Electronics & Communication Engineering,KKR,2,2,1,64294,64294,64294.0,0,SingleRound
E042,IS-Information Science & Engineering,GM,1,4,3,17287,96203,47293.0,78916,Deteriorated
E042,IS-Information Science & Engineering,KKR,1,2,2,43494,65476,54485.0,21982,Deteriorated
E043,AI-Artificial Intelligence & Machine Learning,GM,1,1,1,84872,84872,84872.0,0,SingleRound
E043,CD-Computer Science & Engineering (Data Science),GM,1,1,1,93214,93214,93214.0,0,SingleRound
E043,CS-Computer Science & Engineering,GM,1,1,1,95054,95054,95054.0,0,SingleRound
E043,EC-Electronics & Comm-unication Engineering,GM,1,1,1,48759,48759,48759.0,0,SingleRound
E043,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,1,1,76564,76564,76564.0,0,SingleRound
E043,IS-Information Science & Engineering,GM,1,1,1,79106,79106,79106.0,0,SingleRound
E043,ME-Mechanical Engineering,GM,1,1,1,56962,56962,56962.0,0,SingleRound
E044,CS-Computer Science & Engineering,GM,1,1,1,98243,98243,98243.0,0,SingleRound
E044,IS-Information Science & Engineering,GM,1,1,1,81978,81978,81978.0,0,SingleRound
E045,AD-Artificial Intelligence & Data Science,GM,1,4,3,84710,98989,94229.0,14279,Deteriorated
E045,CS-Computer Science & Engineering,GM,1,4,3,66297,100705,81294.0,34408,Improved
E045,EC-Electronics & Comm- unication Engineering,GM,4,4,1,72750,72750,72750.0,0,SingleRound
E045,EC-Electronics & Comm-unication Engineering,GM,1,1,1,94494,94494,94494.0,0,SingleRound
E045,IS-Information Science & Engineering,GM,1,1,1,90567,90567,90567.0,0,SingleRound
E046,AD-Artificial Intelligence & Data Science,GM,1,4,3,46128,98557,76503.0,52429,Deteriorated
E046,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),GM,1,3,2,44218,98787,71502.0,54569,Deteriorated
E046,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),KKR,1,1,1,88315,88315,88315.0,0,SingleRound
E046,CS-Computer Science & Engineering,GM,1,4,3,47123,100510,81427.0,53387,Deteriorated
E046,CS-Computer Science & Engineering,KKR,1,2,2,87671,94289,90980.0,6618,Deteriorated
E046,CV-Civil Engineering,GM,1,1,1,77453,77453,77453.0,0,SingleRound
E046,EC-Electronics & Comm-unication Engineering,GM,1,1,1,96597,96597,96597.0,0,SingleRound
E046,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,3,2,58596,77102,67849.0,18506,Deteriorated
E046,IS-Information Science & Engineering,GM,1,3,2,63046,93471,78258.0,30425,Improved
E048,AD-Artificial Intelligence & Data Science,GM,1,3,2,58446,93490,75968.0,35044,Deteriorated
E048,AD-Artificial Intelligence & Data Science,KKR,1,1,1,59464,59464,59464.0,0,SingleRound
E048,AI-Artificial Intelligence & Machine Learning,GM,1,3,2,63275,86818,75046.0,23543,Deteriorated
E048,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),GM,1,4,3,66560,96116,79675.0,29556,Deteriorated
E048,CS-Computer Science & Engineering,GM,1,4,3,62492,94259,80001.0,31767,Deteriorated
E048,CS-Computer Science & Engineering,KKR,1,1,1,91622,91622,91622.0,0,SingleRound
E048,CV-Civil Engineering,GM,1,1,1,85840,85840,85840.0,0,SingleRound
E048,EC-Electronics & Comm-unication Engineering,GM,1,1,1,68031,68031,68031.0,0,SingleRound
E048,EC-Electronics & Communication Engineering,GM,3,3,1,95247,95247,95247.0,0,SingleRound
E048,EE-Electrical & Electronics Engineering,GM,1,1,1,83984,83984,83984.0,0,SingleRound
E048,IC-Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology),GM,1,4,3,33411,71203,46008.0,37792,Improved
E048,IS-Information Science & Engineering,GM,1,1,1,76350,76350,76350.0,0,SingleRound
E048,IS-Information Science & Engineering,KKR,2,2,1,34405,34405,34405.0,0,SingleRound
E048,ME-Mechanical Engineering,GM,1,1,1,74720,74720,74720.0,0,SingleRound
E048,UE-Electronics & Computer Engineering,GM,1,1,1,98369,98369,98369.0,0,SingleRound
E049,COS-Computer Science,GM,1,3,2,85755,101543,93649.0,15788,Improved
E050,AD-Artificial Intelligence & Data Science,GM,1,4,3,30735,77065,58246.0,46330,Deteriorated
E050,AD-Artificial Intelligence & Data Science,KKR,1,2,2,60958,91683,76320.0,30725,Deteriorated
E050,AE- Aeronautical Engineering,GM,4,4,1,98787,98787,98787.0,0,SingleRound
E050,AE-Aeronautical Engineering,GM,1,3,2,62365,99746,81056.0,37381,Deteriorated
E050,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,28676,70074,50375.0,41398,Deteriorated
E050,AI-Artificial Intelligence & Machine Learning,KKR,1,1,1,57298,57298,57298.0,0,SingleRound
E050,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),GM,1,4,3,28806,87157,57817.0,58351,Deteriorated
E050,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),KKR,1,1,1,71995,71995,71995.0,0,SingleRound
E050,CS-Computer Science & Engineering,GM,1,4,3,26511,98020,55697.0,71509,Deteriorated
E050,CS-Computer Science & Engineering,KKR,1,2,2,56644,86885,71764.0,30241,Deteriorated
E050,CV-Civil Engineering,GM,1,1,1,59775,59775,59775.0,0,SingleRound
E050,EC-Electronics & Comm- unication Engineering,GM,4,4,1,83645,83645,83645.0,0,SingleRound
E050,EC-Electronics & Comm-unication Engineering,GM,1,1,1,41165,41165,41165.0,0,SingleRound
E050,EC-Electronics & Comm-unication Engineering,KKR,1,1,1,95763,95763,95763.0,0,SingleRound
E050,EC-Electronics & Communication Engineering,GM,3,3,1,99828,99828,99828.0,0,SingleRound
E050,EE-Electrical & Electronics Engineering,GM,1,3,2,62326,75085,68706.0,12759,Deteriorated
E050,IS-Information Science & Engineering,GM,1,4,3,32593,85615,64217.0,53022,Deteriorated
E050,IS-Information Science & Engineering,KKR,1,2,2,56198,68950,62574.0,12752,Improved
E050,ME-Mechanical Engineering,GM,1,1,1,94161,94161,94161.0,0,SingleRound
E051,AI-Artificial Intelligence & Machine Learning,GM,1,3,2,65054,84531,74792.0,19477,Improved
E051,CS-Computer Science & Engineering,GM,1,4,3,65593,101537,88944.0,35944,Deteriorated
E051,CS-Computer Science & Engineering,KKR,1,1,1,96556,96556,96556.0,0,SingleRound
E051,EC-Electronics & Comm-unication Engineering,GM,1,1,1,100604,100604,100604.0,0,SingleRound
E051,IS-Information Science & Engineering,GM,1,1,1,78583,78583,78583.0,0,SingleRound
E053,AE-Aeronautical Engineering,GM,1,1,1,67428,67428,67428.0,0,SingleRound
E053,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),GM,1,3,2,55502,98592,77047.0,43090,Deteriorated
E053,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),KKR,1,1,1,66219,66219,66219.0,0,SingleRound
E053,CS-Computer Science & Engineering,GM,1,4,3,45603,81358,64724.0,35755,Improved
E053,EC-Electronics & Comm-unication Engineering,GM,1,1,1,98617,98617,98617.0,0,SingleRound
E053,IS-Information Science & Engineering,GM,1,1,1,98592,98592,98592.0,0,SingleRound
E055,AD-Artificial Intelligence & Data Science,GM,1,4,3,37805,85755,60993.0,47950,Deteriorated
E055,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),GM,1,4,3,35406,66182,49972.0,30776,Deteriorated
E055,CS-Computer Science & Engineering,GM,1,4,3,28960,35762,33467.0,6802,Deteriorated
E055,CS-Computer Science & Engineering,KKR,1,2,2,63523,76492,70008.0,12969,Deteriorated
E055,EC-Electronics & Comm- unication Engineering,GM,4,4,1,54151,54151,54151.0,0,SingleRound
E055,EC-Electronics & Comm-unication Engineering,GM,1,1,1,52660,52660,52660.0,0,SingleRound
E055,EC-Electronics & Communication Engineering,GM,3,3,1,100387,100387,100387.0,0,SingleRound
E055,EE-Electrical & Electronics Engineering,GM,1,1,1,69425,69425,69425.0,0,SingleRound
E055,IS-Information Science & Engineering,GM,1,4,3,35762,69773,51838.0,34011,Deteriorated
E055,IS-Information Science & Engineering,KKR,1,1,1,76492,76492,76492.0,0,SingleRound
E056,AI-Artificial Intelligence & Machine Learning,GM,1,1,1,97828,97828,97828.0,0,SingleRound
E056,AI-Artificial Intelligence & Machine Learning,KKR,2,2,1,78802,78802,78802.0,0,SingleRound
E056,CS-Computer Science & Engineering,GM,1,1,1,87378,87378,87378.0,0,SingleRound
E056,CS-Computer Science & Engineering,KKR,1,2,2,87604,100727,94166.0,13123,Improved
E056,EC-Electronics & Comm-unication Engineering,GM,1,1,1,90134,90134,90134.0,0,SingleRound
E056,EE-Electrical & Electronics Engineering,GM,1,1,1,79136,79136,79136.0,0,SingleRound
E056,EI-Electronics & Instrument-ation Engineering,GM,1,1,1,40122,40122,40122.0,0,SingleRound
E058,CS-Computer Science & Engineering,GM,1,4,3,2384,5158,3560.0,2774,Deteriorated
E058,CS-Computer Science & Engineering,KKR,1,2,2,6366,12883,9624.0,6517,Deteriorated
E059,AI-Artificial Intelligence & Machine Learning,GM,1,4,3,43922,86450,65385.0,42528,Deteriorated
E059,CD-Computer Science & Engineering (Data Science),GM,1,4,3,49508,92250,73778.0,42742,Deteriorated
E059,CS-Computer Science & Engineering,GM,1,4,3,40429,66504,57189.0,26075,Deteriorated
E059,CV-Civil Engineering,GM,1,1,1,95405,95405,95405.0,0,SingleRound
E059,EC-Electronics & Comm- unication Engineering,GM,4,4,1,92231,92231,92231.0,0,SingleRound
