College_Code,College_Name,Category,Branch,Cutoff_Rank,Year,Round,Exam_Type,Rank_Category,City,Min_Round,Max_Round,Round_Count,Best_Rank,Worst_Rank,Avg_Rank_Combo,Rank_Range,Trend_Signal,CTX_Seats,CTX_Avg_Rank,CTX_Best_Rank,CTX_Worst_Rank,CTX_Active_Colleges,CTX_Active_Branches,Round_Premium,Category_Enc,Trend_Signal_Enc,College_TE,Branch_TE,City_Avg_Rank,City_College_Count,Is_R2,Round_Exposure,Rank_Percentile,Rank_Band,Prestige_x_Branch,RoundVolatility,Stability_Flag
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,CD-Computer Science & Engineering (Data Science),10507,2024,1,COMEDK,Very Good,Mandya,1,4,3,10507,78707,38211.0,68200,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,46298.607142857145,48277.67796610169,62701.793103448275,3,0,8.026845637583893,90.27288732394366,Top_20k,0.9590065034893733,22733.333333333332,0
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),9901,2024,1,COMEDK,Very Good,Mandya,1,4,3,9901,44240,25741.0,34339,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,46298.607142857145,53199.03252032521,62701.793103448275,3,0,8.026845637583893,90.71302816901408,Top_20k,0.8702903972016467,11446.333333333334,0
E089,"P.E.S.College of Engineering-PES College Road, Mandya",KKR,CD-Computer Science & Engineering (Data Science),57500,2024,1,COMEDK,Average,Mandya,1,1,1,57500,57500,57500.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,46298.607142857145,48277.67796610169,62701.793103448275,3,0,8.026845637583893,50.66021126760563,Top_80k,0.9590065034893733,0.0,0
E089,"P.E.S.College of Engineering-PES College Road, Mandya",KKR,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),73028,2024,1,COMEDK,Average,Mandya,1,1,1,73028,73028,73028.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,46298.607142857145,53199.03252032521,62701.793103448275,3,0,8.026845637583893,37.808098591549296,Top_80k,0.8702903972016467,0.0,0
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,CD-Computer Science & Engineering (Data Science),20127,2024,1,COMEDK,Good,Shivamogga,1,4,3,20127,99771,61256.0,79644,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,64708.541666666664,48277.67796610169,70772.52272727272,2,0,8.026845637583893,81.11795774647888,Top_50k,1.3403408033025521,26548.0,0
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,CE-Computer Engineering,25277,2024,1,COMEDK,Good,Shivamogga,1,3,2,25277,89789,57533.0,64512,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,64708.541666666664,68954.0,70772.52272727272,2,0,8.026845637583893,76.80457746478874,Top_50k,0.9384305720722027,32256.0,0
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,CG-Computer Science & Design,31581,2024,1,COMEDK,Good,Shivamogga,1,3,2,31581,102008,66794.0,70427,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,64708.541666666664,55359.857142857145,70772.52272727272,2,0,8.026845637583893,71.34683098591549,Top_50k,1.1688711822302045,35213.5,0
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",KKR,CD-Computer Science & Engineering (Data Science),61454,2024,1,COMEDK,Average,Shivamogga,1,1,1,61454,61454,61454.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,64708.541666666664,48277.67796610169,70772.52272727272,2,0,8.026845637583893,47.84330985915493,Top_80k,1.3403408033025521,0.0,0
E094,"Proudhadevaraya Institute of Technology-TB Dam Road, Hosapete",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),82466,2024,1,COMEDK,Below Average,Hosapete,1,1,1,82466,82466,82466.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,87613.0,53199.03252032521,87613.0,1,0,8.026845637583893,29.357394366197184,Rest,1.6468908521320684,0.0,0
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),274,2024,1,COMEDK,Elite,Bangalore,1,4,3,274,593,448.0,319,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,9744.64705882353,48277.67796610169,49851.061016949156,65,0,8.026845637583893,99.91197183098592,Elite_5k,0.2018458109287228,106.33333333333333,1
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,CH-Chemical Engineering,5878,2024,1,COMEDK,Very Good,Bangalore,1,4,3,5878,16403,10970.0,10525,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,9744.64705882353,47439.59090909091,49851.061016949156,65,0,8.026845637583893,94.41021126760563,Top_20k,0.20541170090394162,3508.3333333333335,1
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),321,2024,1,COMEDK,Elite,Bangalore,1,4,3,321,738,533.0,417,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,9744.64705882353,53199.03252032521,49851.061016949156,65,0,8.026845637583893,99.86795774647888,Elite_5k,0.18317338863447363,139.0,1
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,CD-Computer Science & Engineering (Data Science),901,2024,1,COMEDK,Elite,Bangalore,1,2,2,901,2122,1512.0,1221,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,9744.64705882353,48277.67796610169,49851.061016949156,65,0,8.026845637583893,99.11971830985915,Elite_5k,0.2018458109287228,610.5,1
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,CH-Chemical Engineering,21114,2024,1,COMEDK,Good,Bangalore,1,2,2,21114,35060,28087.0,13946,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,9744.64705882353,47439.59090909091,49851.061016949156,65,0,8.026845637583893,80.25968309859155,Top_50k,0.20541170090394162,6973.0,0
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),1375,2024,1,COMEDK,Excellent,Bangalore,1,2,2,1375,2235,1805.0,860,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,9744.64705882353,53199.03252032521,49851.061016949156,65,0,8.026845637583893,98.81161971830986,Elite_5k,0.18317338863447363,430.0,1
E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",GM,CD-Computer Science & Engineering (Data Science),84127,2024,1,COMEDK,Below Average,Doddaballapur,1,1,1,84127,84127,84127.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,92363.33333333333,48277.67796610169,92363.33333333333,1,0,8.026845637583893,27.640845070422543,Rest,1.913168512333723,0.0,0
E096,"R.L. Jalappa Institute of Technology-Kodigehalli, Doddaballapur",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),96804,2024,1,COMEDK,Below Average,Doddaballapur,1,1,1,96804,96804,96804.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,92363.33333333333,53199.03252032521,92363.33333333333,1,0,8.026845637583893,11.179577464788736,Rest,1.7361844559493638,0.0,0
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,CG-Computer Science & Design,77708,2024,1,COMEDK,Average,Bangalore,1,1,1,77708,77708,77708.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,80454.35714285714,55359.857142857145,49851.061016949156,65,0,8.026845637583893,33.27464788732394,Top_80k,1.4532977737865755,0.0,0
E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),99599,2024,1,COMEDK,Below Average,Hassan,1,1,1,99599,99599,99599.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,85324.0,53199.03252032521,73402.83333333333,3,0,8.026845637583893,6.007922535211264,Rest,1.603863753864342,0.0,0
E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",GM,CD-Computer Science & Engineering (Data Science),78991,2024,1,COMEDK,Average,Ballari,1,1,1,78991,78991,78991.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,81206.0,48277.67796610169,76947.35,2,0,8.026845637583893,32.26232394366197,Top_80k,1.6820610149688437,0.0,0
E102,"Rao Bahadur Y Mahabaleswarappa Engineering College-Cantonment, Ballari",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),52980,2024,1,COMEDK,Average,Ballari,1,1,1,52980,52980,52980.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,81206.0,53199.03252032521,76947.35,2,0,8.026845637583893,54.225352112676056,Top_80k,1.5264563311179478,0.0,0
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),12008,2024,1,COMEDK,Very Good,Bangalore,1,4,3,12008,45177,25599.0,33169,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,38797.15625,48277.67796610169,49851.061016949156,65,0,8.026845637583893,88.68838028169014,Top_20k,0.8036251510944983,11056.333333333334,0
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),12531,2024,1,COMEDK,Very Good,Bangalore,1,4,3,12531,46484,26081.0,33953,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,38797.15625,53199.03252032521,49851.061016949156,65,0,8.026845637583893,88.46830985915493,Top_20k,0.7292831168532468,11317.666666666666,0
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,CD-Computer Science & Engineering (Data Science),33637,2024,1,COMEDK,Good,Bangalore,1,2,2,33637,45451,39544.0,11814,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,38797.15625,48277.67796610169,49851.061016949156,65,0,8.026845637583893,69.60827464788733,Top_50k,0.8036251510944983,5907.0,0
E104,"RNS Institute of Technology-R R Nagar Post, Bengaluru",KKR,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),33631,2024,1,COMEDK,Good,Bangalore,1,2,2,33631,43912,38772.0,10281,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,38797.15625,53199.03252032521,49851.061016949156,65,0,8.026845637583893,69.67429577464789,Top_50k,0.7292831168532468,5140.5,1
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),22396,2024,1,COMEDK,Good,Bangalore,1,4,3,22396,58622,39360.0,36226,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,57385.92857142857,48277.67796610169,49851.061016949156,65,0,8.026845637583893,79.04929577464789,Top_50k,1.1886638088046046,12075.333333333334,0
E107,"SJB Institute of Technology-Kengeri, Bengaluru",KKR,CD-Computer Science & Engineering (Data Science),50019,2024,1,COMEDK,Average,Bangalore,1,1,1,50019,50019,50019.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,57385.92857142857,48277.67796610169,49851.061016949156,65,0,8.026845637583893,56.42605633802817,Top_80k,1.1886638088046046,0.0,0
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,CG-Computer Science & Design,100024,2024,1,COMEDK,Below Average,Chikkaballapur,1,1,1,100024,100024,100024.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,73963.11764705883,55359.857142857145,73963.11764705883,1,0,8.026845637583893,4.62147887323944,Rest,1.3360424225119587,0.0,0
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),45267,2024,1,COMEDK,Good,Chikkaballapur,1,3,2,45267,50334,47800.0,5067,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,73963.11764705883,53199.03252032521,73963.11764705883,1,0,8.026845637583893,60.69542253521127,Top_50k,1.3903094500600268,2533.5,1
E112,"Sahyadri College of Engineering and Management-Adyar, Mangaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),64358,2024,1,COMEDK,Average,Mangaluru,1,3,2,64358,93962,79160.0,29604,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,76265.0,53199.03252032521,77543.91666666667,7,0,8.026845637583893,45.15845070422535,Top_80k,1.4335787022228688,14802.0,0
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),59472,2024,1,COMEDK,Average,Bangalore,1,3,2,59472,97470,78471.0,37998,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,79942.6,48277.67796610169,49851.061016949156,65,0,8.026845637583893,49.559859154929576,Top_80k,1.6558915707613762,18999.0,0
E113,"Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),56059,2024,1,COMEDK,Average,Bangalore,1,4,3,56059,99332,81603.0,43273,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,79942.6,53199.03252032521,49851.061016949156,65,0,8.026845637583893,51.936619718309856,Top_80k,1.5027077789329564,14424.333333333334,0
E116,"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),28113,2024,1,COMEDK,Good,Bangalore,1,4,3,28113,92827,58828.0,64714,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,67592.92307692308,48277.67796610169,49851.061016949156,65,0,8.026845637583893,74.07570422535211,Top_50k,1.4000864566101054,21571.333333333332,0
E116,"Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru",KKR,CD-Computer Science & Engineering (Data Science),84957,2024,1,COMEDK,Below Average,Bangalore,1,1,1,84957,84957,84957.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,67592.92307692308,48277.67796610169,49851.061016949156,65,0,8.026845637583893,26.62852112676056,Rest,1.4000864566101054,0.0,0
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,CH-Chemical Engineering,65175,2024,1,COMEDK,Average,Dharwad,1,3,2,65175,78766,71970.0,13591,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,58242.73333333333,47439.59090909091,58242.73333333333,1,0,8.026845637583893,44.45422535211267,Top_80k,1.227724190222142,6795.5,0
E122,"Shree Devi Institute of Technology-Kenjar, Mangaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),52876,2024,1,COMEDK,Average,Mangaluru,1,1,1,52876,52876,52876.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,80302.66666666667,53199.03252032521,77543.91666666667,7,0,8.026845637583893,54.2693661971831,Top_80k,1.509476072445232,0.0,0
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),6953,2024,1,COMEDK,Very Good,Tumakuru,1,4,3,6953,14139,10429.0,7186,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,26198.91891891892,53199.03252032521,47443.375,4,0,8.026845637583893,93.39788732394366,Top_20k,0.4924698378473212,2395.3333333333335,1
E125,"Siddaganga Institute of Technology-B H Road, Tumakuru",KKR,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),19572,2024,1,COMEDK,Very Good,Tumakuru,1,2,2,19572,20547,20060.0,975,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,26198.91891891892,53199.03252032521,47443.375,4,0,8.026845637583893,81.82218309859155,Top_20k,0.4924698378473212,487.5,1
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),8624,2024,1,COMEDK,Very Good,Bangalore,1,4,3,8624,26562,16117.0,17938,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,41874.34545454545,48277.67796610169,49851.061016949156,65,0,8.026845637583893,91.81338028169014,Top_20k,0.8673645299168622,5979.333333333333,0
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,CD-Computer Science & Engineering (Data Science),40080,2024,1,COMEDK,Good,Bangalore,1,2,2,40080,54325,47202.0,14245,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,41874.34545454545,48277.67796610169,49851.061016949156,65,0,8.026845637583893,64.96478873239437,Top_50k,0.8673645299168622,7122.5,0
E137,"Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),46932,2024,1,COMEDK,Good,Bangalore,1,3,2,46932,97740,72336.0,50808,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,68435.17647058824,48277.67796610169,49851.061016949156,65,0,8.026845637583893,59.375,Top_50k,1.4175324778180134,25404.0,0
E138,"Srinivas Institute of Technology-Hampankatta, Mangaluru",GM,CG-Computer Science & Design,34114,2024,1,COMEDK,Good,Mangaluru,1,1,1,34114,34114,34114.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,70965.6,55359.857142857145,77543.91666666667,7,0,8.026845637583893,69.19014084507043,Top_50k,1.2818963715327507,0.0,0
E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),70650,2024,1,COMEDK,Average,Bangalore,1,3,2,68999,70650,69824.0,1651,Improved,1196,55333.0,193,102243,149,59,0,0,2,80522.30769230769,48277.67796610169,49851.061016949156,65,0,8.026845637583893,39.52464788732394,Top_80k,1.6678993498578505,825.5,1
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),30879,2024,1,COMEDK,Good,Mysuru,1,4,3,30879,97220,64026.0,66341,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,70106.0,53199.03252032521,59437.608,10,0,8.026845637583893,71.875,Top_50k,1.3178059201211099,22113.666666666668,0
E147,"Vidyavardhaka College of Engineering-Gokulam, Mysuru",KKR,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),65407,2024,1,COMEDK,Average,Mysuru,1,1,1,65407,65407,65407.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,70106.0,53199.03252032521,59437.608,10,0,8.026845637583893,44.32218309859155,Top_80k,1.3178059201211099,0.0,0
E148,"Vivekananda College of Engineering and Technology-Puttur, Dakshin Kannada",GM,CD-Computer Science & Engineering (Data Science),78972,2024,1,COMEDK,Average,Dakshin Kannada,1,3,2,36505,78972,57738.0,42467,Improved,1196,55333.0,193,102243,149,59,0,0,2,74262.6,48277.67796610169,74262.6,1,0,8.026845637583893,32.3943661971831,Top_80k,1.5382388534126206,21233.5,0
E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,CD-Computer Science & Engineering (Data Science),98996,2024,1,COMEDK,Below Average,Mysuru,1,3,2,74559,98996,86778.0,24437,Improved,1196,55333.0,193,102243,149,59,0,0,2,85725.9,48277.67796610169,59437.608,10,0,8.026845637583893,7.086267605633793,Rest,1.7756839933393789,12218.5,0
E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,CG-Computer Science & Design,100310,2024,1,COMEDK,Below Average,Mysuru,1,1,1,100310,100310,100310.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,85725.9,55359.857142857145,59437.608,10,0,8.026845637583893,4.181338028169009,Rest,1.5485209757457052,0.0,0
E152,"ATME College of Engineering-Bannur Road, Mysuru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),73127,2024,1,COMEDK,Average,Mysuru,1,3,2,73127,99599,86363.0,26472,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,85725.9,53199.03252032521,59437.608,10,0,8.026845637583893,37.676056338028175,Top_80k,1.6114184025291736,13236.0,0
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,CCA-Civil Engineering with Computer Application,57535,2024,1,COMEDK,Average,Bangalore,1,1,1,57535,57535,57535.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,43031.97222222222,57535.0,49851.061016949156,65,0,8.026845637583893,50.61619718309859,Top_80k,0.7479268657725249,0.0,0
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),4818,2024,1,COMEDK,Excellent,Bangalore,1,4,3,4818,37486,20372.0,32668,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,43031.97222222222,48277.67796610169,49851.061016949156,65,0,8.026845637583893,95.33450704225352,Elite_5k,0.8913430395810925,10889.333333333334,0
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),4471,2024,1,COMEDK,Excellent,Bangalore,1,4,3,4471,36704,19461.0,32233,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,43031.97222222222,53199.03252032521,49851.061016949156,65,0,8.026845637583893,95.55457746478874,Elite_5k,0.80888636848389,10744.333333333334,0
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,CD-Computer Science & Engineering (Data Science),57000,2024,1,COMEDK,Average,Bangalore,1,1,1,57000,57000,57000.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,43031.97222222222,48277.67796610169,49851.061016949156,65,0,8.026845637583893,51.1443661971831,Top_80k,0.8913430395810925,0.0,0
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",KKR,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),40129,2024,1,COMEDK,Good,Bangalore,1,2,2,40129,83900,62014.0,43771,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,43031.97222222222,53199.03252032521,49851.061016949156,65,0,8.026845637583893,64.7887323943662,Top_50k,0.80888636848389,21885.5,0
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,CD-Computer Science & Engineering (Data Science),53838,2024,1,COMEDK,Average,Mysuru,1,1,1,53838,53838,53838.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,80364.75,48277.67796610169,59437.608,10,0,8.026845637583893,53.87323943661972,Top_80k,1.664635777562217,0.0,0
E172,"Mysore College of Engineering and Management-Chikkahalli, Mysuru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),63339,2024,1,COMEDK,Average,Mysuru,1,3,2,63339,70030,66684.0,6691,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,80364.75,53199.03252032521,59437.608,10,0,8.026845637583893,46.12676056338029,Top_80k,1.5106430736178496,3345.5,1
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),11078,2024,1,COMEDK,Very Good,Bangalore,1,4,3,11078,48338,26799.0,37260,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,54426.583333333336,48277.67796610169,49851.061016949156,65,0,8.026845637583893,89.61267605633803,Top_20k,1.1273653917561883,12420.0,0
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,CE-Computer Engineering,15617,2024,1,COMEDK,Very Good,Bangalore,1,4,3,15617,91170,48294.0,75553,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,54426.583333333336,68954.0,49851.061016949156,65,0,8.026845637583893,85.25528169014085,Top_20k,0.7893172743181445,25184.333333333332,0
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,CD-Computer Science & Engineering (Data Science),52602,2024,1,COMEDK,Average,Bangalore,1,2,2,52602,74634,63618.0,22032,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,54426.583333333336,48277.67796610169,49851.061016949156,65,0,8.026845637583893,54.44542253521127,Top_80k,1.1273653917561883,11016.0,0
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,CE-Computer Engineering,89994,2024,1,COMEDK,Below Average,Bangalore,1,2,2,89994,91938,90966.0,1944,Deteriorated,1196,55333.0,193,102243,149,59,0,1,0,54426.583333333336,68954.0,49851.061016949156,65,0,8.026845637583893,21.30281690140845,Rest,0.7893172743181445,972.0,1
E201,"G Madegowda Institute of Technology-Maddur, Mandya District",GM,CG-Computer Science & Design,27263,2024,1,COMEDK,Good,Mandya District,1,1,1,27263,27263,27263.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,34031.5,55359.857142857145,70210.4,2,0,8.026845637583893,74.73591549295774,Top_50k,0.6147324389255753,0.0,0
E202,"C Byregowda Insitute of Technology-Thoradevandahalli, Kolar",GM,CE-Computer Engineering,89613,2024,1,COMEDK,Below Average,Kolar,1,1,1,89613,89613,89613.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,89613.0,68954.0,89613.0,1,0,8.026845637583893,22.00704225352112,Rest,1.2996055341241988,0.0,0
E205,"Vijaya Vittala Institution of Technology-Kothanur, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),79364,2024,1,COMEDK,Average,Bangalore,1,1,1,79364,79364,79364.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,81282.8,48277.67796610169,49851.061016949156,65,0,8.026845637583893,31.77816901408451,Top_80k,1.683651812273841,0.0,0
E205,"Vijaya Vittala Institution of Technology-Kothanur, Bengaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),99345,2024,1,COMEDK,Below Average,Bangalore,1,3,2,33447,99345,66396.0,65898,Improved,1196,55333.0,193,102243,149,59,0,0,2,81282.8,53199.03252032521,49851.061016949156,65,0,8.026845637583893,6.382042253521121,Rest,1.527899966394034,32949.0,0
E207,"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru",GM,CG-Computer Science & Design,48985,2024,1,COMEDK,Good,Bangalore,1,3,2,48985,89871,69428.0,40886,Deteriorated,1196,55333.0,193,102243,149,59,0,0,0,71944.94117647059,55359.857142857145,49851.061016949156,65,0,8.026845637583893,57.70246478873239,Top_50k,1.2995868286078724,20443.0,0
E207,"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru",KKR,CG-Computer Science & Design,83762,2024,1,COMEDK,Below Average,Bangalore,1,1,1,83762,83762,83762.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,1,-1,71944.94117647059,55359.857142857145,49851.061016949156,65,0,8.026845637583893,28.125,Rest,1.2995868286078724,0.0,0
E208,"A.G.M Rural College of Engineering and Technology-Varur, Hubballi",GM,CG-Computer Science & Design,85432,2024,1,COMEDK,Below Average,Hubballi,1,1,1,85432,85432,85432.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,87079.5,55359.857142857145,60808.34,3,0,8.026845637583893,26.276408450704224,Rest,1.5729719058936464,0.0,0
E208,"A.G.M Rural College of Engineering and Technology-Varur, Hubballi",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),87711,2024,1,COMEDK,Below Average,Hubballi,1,1,1,87711,87711,87711.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,87079.5,53199.03252032521,60808.34,3,0,8.026845637583893,23.811619718309856,Rest,1.6368624742701934,0.0,0
E209,"Aditya College of Engineering and Technology-Yelahanka, Bengaluru",GM,CI-Computer Science & Engineering (Artificial Intelligence & Machine Learning),100820,2024,1,COMEDK,Below Average,Bangalore,1,1,1,100820,100820,100820.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,88803.88888888889,53199.03252032521,49851.061016949156,65,0,8.026845637583893,2.816901408450704,Rest,1.6692763887192967,0.0,0
E210,"Impact College Of Engineering and Applied Science-Sahakar Nagar, Bengaluru",GM,CD-Computer Science & Engineering (Data Science),96263,2024,1,COMEDK,Below Average,Bangalore,1,1,1,96263,96263,96263.0,0,SingleRound,1196,55333.0,193,102243,149,59,0,0,-1,91291.83333333333,48277.67796610169,49851.061016949156,65,0,8.026845637583893,12.720070422535215,Rest,1.8909739900380906,0.0,0
